DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2019-11-17 00:00:00;25;14;3;19;12;0;0;0;0;0
2019-11-17 00:15:00;26;14;1;21;8;3;0;0;0;0
2019-11-17 00:30:00;18;8;1;13;6;0;0;0;0;0
2019-11-17 00:45:00;20;12;1;25;12;0;0;0;0;0
2019-11-17 01:00:00;20;7;4;11;7;0;0;0;0;0
2019-11-17 01:15:00;20;17;2;20;8;1;0;0;0;0
2019-11-17 01:30:00;8;14;2;25;11;0;0;0;0;0
2019-11-17 01:45:00;10;12;2;18;6;1;0;0;0;0
2019-11-17 02:00:00;12;10;0;14;7;0;0;0;0;0
2019-11-17 02:15:00;17;10;1;20;17;0;0;0;0;0
2019-11-17 02:30:00;12;8;2;41;22;0;0;0;0;0
2019-11-17 02:45:00;10;12;3;25;12;0;0;0;0;0
2019-11-17 03:00:00;10;7;0;19;12;0;0;0;0;0
2019-11-17 03:15:00;5;5;2;8;3;0;0;0;0;0
2019-11-17 03:30:00;7;10;1;24;8;1;0;0;0;0
2019-11-17 03:45:00;9;11;4;14;3;0;0;0;0;0
2019-11-17 04:00:00;5;4;4;21;8;0;0;0;0;0
2019-11-17 04:15:00;8;8;6;5;2;0;0;0;0;0
2019-11-17 04:30:00;3;5;5;2;1;0;0;0;0;0
2019-11-17 04:45:00;10;5;2;4;1;0;0;0;0;0
2019-11-17 05:00:00;7;4;0;5;1;0;0;0;0;0
2019-11-17 05:15:00;8;12;4;10;3;0;0;0;0;0
2019-11-17 05:30:00;8;9;2;10;9;0;0;0;0;0
2019-11-17 05:45:00;7;4;1;4;3;0;0;0;0;0
2019-11-17 06:00:00;6;3;3;5;4;0;0;0;0;0
2019-11-17 06:15:00;3;4;1;7;2;0;0;0;0;0
2019-11-17 06:30:00;8;6;3;9;2;0;0;0;0;0
2019-11-17 06:45:00;9;2;1;7;3;0;0;0;0;0
2019-11-17 07:00:00;9;5;0;8;6;0;0;0;0;0
2019-11-17 07:15:00;7;6;1;8;10;0;0;0;0;0
2019-11-17 07:30:00;10;6;0;19;9;0;0;0;0;0
2019-11-17 07:45:00;27;13;8;9;4;0;0;0;0;0
2019-11-17 08:00:00;27;15;2;15;6;0;0;0;0;0
2019-11-17 08:15:00;17;8;2;17;11;0;0;0;0;0
2019-11-17 08:30:00;26;15;1;30;9;0;0;0;0;0
2019-11-17 08:45:00;42;17;5;46;17;0;0;0;0;0
2019-11-17 09:00:00;42;15;1;40;24;0;0;0;0;0
2019-11-17 09:15:00;44;20;2;49;20;0;0;0;0;0
2019-11-17 09:30:00;47;22;4;65;26;0;0;0;0;0
2019-11-17 09:45:00;65;50;5;72;25;1;0;0;0;0
2019-11-17 10:00:00;67;46;6;42;29;2;0;0;0;0
2019-11-17 10:15:00;65;33;0;47;22;1;0;0;0;0
2019-11-17 10:30:00;65;48;3;71;22;0;0;0;0;0
2019-11-17 10:45:00;51;33;2;56;13;1;0;0;0;0
2019-11-17 11:00:00;61;44;4;41;14;1;0;0;0;0
2019-11-17 11:15:00;46;30;0;42;25;0;0;0;0;0
2019-11-17 11:30:00;67;35;0;44;21;0;0;0;0;0
2019-11-17 11:45:00;48;21;0;44;15;1;0;0;0;0
2019-11-17 12:00:00;74;29;0;48;22;0;0;0;0;0
2019-11-17 12:15:00;56;20;0;33;14;0;0;0;0;0
2019-11-17 12:30:00;45;18;1;39;18;0;0;0;0;0
2019-11-17 12:45:00;51;23;0;60;23;0;0;0;0;0
2019-11-17 13:00:00;42;21;0;36;13;0;0;0;0;0
2019-11-17 13:15:00;51;25;0;57;19;0;0;0;0;0
2019-11-17 13:30:00;47;22;0;39;15;0;0;0;0;0
2019-11-17 13:45:00;62;37;0;67;18;0;0;0;0;0
2019-11-17 14:00:00;46;25;1;69;23;0;0;0;0;0
2019-11-17 14:15:00;51;33;0;87;26;0;0;0;0;0
2019-11-17 14:30:00;59;41;2;78;30;1;0;0;0;0
2019-11-17 14:45:00;46;28;1;61;27;0;0;0;0;0
2019-11-17 15:00:00;46;34;1;77;25;0;0;0;0;0
2019-11-17 15:15:00;63;33;3;62;27;0;0;0;0;0
2019-11-17 15:30:00;47;35;3;84;24;0;0;0;0;0
2019-11-17 15:45:00;54;20;0;68;22;0;0;0;0;0
2019-11-17 16:00:00;63;19;1;80;19;0;0;0;0;0
2019-11-17 16:15:00;47;23;0;57;19;0;0;0;0;0
2019-11-17 16:30:00;43;28;0;64;25;0;0;0;0;0
2019-11-17 16:45:00;53;23;0;59;24;0;0;0;0;0
2019-11-17 17:00:00;36;13;1;64;22;1;0;0;0;0
2019-11-17 17:15:00;49;31;1;64;27;1;0;0;0;0
2019-11-17 17:30:00;53;26;3;68;22;0;0;0;0;0
2019-11-17 17:45:00;50;28;5;51;19;0;0;0;0;0
2019-11-17 18:00:00;47;26;5;56;21;0;0;0;0;0
2019-11-17 18:15:00;47;31;0;43;12;0;0;0;0;0
2019-11-17 18:30:00;47;22;1;51;12;0;1;0;0;0
2019-11-17 18:45:00;34;16;1;53;13;0;0;0;0;0
2019-11-17 19:00:00;82;33;1;52;21;0;0;0;0;0
2019-11-17 19:15:00;50;26;1;46;19;0;0;0;0;0
2019-11-17 19:30:00;37;21;0;50;14;0;0;0;0;0
2019-11-17 19:45:00;40;11;0;37;13;0;0;0;0;0
2019-11-17 20:00:00;36;23;1;19;9;0;0;0;0;0
2019-11-17 20:15:00;28;10;1;24;10;1;0;0;0;0
2019-11-17 20:30:00;17;9;1;20;8;0;0;0;0;0
2019-11-17 20:45:00;24;7;1;26;13;0;0;0;0;0
2019-11-17 21:00:00;25;13;1;21;7;0;0;0;0;0
2019-11-17 21:15:00;25;10;1;35;17;0;0;0;0;0
2019-11-17 21:30:00;21;16;1;22;9;0;0;0;0;0
2019-11-17 21:45:00;19;13;0;13;7;0;0;0;0;0
2019-11-17 22:00:00;19;11;1;19;2;0;0;0;0;0
2019-11-17 22:15:00;22;12;2;19;6;0;0;0;0;0
2019-11-17 22:30:00;17;11;1;14;3;0;0;0;0;0
2019-11-17 22:45:00;13;13;0;14;2;0;0;0;0;0
2019-11-17 23:00:00;9;8;3;10;6;1;0;0;0;0
2019-11-17 23:15:00;5;1;0;4;2;0;0;0;0;0
2019-11-17 23:30:00;7;7;259;14;2;0;0;0;0;0
2019-11-17 23:45:00;9;10;1;8;1;0;0;0;0;0
