DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-08-16 00:00:00;3;7;28;3;1;20;4;0;0;0;0;0
2020-08-16 00:15:00;4;13;31;12;6;16;0;0;0;0;0;0
2020-08-16 00:30:00;4;5;31;6;0;24;3;0;0;0;0;0
2020-08-16 00:45:00;5;9;13;1;1;8;0;0;0;0;0;0
2020-08-16 01:00:00;3;10;21;1;0;12;1;0;0;0;0;0
2020-08-16 01:15:00;3;7;22;1;2;22;0;0;0;0;0;0
2020-08-16 01:30:00;6;7;22;0;1;14;1;0;0;0;0;0
2020-08-16 01:45:00;7;8;12;0;0;6;1;0;0;0;0;0
2020-08-16 02:00:00;4;5;14;0;0;11;0;0;0;0;0;0
2020-08-16 02:15:00;6;9;15;0;0;7;0;0;0;0;0;0
2020-08-16 02:30:00;3;4;15;0;0;13;1;0;0;0;0;0
2020-08-16 02:45:00;4;5;9;0;0;5;0;0;0;0;0;0
2020-08-16 03:00:00;3;8;16;0;0;8;0;0;0;0;0;0
2020-08-16 03:15:00;1;4;5;0;0;2;0;0;0;0;0;0
2020-08-16 03:30:00;2;2;4;0;0;2;0;0;0;0;0;0
2020-08-16 03:45:00;5;7;8;0;1;6;0;0;0;0;0;0
2020-08-16 04:00:00;1;4;10;0;0;7;0;0;0;0;0;0
2020-08-16 04:15:00;3;4;9;0;3;7;0;0;0;0;0;0
2020-08-16 04:30:00;5;4;9;0;0;6;0;0;0;0;0;0
2020-08-16 04:45:00;1;5;6;0;1;3;0;0;0;0;0;0
2020-08-16 05:00:00;7;7;10;0;2;4;0;0;0;0;0;0
2020-08-16 05:15:00;4;2;3;0;3;2;0;0;0;0;0;0
2020-08-16 05:30:00;4;5;8;0;0;4;0;0;0;2;0;0
2020-08-16 05:45:00;4;4;5;0;1;1;0;0;0;0;0;0
2020-08-16 06:00:00;3;3;5;0;0;2;0;0;0;0;0;0
2020-08-16 06:15:00;1;0;5;0;3;5;0;0;0;0;0;0
2020-08-16 06:30:00;8;5;5;0;0;3;0;0;0;0;0;0
2020-08-16 06:45:00;2;0;4;0;1;4;0;0;0;0;0;0
2020-08-16 07:00:00;8;6;11;0;0;6;0;0;0;0;0;0
2020-08-16 07:15:00;5;4;12;0;2;8;0;0;0;0;0;0
2020-08-16 07:30:00;9;4;10;0;1;6;0;0;0;0;0;0
2020-08-16 07:45:00;7;5;13;0;1;9;0;0;0;0;0;0
2020-08-16 08:00:00;8;10;12;0;3;5;0;0;0;0;0;0
2020-08-16 08:15:00;7;10;7;0;0;3;0;0;0;0;0;0
2020-08-16 08:30:00;8;5;14;2;3;10;0;0;0;0;0;0
2020-08-16 08:45:00;8;10;24;2;0;14;0;0;0;0;0;0
2020-08-16 09:00:00;6;10;20;5;3;14;0;0;1;0;0;0
2020-08-16 09:15:00;15;14;24;4;0;17;0;0;0;0;0;0
2020-08-16 09:30:00;14;17;34;5;5;23;1;0;0;0;0;0
2020-08-16 09:45:00;14;23;36;8;0;21;0;0;0;0;0;0
2020-08-16 10:00:00;13;15;25;4;4;13;0;0;0;0;0;0
2020-08-16 10:15:00;13;9;24;4;1;17;1;0;0;0;0;0
2020-08-16 10:30:00;13;13;25;9;6;19;0;0;0;0;0;0
2020-08-16 10:45:00;15;14;51;6;0;34;1;1;0;0;0;0
2020-08-16 11:00:00;14;15;41;8;6;22;0;1;0;0;0;0
2020-08-16 11:15:00;12;11;40;9;0;28;0;0;0;0;0;0
2020-08-16 11:30:00;17;14;35;6;5;27;0;0;0;0;0;0
2020-08-16 11:45:00;16;21;45;11;1;25;0;0;4;1;0;0
2020-08-16 12:00:00;9;18;57;11;4;44;0;0;1;0;0;0
2020-08-16 12:15:00;18;23;45;7;1;32;0;0;0;0;0;0
2020-08-16 12:30:00;18;13;35;10;4;23;0;0;2;0;0;0
2020-08-16 12:45:00;20;15;37;13;0;27;0;0;0;0;0;0
2020-08-16 13:00:00;16;20;40;13;4;28;2;0;0;0;0;0
2020-08-16 13:15:00;20;18;35;10;2;28;1;0;3;0;0;0
2020-08-16 13:30:00;11;19;44;13;4;27;0;0;0;0;0;0
2020-08-16 13:45:00;18;19;41;12;0;29;0;0;3;0;0;0
