DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-01-05 00:00:00;13;8;6;4;1;20;6;1;3
2020-01-05 00:15:00;24;18;14;5;3;27;15;3;4
2020-01-05 00:30:00;15;16;13;4;3;28;10;3;4
2020-01-05 00:45:00;9;10;15;9;4;25;20;3;6
2020-01-05 01:00:00;13;15;10;5;4;17;10;0;0
2020-01-05 01:15:00;10;15;7;7;3;16;6;1;1
2020-01-05 01:30:00;9;4;6;1;1;16;8;1;2
2020-01-05 01:45:00;6;14;12;7;2;17;4;1;2
2020-01-05 02:00:00;17;7;4;1;1;19;6;0;1
2020-01-05 02:15:00;11;8;10;4;5;15;7;1;1
2020-01-05 02:30:00;12;16;13;5;4;17;11;2;4
2020-01-05 02:45:00;9;20;15;8;3;10;6;0;1
2020-01-05 03:00:00;11;5;9;4;1;8;8;0;0
2020-01-05 03:15:00;9;9;14;5;1;10;10;0;1
2020-01-05 03:30:00;6;8;6;2;2;4;5;0;0
2020-01-05 03:45:00;9;11;14;4;2;11;12;0;0
2020-01-05 04:00:00;8;9;5;0;0;4;6;0;0
2020-01-05 04:15:00;9;6;6;7;3;8;5;0;0
2020-01-05 04:30:00;5;5;2;1;0;3;0;0;0
2020-01-05 04:45:00;10;5;6;3;2;3;5;0;0
2020-01-05 05:00:00;9;10;11;4;5;7;6;2;3
2020-01-05 05:15:00;16;7;10;2;1;10;10;1;1
2020-01-05 05:30:00;10;17;18;6;3;11;5;0;0
2020-01-05 05:45:00;8;5;2;2;0;11;7;1;3
2020-01-05 06:00:00;5;5;13;3;2;17;13;2;2
2020-01-05 06:15:00;11;4;4;1;0;4;3;0;0
2020-01-05 06:30:00;19;12;14;9;0;17;14;8;9
2020-01-05 06:45:00;7;9;10;5;4;17;10;2;2
2020-01-05 07:00:00;9;4;4;2;0;8;5;0;0
2020-01-05 07:15:00;10;3;4;0;0;9;6;0;1
2020-01-05 07:30:00;15;14;12;2;1;7;9;1;1
2020-01-05 07:45:00;15;18;14;1;1;23;10;0;2
2020-01-05 08:00:00;13;9;11;4;2;21;11;2;3
2020-01-05 08:15:00;17;12;12;4;0;24;14;3;3
2020-01-05 08:30:00;20;11;13;2;0;22;10;1;2
2020-01-05 08:45:00;40;29;31;2;2;38;23;9;14
2020-01-05 09:00:00;33;24;27;1;5;34;14;4;7
2020-01-05 09:15:00;30;30;20;11;8;39;26;4;6
2020-01-05 09:30:00;33;33;44;11;8;48;25;1;2
2020-01-05 09:45:00;33;39;38;11;9;44;34;6;11
2020-01-05 10:00:00;33;32;37;10;10;49;35;7;15
2020-01-05 10:15:00;33;38;34;8;8;59;34;9;12
2020-01-05 10:30:00;33;40;36;9;7;52;26;7;11
2020-01-05 10:45:00;44;44;45;4;7;58;36;5;7
2020-01-05 11:00:00;36;44;35;13;9;62;30;13;16
2020-01-05 11:15:00;53;62;47;16;9;84;44;5;12
2020-01-05 11:30:00;51;55;38;15;11;63;39;8;8
2020-01-05 11:45:00;68;50;37;12;13;70;30;5;13
2020-01-05 12:00:00;43;33;40;8;9;45;45;8;8
2020-01-05 12:15:00;47;49;49;9;12;62;41;13;18
2020-01-05 12:30:00;40;58;38;9;8;60;23;5;10
2020-01-05 12:45:00;44;34;31;8;5;53;30;6;17
2020-01-05 13:00:00;47;64;33;8;10;40;23;6;4
2020-01-05 13:15:00;54;62;49;14;11;62;42;7;9
2020-01-05 13:30:00;65;60;47;13;10;61;37;10;15
2020-01-05 13:45:00;50;75;52;20;10;62;58;8;12
2020-01-05 14:00:00;61;81;51;19;13;65;47;8;8
2020-01-05 14:15:00;79;74;44;17;11;76;57;8;94
2020-01-05 14:30:00;58;77;53;20;13;38;64;9;14
2020-01-05 14:45:00;67;73;53;17;7;68;42;8;18
2020-01-05 15:00:00;58;65;41;17;14;51;36;6;11
2020-01-05 15:15:00;86;81;60;26;16;63;52;5;12
2020-01-05 15:30:00;70;81;38;19;10;65;29;7;10
2020-01-05 15:45:00;44;64;37;20;11;66;37;5;7
2020-01-05 16:00:00;49;57;38;11;11;65;48;11;12
2020-01-05 16:15:00;59;67;41;16;20;71;26;6;13
2020-01-05 16:30:00;56;80;47;15;12;76;46;4;7
2020-01-05 16:45:00;56;76;56;20;13;60;43;5;14
2020-01-05 17:00:00;54;68;45;16;11;72;62;7;7
2020-01-05 17:15:00;57;72;50;17;9;46;30;7;14
2020-01-05 17:30:00;49;77;46;15;12;52;34;5;9
2020-01-05 17:45:00;52;77;49;20;12;47;24;4;6
2020-01-05 18:00:00;52;67;41;17;15;60;39;5;8
2020-01-05 18:15:00;68;77;45;11;12;40;35;8;15
2020-01-05 18:30:00;65;65;49;16;9;50;40;6;12
2020-01-05 18:45:00;56;52;49;20;13;66;35;10;11
2020-01-05 19:00:00;63;59;55;16;11;36;19;3;5
2020-01-05 19:15:00;82;61;56;20;10;37;37;4;10
2020-01-05 19:30:00;39;59;42;24;10;57;38;4;12
2020-01-05 19:45:00;55;56;47;15;10;72;34;5;14
2020-01-05 20:00:00;27;37;37;10;2;56;46;5;8
2020-01-05 20:15:00;41;43;43;15;8;42;37;4;13
2020-01-05 20:30:00;41;49;41;21;8;28;24;5;8
2020-01-05 20:45:00;29;38;29;12;5;38;14;3;3
2020-01-05 21:00:00;43;50;45;18;14;57;26;3;8
2020-01-05 21:15:00;40;23;27;6;1;47;32;5;6
2020-01-05 21:30:00;34;48;41;16;7;56;24;4;8
2020-01-05 21:45:00;25;26;23;7;4;22;14;4;8
2020-01-05 22:00:00;24;28;19;5;7;31;13;1;1
2020-01-05 22:15:00;36;28;17;5;7;34;11;0;2
2020-01-05 22:30:00;23;29;32;8;7;42;22;1;2
2020-01-05 22:45:00;33;29;30;7;5;57;24;6;6
2020-01-05 23:00:00;23;35;25;6;7;23;15;5;4
2020-01-05 23:15:00;29;20;13;6;3;17;14;0;1
2020-01-05 23:30:00;24;28;20;10;6;23;12;0;0
2020-01-05 23:45:00;24;14;11;5;1;15;12;2;5
