DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-11-02 00:00:00;1;3;3;0;0;0;0;0;0;0;0;0
2020-11-02 00:15:00;2;3;2;0;5;1;0;0;0;0;0;0
2020-11-02 00:30:00;1;3;5;0;0;3;0;0;0;0;0;0
2020-11-02 00:45:00;1;2;3;0;0;2;0;0;0;0;0;0
2020-11-02 01:00:00;0;0;1;0;0;1;0;0;0;0;0;0
2020-11-02 01:15:00;0;2;4;0;0;2;0;0;0;0;0;0
2020-11-02 01:30:00;0;1;3;2;0;1;0;0;0;0;0;0
2020-11-02 01:45:00;0;1;2;0;0;1;0;0;0;0;0;0
2020-11-02 02:00:00;0;3;4;0;0;1;0;0;0;0;0;0
2020-11-02 02:15:00;1;1;1;0;0;0;0;0;0;0;0;0
2020-11-02 02:30:00;2;2;2;0;0;1;0;0;0;0;0;0
2020-11-02 02:45:00;2;2;4;0;0;1;0;0;0;0;0;0
2020-11-02 03:00:00;0;0;2;0;0;2;0;0;0;0;0;0
2020-11-02 03:15:00;0;1;2;1;0;1;0;0;0;0;0;0
2020-11-02 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-02 03:45:00;0;1;3;0;0;2;0;0;0;0;0;0
2020-11-02 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-02 04:15:00;1;3;4;1;2;3;0;0;0;0;0;0
2020-11-02 04:30:00;1;0;5;0;0;4;0;0;0;0;0;0
2020-11-02 04:45:00;0;1;3;1;0;3;0;0;0;0;0;0
2020-11-02 05:00:00;4;4;7;1;0;3;0;0;0;0;0;0
2020-11-02 05:15:00;6;7;9;1;1;3;0;0;0;0;0;0
2020-11-02 05:30:00;5;10;11;2;3;8;0;0;0;0;0;0
2020-11-02 05:45:00;11;16;21;2;4;5;0;0;0;0;0;0
2020-11-02 06:00:00;16;19;31;7;8;15;0;0;0;0;0;0
2020-11-02 06:15:00;17;28;36;7;6;18;0;0;0;0;0;0
2020-11-02 06:30:00;25;30;45;15;8;31;0;0;0;0;0;0
2020-11-02 06:45:00;32;35;51;17;5;35;0;0;0;0;0;0
2020-11-02 07:00:00;29;47;60;28;9;27;0;0;1;0;0;0
2020-11-02 07:15:00;40;64;76;27;5;53;0;0;0;0;0;0
2020-11-02 07:30:00;45;51;75;20;11;43;0;0;1;0;0;0
2020-11-02 07:45:00;45;58;75;20;6;47;0;0;2;0;0;0
2020-11-02 08:00:00;55;52;68;21;8;38;0;0;0;0;0;0
2020-11-02 08:15:00;41;52;86;21;8;50;1;0;2;0;0;0
2020-11-02 08:30:00;39;47;70;13;9;46;0;0;2;1;0;0
2020-11-02 08:45:00;39;52;70;17;5;40;0;0;0;0;0;0
