DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-09-29 00:00:00;4;3;2;0;1;3;0
2020-09-29 00:15:00;2;4;3;3;8;6;0
2020-09-29 00:30:00;5;6;1;2;6;3;0
2020-09-29 00:45:00;4;4;3;0;3;0;0
2020-09-29 01:00:00;2;2;1;4;6;2;0
2020-09-29 01:15:00;5;3;2;1;6;3;0
2020-09-29 01:30:00;1;2;2;1;2;1;0
2020-09-29 01:45:00;6;6;3;2;2;2;0
2020-09-29 02:00:00;5;4;3;0;3;2;0
2020-09-29 02:15:00;1;3;3;0;8;6;0
2020-09-29 02:30:00;3;4;3;1;9;5;0
2020-09-29 02:45:00;5;11;10;3;7;4;0
2020-09-29 03:00:00;5;5;4;2;3;2;0
2020-09-29 03:15:00;6;6;4;5;9;4;0
2020-09-29 03:30:00;6;4;2;1;6;4;0
2020-09-29 03:45:00;3;4;3;4;10;7;0
2020-09-29 04:00:00;4;6;5;5;9;4;0
2020-09-29 04:15:00;13;8;4;0;9;9;0
2020-09-29 04:30:00;5;3;3;2;8;6;0
2020-09-29 04:45:00;14;8;5;2;14;6;0
2020-09-29 05:00:00;24;8;7;8;16;11;0
2020-09-29 05:15:00;23;14;10;11;32;13;0
2020-09-29 05:30:00;46;27;19;9;37;18;0
2020-09-29 05:45:00;58;33;21;20;59;28;0
2020-09-29 06:00:00;50;26;20;15;56;24;0
2020-09-29 06:15:00;82;49;41;18;79;37;0
2020-09-29 06:30:00;77;34;35;23;86;39;0
2020-09-29 06:45:00;104;57;56;20;122;55;1
2020-09-29 07:00:00;108;64;61;43;87;38;0
2020-09-29 07:15:00;139;80;77;47;95;55;0
2020-09-29 07:30:00;118;72;64;52;96;52;0
2020-09-29 07:45:00;108;47;40;48;116;72;1
2020-09-29 08:00:00;88;61;57;42;93;58;2
2020-09-29 08:15:00;67;43;40;34;98;51;0
2020-09-29 08:30:00;81;48;39;36;100;54;2
2020-09-29 08:45:00;60;44;39;28;89;55;0
2020-09-29 09:00:00;68;28;25;46;92;50;0
2020-09-29 09:15:00;78;52;44;30;85;45;0
2020-09-29 09:30:00;69;60;46;37;88;46;0
2020-09-29 09:45:00;78;37;37;42;66;42;2
2020-09-29 10:00:00;76;39;37;31;90;53;0
2020-09-29 10:15:00;77;47;39;36;86;43;4
2020-09-29 10:30:00;79;42;39;51;89;63;1
2020-09-29 10:45:00;84;42;36;31;103;61;1
2020-09-29 11:00:00;72;38;27;46;94;54;0
2020-09-29 11:15:00;83;55;44;39;84;53;1
2020-09-29 11:30:00;85;62;56;41;84;51;1
2020-09-29 11:45:00;66;48;40;39;82;40;0
2020-09-29 12:00:00;66;47;41;64;88;61;4
2020-09-29 12:15:00;87;60;50;39;74;51;3
2020-09-29 12:30:00;71;55;51;42;83;48;3
2020-09-29 12:45:00;92;64;53;28;84;42;2
2020-09-29 13:00:00;85;47;38;40;90;51;0
2020-09-29 13:15:00;80;51;44;40;84;52;3
2020-09-29 13:30:00;78;45;43;32;81;40;0
2020-09-29 13:45:00;75;54;53;38;81;41;2
2020-09-29 14:00:00;70;38;37;44;102;48;1
2020-09-29 14:15:00;78;51;44;57;95;46;0
2020-09-29 14:30:00;71;55;46;40;107;69;1
2020-09-29 14:45:00;77;44;42;40;89;44;2
2020-09-29 15:00:00;78;47;42;44;94;54;2
2020-09-29 15:15:00;96;61;55;48;92;58;1
2020-09-29 15:30:00;102;59;53;74;98;51;2
2020-09-29 15:45:00;89;64;51;59;98;53;4
2020-09-29 16:00:00;87;55;51;65;114;60;2
2020-09-29 16:15:00;109;56;54;59;134;65;2
2020-09-29 16:30:00;106;62;63;55;136;72;3
2020-09-29 16:45:00;105;51;48;51;113;54;3
2020-09-29 17:00:00;93;56;48;81;115;62;3
2020-09-29 17:15:00;86;46;40;54;102;53;1
2020-09-29 17:30:00;99;65;58;41;79;36;2
2020-09-29 17:45:00;65;52;44;34;74;46;0
2020-09-29 18:00:00;69;58;44;25;83;51;1
2020-09-29 18:15:00;66;44;31;13;74;60;1
2020-09-29 18:30:00;53;35;23;19;60;41;0
2020-09-29 18:45:00;52;42;31;12;64;30;0
2020-09-29 19:00:00;39;33;24;19;64;22;0
2020-09-29 19:15:00;25;16;14;16;47;16;0
2020-09-29 19:30:00;28;19;14;3;26;10;0
2020-09-29 19:45:00;25;15;13;9;40;16;0
2020-09-29 20:00:00;20;14;11;5;45;14;0
2020-09-29 20:15:00;32;18;13;7;37;19;0
2020-09-29 20:30:00;15;5;1;2;33;14;0
2020-09-29 20:45:00;27;13;10;7;41;12;0
2020-09-29 21:00:00;28;17;11;7;26;9;0
2020-09-29 21:15:00;32;13;4;7;22;12;0
2020-09-29 21:30:00;13;7;5;4;27;15;0
2020-09-29 21:45:00;15;12;4;4;28;9;0
2020-09-29 22:00:00;18;11;8;9;23;5;0
2020-09-29 22:15:00;11;10;4;4;48;21;0
2020-09-29 22:30:00;13;9;6;6;19;12;0
2020-09-29 22:45:00;13;8;5;9;19;9;0
2020-09-29 23:00:00;12;11;4;3;11;4;0
2020-09-29 23:15:00;9;4;2;3;9;5;0
2020-09-29 23:30:00;11;5;4;0;3;5;0
