DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-06-26 00:00:00;0;1;1;2;0;0;6;0;0
2020-06-26 00:15:00;3;8;10;4;1;3;5;0;0
2020-06-26 00:30:00;5;3;9;3;1;1;6;0;0
2020-06-26 00:45:00;1;3;5;1;1;1;8;0;0
2020-06-26 01:00:00;1;5;9;0;0;0;6;0;0
2020-06-26 01:15:00;0;3;9;0;0;0;6;0;0
2020-06-26 01:30:00;1;2;3;1;1;0;6;0;0
2020-06-26 01:45:00;1;3;4;0;0;0;3;0;0
2020-06-26 02:00:00;2;0;2;0;0;0;0;0;0
2020-06-26 02:15:00;0;0;0;0;0;0;2;0;0
2020-06-26 02:30:00;0;1;1;0;0;1;1;0;0
2020-06-26 02:45:00;5;5;4;1;0;0;1;0;0
2020-06-26 03:00:00;3;1;3;1;0;0;1;0;0
2020-06-26 03:15:00;0;2;2;0;0;0;0;0;0
2020-06-26 03:30:00;0;3;5;0;0;0;2;0;0
2020-06-26 03:45:00;0;1;2;1;1;1;4;0;0
2020-06-26 04:00:00;0;0;2;1;0;0;5;0;0
2020-06-26 04:15:00;2;1;3;1;0;1;1;0;0
2020-06-26 04:30:00;4;3;6;0;0;0;4;0;0
2020-06-26 04:45:00;4;6;9;0;0;0;10;0;0
2020-06-26 05:00:00;4;13;15;2;1;0;16;0;0
2020-06-26 05:15:00;12;14;38;2;2;5;56;0;0
2020-06-26 05:30:00;11;19;36;7;2;7;55;0;0
2020-06-26 05:45:00;19;29;44;24;11;14;56;0;1
2020-06-26 06:00:00;29;35;58;13;5;6;37;0;0
2020-06-26 06:15:00;31;36;68;17;6;10;52;0;0
2020-06-26 06:30:00;29;41;68;15;11;24;82;0;6
2020-06-26 06:45:00;29;38;67;19;13;15;80;0;14
2020-06-26 07:00:00;33;34;67;13;11;10;61;2;3
2020-06-26 07:15:00;30;44;75;19;10;7;87;3;4
2020-06-26 07:30:00;49;47;78;26;12;19;122;0;2
2020-06-26 07:45:00;56;55;97;22;12;16;120;2;12
2020-06-26 08:00:00;44;47;78;22;10;9;72;2;5
2020-06-26 08:15:00;35;42;94;19;10;9;75;9;6
2020-06-26 08:30:00;40;39;80;18;9;4;67;5;6
2020-06-26 08:45:00;31;39;68;10;5;4;80;0;1
2020-06-26 09:00:00;30;35;42;27;12;3;71;2;1
2020-06-26 09:15:00;39;43;53;15;6;11;62;1;0
2020-06-26 09:30:00;35;34;48;85;7;5;45;13;3
2020-06-26 09:45:00;56;46;82;20;7;5;66;7;1
2020-06-26 10:00:00;43;39;61;21;8;10;88;5;3
2020-06-26 10:15:00;29;40;56;19;7;3;67;9;7
2020-06-26 10:30:00;34;43;65;11;2;2;62;5;10
2020-06-26 10:45:00;33;47;60;10;6;2;84;3;26
2020-06-26 11:00:00;40;62;82;24;10;5;85;0;5
2020-06-26 11:15:00;38;68;87;20;10;9;75;6;3
2020-06-26 11:30:00;42;63;77;27;13;6;84;18;14
2020-06-26 11:45:00;45;62;82;21;8;4;89;28;2
2020-06-26 12:00:00;38;59;72;26;9;8;79;16;6
2020-06-26 12:15:00;59;52;78;23;7;4;87;6;4
2020-06-26 12:30:00;58;77;101;29;12;3;95;4;9
2020-06-26 12:45:00;45;53;78;36;14;7;95;6;11
2020-06-26 13:00:00;38;77;101;21;7;7;98;4;29
2020-06-26 13:15:00;33;58;83;23;8;11;93;1;7
2020-06-26 13:30:00;51;71;100;24;12;12;103;0;13
2020-06-26 13:45:00;53;80;114;24;8;13;89;5;8
2020-06-26 14:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-26 14:15:00;62;84;115;41;10;13;72;4;2
2020-06-26 14:30:00;70;90;119;41;10;7;117;10;8
2020-06-26 14:45:00;65;80;117;33;10;2;103;11;4
2020-06-26 15:00:00;54;58;103;20;6;6;90;2;16
2020-06-26 15:15:00;43;55;92;26;8;3;80;3;21
2020-06-26 15:30:00;47;71;103;25;7;4;103;6;2
2020-06-26 15:45:00;46;47;78;14;5;4;70;0;11
2020-06-26 16:00:00;48;51;80;19;7;9;87;6;0
2020-06-26 16:15:00;46;48;81;17;9;7;90;2;1
2020-06-26 16:30:00;45;45;76;29;13;9;76;4;11
2020-06-26 16:45:00;44;46;85;11;7;7;71;0;8
2020-06-26 17:00:00;43;48;81;12;8;3;102;0;1
2020-06-26 17:15:00;37;51;73;13;8;4;69;4;2
2020-06-26 17:30:00;35;39;71;19;11;9;75;0;3
2020-06-26 17:45:00;41;47;77;19;9;7;62;2;5
2020-06-26 18:00:00;54;49;81;10;5;5;68;6;11
2020-06-26 18:15:00;42;44;73;12;9;3;61;0;1
2020-06-26 18:30:00;37;27;57;12;6;3;67;5;8
2020-06-26 18:45:00;32;28;48;9;6;6;50;5;4
2020-06-26 19:00:00;34;17;41;8;3;3;55;1;16
