DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DB5);7(DC1);8(DD1);9(DD2);10(DD3);11(DD4);12(DD5);13(TAFGA);14(TAFBA);15(TAFBB);16(TAFGC);17(TAFBC);18(TAFBD)
2020-09-11 00:00:00;4;3;3;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
2020-09-11 00:15:00;1;0;1;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0
2020-09-11 00:30:00;2;0;2;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0
2020-09-11 00:45:00;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 01:00:00;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 01:15:00;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 01:30:00;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-09-11 01:45:00;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 02:00:00;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 02:45:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 03:00:00;2;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 03:15:00;0;1;3;0;0;0;1;2;4;0;0;0;0;0;0;0;0;0
2020-09-11 03:30:00;4;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 03:45:00;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 04:00:00;1;1;2;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-09-11 04:15:00;7;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-09-11 04:30:00;4;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0
2020-09-11 04:45:00;15;5;6;0;0;0;10;4;1;0;0;0;0;0;0;0;0;0
2020-09-11 05:00:00;48;3;2;0;0;0;17;3;0;0;0;0;0;0;0;0;0;0
2020-09-11 05:15:00;61;5;3;0;0;0;25;2;2;0;0;0;0;0;0;0;0;0
2020-09-11 05:30:00;53;10;4;0;0;0;22;3;4;0;0;0;0;0;0;1;3;0
2020-09-11 05:45:00;36;7;10;0;0;0;36;4;1;0;0;0;0;0;0;3;5;3
2020-09-11 06:00:00;40;6;10;0;0;0;35;7;9;0;0;0;0;0;0;0;0;0
2020-09-11 06:15:00;59;8;8;0;0;0;27;7;6;0;0;0;0;0;0;0;0;0
2020-09-11 06:30:00;67;11;14;0;0;0;30;14;4;0;0;0;0;0;0;0;0;0
2020-09-11 06:45:00;54;27;22;0;0;0;28;9;7;0;0;0;1;0;0;0;0;0
2020-09-11 07:00:00;90;24;17;0;0;0;46;13;8;0;0;0;0;0;0;0;0;0
2020-09-11 07:15:00;130;42;22;0;0;0;41;20;14;0;0;0;0;0;1;9;19;1
2020-09-11 07:30:00;126;63;45;0;0;0;57;31;21;0;0;0;3;0;1;9;51;0
2020-09-11 07:45:00;81;59;29;0;0;0;38;31;11;0;0;0;0;0;0;0;0;3
2020-09-11 08:00:00;68;41;25;0;0;0;42;22;8;0;0;0;0;0;0;0;0;0
2020-09-11 08:15:00;77;28;20;0;0;0;44;14;6;0;0;0;0;0;0;0;0;0
2020-09-11 08:30:00;82;36;31;0;0;0;43;13;9;0;0;0;1;0;0;1;0;0
2020-09-11 08:45:00;54;39;27;0;0;0;40;16;11;0;0;0;0;0;0;0;0;0
2020-09-11 09:00:00;56;38;18;0;0;0;39;13;11;0;0;0;0;0;0;1;0;0
2020-09-11 09:15:00;72;33;32;0;0;0;41;31;10;0;0;0;3;0;1;0;1;0
2020-09-11 09:30:00;75;34;35;0;0;0;32;24;11;0;0;0;1;1;0;0;0;0
2020-09-11 09:45:00;73;42;45;0;0;0;51;31;25;0;0;0;0;0;0;0;0;0
2020-09-11 10:00:00;84;45;30;0;0;0;42;21;12;0;0;0;0;0;0;0;0;0
2020-09-11 10:15:00;57;53;23;0;0;0;50;20;11;0;0;0;0;0;3;2;0;0
2020-09-11 10:30:00;84;65;24;0;0;0;49;20;10;0;0;0;0;0;0;1;0;0
2020-09-11 10:45:00;62;41;31;0;0;0;45;31;10;0;0;0;0;0;0;2;0;0
2020-09-11 11:00:00;81;32;21;0;0;0;50;26;12;0;0;0;0;0;0;5;0;0
2020-09-11 11:15:00;60;63;39;0;0;0;55;24;10;0;0;0;0;0;0;1;0;1
2020-09-11 11:30:00;68;46;28;0;0;0;54;31;12;0;0;0;3;0;0;0;0;0
2020-09-11 11:45:00;67;38;28;0;0;0;71;26;14;0;0;0;1;0;0;4;0;0
2020-09-11 12:00:00;72;48;40;0;0;0;77;29;17;0;0;0;1;0;0;0;0;0
2020-09-11 12:15:00;58;54;27;0;0;0;84;38;12;0;0;0;1;0;0;1;0;0
