DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-02-28 00:00:00;11;5;2;1;1;4;10;6
2020-02-28 00:15:00;9;7;3;7;7;13;16;6
2020-02-28 00:30:00;5;11;8;5;7;13;7;6
2020-02-28 00:45:00;6;10;4;4;5;9;15;10
2020-02-28 01:00:00;6;10;5;2;2;3;9;4
2020-02-28 01:15:00;2;7;1;4;4;6;8;7
2020-02-28 01:30:00;7;7;7;6;4;9;9;3
2020-02-28 01:45:00;4;4;2;1;1;3;7;4
2020-02-28 02:00:00;2;5;4;3;2;3;2;1
2020-02-28 02:15:00;9;5;3;3;3;4;6;3
2020-02-28 02:30:00;5;2;3;5;4;6;6;3
2020-02-28 02:45:00;5;6;2;2;3;3;8;5
2020-02-28 03:00:00;9;8;0;1;0;2;4;6
2020-02-28 03:15:00;0;4;2;3;1;3;5;5
2020-02-28 03:30:00;1;6;4;3;4;5;4;3
2020-02-28 03:45:00;9;7;6;3;2;9;6;2
2020-02-28 04:00:00;9;7;1;6;6;8;10;2
2020-02-28 04:15:00;16;7;5;14;7;15;11;4
2020-02-28 04:30:00;16;7;4;8;9;11;9;4
2020-02-28 04:45:00;17;13;19;7;5;10;15;12
2020-02-28 05:00:00;24;18;16;8;9;12;23;9
2020-02-28 05:15:00;30;20;22;11;16;27;37;20
2020-02-28 05:30:00;43;35;34;13;17;33;31;16
2020-02-28 05:45:00;57;48;43;29;33;71;57;30
2020-02-28 06:00:00;40;37;29;23;23;60;44;36
2020-02-28 06:15:00;55;46;54;30;32;92;63;53
2020-02-28 06:30:00;68;71;47;37;60;125;81;63
2020-02-28 06:45:00;79;86;59;73;107;192;76;68
2020-02-28 07:00:00;63;66;58;57;72;153;76;81
2020-02-28 07:15:00;74;79;47;64;98;190;73;84
2020-02-28 07:30:00;58;72;59;147;117;197;74;86
2020-02-28 07:45:00;69;102;47;197;124;190;81;73
2020-02-28 08:00:00;68;74;41;178;132;153;62;77
2020-02-28 08:15:00;69;91;45;82;83;153;70;69
2020-02-28 08:30:00;71;82;37;81;75;128;66;67
2020-02-28 08:45:00;69;92;39;75;72;138;59;59
2020-02-28 09:00:00;60;73;32;126;49;104;81;65
2020-02-28 09:15:00;73;90;45;50;50;108;59;62
2020-02-28 09:30:00;63;65;37;84;53;107;78;71
2020-02-28 09:45:00;50;83;33;90;59;115;62;66
2020-02-28 10:00:00;82;73;29;40;61;108;66;61
2020-02-28 10:15:00;74;90;54;47;60;109;61;77
2020-02-28 10:30:00;69;83;31;32;59;105;67;74
2020-02-28 10:45:00;95;92;46;106;12;117;70;83
2020-02-28 11:00:00;55;134;48;51;43;102;75;94
2020-02-28 11:15:00;98;117;51;33;57;98;66;71
2020-02-28 11:30:00;107;122;71;41;62;110;69;85
2020-02-28 11:45:00;100;117;46;42;56;108;82;97
2020-02-28 12:00:00;111;105;55;43;48;112;74;93
2020-02-28 12:15:00;89;96;56;39;63;101;80;122
2020-02-28 12:30:00;82;110;39;54;64;130;87;107
2020-02-28 12:45:00;103;113;49;42;61;121;79;104
2020-02-28 13:00:00;101;122;46;38;55;108;87;107
2020-02-28 13:15:00;87;105;55;49;62;120;94;109
2020-02-28 13:30:00;95;116;48;40;55;112;95;99
2020-02-28 13:45:00;91;97;37;52;85;118;99;111
2020-02-28 14:00:00;90;103;44;77;76;141;79;102
2020-02-28 14:15:00;99;107;51;98;71;149;96;121
2020-02-28 14:30:00;93;106;48;83;67;143;99;105
2020-02-28 14:45:00;111;127;40;100;77;141;91;131
2020-02-28 15:00:00;85;103;58;88;62;121;103;131
2020-02-28 15:15:00;104;102;64;65;61;114;106;134
2020-02-28 15:30:00;97;112;43;59;52;108;95;109
2020-02-28 15:45:00;104;105;53;57;49;105;119;141
2020-02-28 16:00:00;90;123;42;159;46;98;120;133
2020-02-28 16:15:00;104;106;55;68;58;129;114;148
2020-02-28 16:30:00;95;101;55;114;57;144;98;123
2020-02-28 16:45:00;86;105;45;58;59;134;96;131
2020-02-28 17:00:00;88;92;58;95;63;146;106;121
2020-02-28 17:15:00;88;93;58;37;48;133;108;115
2020-02-28 17:30:00;73;92;66;40;56;143;99;122
2020-02-28 17:45:00;79;98;59;36;56;140;120;127
2020-02-28 18:00:00;72;74;46;29;43;106;110;137
2020-02-28 18:15:00;58;76;42;29;42;105;98;113
2020-02-28 18:30:00;59;78;39;36;35;97;125;107
2020-02-28 18:45:00;47;63;44;43;42;106;89;100
2020-02-28 19:00:00;48;56;43;28;33;89;95;93
2020-02-28 19:15:00;45;54;44;26;20;61;73;62
2020-02-28 19:30:00;30;44;29;26;31;64;73;88
2020-02-28 19:45:00;45;49;24;12;19;53;51;48
2020-02-28 20:00:00;40;40;31;20;21;54;59;54
2020-02-28 20:15:00;36;34;22;22;17;57;44;40
2020-02-28 20:30:00;41;39;16;12;15;47;42;42
2020-02-28 20:45:00;31;23;23;10;10;31;45;37
2020-02-28 21:00:00;38;38;18;28;24;36;47;35
2020-02-28 21:15:00;31;36;20;18;11;36;44;28
2020-02-28 21:30:00;25;24;14;20;12;36;31;29
2020-02-28 21:45:00;31;31;12;17;10;30;35;24
2020-02-28 22:00:00;72;78;91;10;8;27;37;24
2020-02-28 22:15:00;85;72;104;30;25;43;40;31
2020-02-28 22:30:00;48;46;55;13;8;27;30;32
2020-02-28 22:45:00;33;34;25;13;11;26;23;25
2020-02-28 23:00:00;23;36;22;8;7;16;23;23
2020-02-28 23:15:00;24;28;30;9;5;19;35;18
2020-02-28 23:30:00;19;17;11;14;6;13;24;9
2020-02-28 23:45:00;14;12;9;5;5;12;24;17
