DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-03-09 00:00:00;11;4;1;2;3;6;0;1;0;0;0;0;0;0
2020-03-09 00:15:00;6;8;2;1;1;4;2;1;0;0;0;0;0;0
2020-03-09 00:30:00;6;9;2;1;6;5;3;1;0;0;0;0;0;0
2020-03-09 00:45:00;9;4;2;2;1;3;1;1;0;0;0;0;0;0
2020-03-09 01:00:00;6;2;1;1;4;8;1;1;0;0;0;0;0;0
2020-03-09 01:15:00;8;7;3;0;5;4;2;1;0;0;0;0;0;0
2020-03-09 01:30:00;6;2;1;1;3;5;1;0;0;0;0;0;0;0
2020-03-09 01:45:00;4;4;5;1;4;1;3;1;0;0;0;0;0;0
2020-03-09 02:00:00;1;3;0;0;7;6;2;0;0;0;0;0;0;0
2020-03-09 02:15:00;4;5;2;0;2;3;2;0;0;0;0;0;0;0
2020-03-09 02:30:00;2;3;4;0;2;2;1;1;0;0;0;0;0;0
2020-03-09 02:45:00;3;0;4;1;10;6;2;1;0;0;0;0;0;0
2020-03-09 03:00:00;2;3;1;1;3;4;2;1;0;0;0;0;0;0
2020-03-09 03:15:00;5;1;1;0;0;1;3;0;0;0;0;0;0;0
2020-03-09 03:30:00;0;1;3;0;2;5;2;2;0;0;0;0;0;0
2020-03-09 03:45:00;7;2;1;2;3;5;1;4;0;0;0;0;0;0
2020-03-09 04:00:00;10;3;3;0;3;3;3;2;0;0;0;0;0;0
2020-03-09 04:15:00;8;4;7;2;3;6;3;3;0;0;0;0;0;0
2020-03-09 04:30:00;12;3;10;1;14;5;1;7;0;0;0;0;0;0
2020-03-09 04:45:00;16;5;19;2;14;23;1;9;0;0;0;0;0;0
2020-03-09 05:00:00;32;17;60;3;17;19;14;13;0;1;0;0;0;0
2020-03-09 05:15:00;53;25;110;8;24;28;16;17;0;0;0;0;0;0
2020-03-09 05:30:00;64;41;104;17;26;46;23;21;0;0;0;0;3;0
2020-03-09 05:45:00;57;65;63;18;43;66;34;29;0;0;0;0;0;0
2020-03-09 06:00:00;58;58;40;12;42;63;58;42;0;0;0;0;0;0
2020-03-09 06:15:00;70;69;54;15;65;93;45;22;0;0;0;0;3;0
2020-03-09 06:30:00;87;86;80;24;78;114;34;32;0;0;0;0;0;0
2020-03-09 06:45:00;82;90;71;36;71;93;27;22;2;0;0;0;1;0
2020-03-09 07:00:00;97;106;79;36;76;107;35;25;0;0;0;0;0;0
2020-03-09 07:15:00;104;111;68;42;106;114;35;22;0;0;0;0;0;0
2020-03-09 07:30:00;98;120;93;55;117;130;46;27;0;0;0;0;0;0
2020-03-09 07:45:00;106;127;98;53;107;137;58;39;0;0;0;0;0;3
2020-03-09 08:00:00;101;121;122;44;105;126;49;42;0;0;0;0;4;0
2020-03-09 08:15:00;105;113;78;45;71;99;56;31;0;0;0;0;0;2
2020-03-09 08:30:00;100;107;62;37;81;106;40;38;0;0;0;0;0;4
2020-03-09 08:45:00;101;134;55;32;68;104;38;23;0;0;3;0;0;11
2020-03-09 09:00:00;92;102;57;28;49;106;47;35;0;0;0;0;0;0
2020-03-09 09:15:00;88;104;47;19;71;104;52;32;1;0;0;0;0;0
2020-03-09 09:30:00;99;96;43;28;72;107;42;29;0;0;0;0;0;0
2020-03-09 09:45:00;88;101;39;25;64;86;51;22;0;7;10;0;0;0
2020-03-09 10:00:00;82;108;36;31;72;98;37;33;0;0;1;0;0;0
2020-03-09 10:15:00;88;105;51;23;63;116;39;27;0;0;0;0;0;0
2020-03-09 10:30:00;95;103;41;22;90;112;40;36;0;0;0;0;0;0
2020-03-09 10:45:00;84;89;50;26;87;110;48;34;0;0;0;0;0;0
2020-03-09 11:00:00;92;86;44;19;78;116;41;35;4;0;0;0;2;0
2020-03-09 11:15:00;93;104;55;27;89;122;41;28;0;0;0;0;0;0
2020-03-09 11:30:00;91;98;36;14;71;109;45;29;0;0;0;0;0;0
2020-03-09 11:45:00;96;95;45;28;88;123;49;31;3;3;0;0;3;5
2020-03-09 12:00:00;105;91;53;25;104;141;42;17;0;0;0;0;0;0
2020-03-09 12:15:00;102;109;34;22;90;125;45;33;0;0;3;0;0;0
2020-03-09 12:30:00;87;99;55;30;71;98;46;31;0;0;0;0;0;5
2020-03-09 12:45:00;87;97;57;35;86;103;55;33;0;14;0;0;0;1
2020-03-09 13:00:00;107;105;78;39;88;121;50;33;0;3;0;4;6;16
2020-03-09 13:15:00;85;85;87;18;88;116;42;37;0;0;0;0;0;0
2020-03-09 13:30:00;99;115;110;22;79;101;47;33;0;0;0;2;1;4
2020-03-09 13:45:00;104;115;68;38;87;111;43;36;0;0;3;0;0;3
2020-03-09 14:00:00;93;92;52;22;90;116;77;57;0;0;0;0;0;0
2020-03-09 14:15:00;118;110;51;32;84;101;92;83;0;0;0;0;0;0
