DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-07-23 00:00:00;1;5;2;3;2;16;2;0;18;1;0;0;0;0;0;0;0
2020-07-23 00:15:00;3;6;2;0;0;9;0;0;8;0;0;2;0;0;0;0;0
2020-07-23 00:30:00;2;5;4;0;0;9;0;0;12;3;0;0;0;0;0;0;0
2020-07-23 00:45:00;0;6;4;1;0;8;1;0;10;4;1;0;0;0;0;0;0
2020-07-23 01:00:00;0;3;2;1;2;4;1;1;4;2;1;0;0;0;0;0;0
2020-07-23 01:15:00;1;4;0;0;0;5;0;0;6;0;0;0;0;0;0;0;0
2020-07-23 01:30:00;0;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-07-23 01:45:00;0;2;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-07-23 02:00:00;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-07-23 02:15:00;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0
2020-07-23 02:30:00;0;3;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-07-23 02:45:00;0;4;0;0;0;6;0;0;6;2;0;1;0;0;0;0;0
2020-07-23 03:00:00;0;6;5;0;0;5;0;0;4;1;0;0;0;0;0;0;0
2020-07-23 03:15:00;0;2;0;0;0;3;0;0;3;0;1;1;0;0;0;0;0
2020-07-23 03:30:00;0;5;1;0;0;5;0;0;4;1;0;0;0;0;0;0;0
2020-07-23 03:45:00;1;2;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-07-23 04:00:00;1;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-07-23 04:15:00;1;5;0;0;0;5;0;0;5;0;0;3;0;0;0;0;0
2020-07-23 04:30:00;0;4;1;0;0;6;0;0;7;0;0;1;0;0;0;0;0
2020-07-23 04:45:00;2;17;3;0;0;3;0;0;4;0;0;0;0;0;0;0;0
2020-07-23 05:00:00;2;23;2;1;1;5;2;0;5;1;1;4;0;0;0;0;0
2020-07-23 05:15:00;5;19;6;0;1;9;0;1;10;1;1;2;0;0;0;0;0
2020-07-23 05:30:00;8;33;13;2;1;17;3;2;15;2;2;5;0;0;0;0;0
2020-07-23 05:45:00;12;31;15;4;1;36;3;0;35;4;3;6;0;0;0;0;0
2020-07-23 06:00:00;8;16;8;3;1;40;3;0;41;3;0;7;0;0;0;0;0
2020-07-23 06:15:00;6;42;25;1;1;69;2;1;68;1;0;7;0;0;0;0;0
2020-07-23 06:30:00;7;51;27;6;2;79;6;0;81;5;9;10;0;0;0;0;0
2020-07-23 06:45:00;7;59;39;8;4;119;9;4;123;10;2;9;0;0;0;0;0
2020-07-23 07:00:00;7;57;29;8;3;108;7;2;110;14;4;4;0;0;0;0;0
2020-07-23 07:15:00;5;49;38;8;2;129;7;2;122;8;16;3;1;0;0;0;0
2020-07-23 07:30:00;8;59;38;7;8;131;7;6;126;12;284;4;0;0;0;0;0
2020-07-23 07:45:00;13;64;49;11;5;129;17;4;121;15;269;19;0;0;0;0;0
2020-07-23 08:00:00;8;54;39;7;4;107;5;0;113;3;6;16;0;0;0;0;0
2020-07-23 08:15:00;5;53;33;4;2;87;4;2;87;8;8;10;1;0;0;0;0
2020-07-23 08:30:00;5;60;35;258;2;81;8;0;84;3;5;17;3;0;0;0;0
2020-07-23 08:45:00;5;57;45;4;0;76;4;0;75;4;6;9;0;0;0;0;0
2020-07-23 09:00:00;5;69;36;3;1;81;5;1;77;4;1;5;1;0;0;0;0
2020-07-23 09:15:00;11;71;45;6;3;62;9;0;69;2;12;9;0;0;0;0;0
2020-07-23 09:30:00;15;67;40;3;1;70;3;0;71;3;8;6;0;0;0;0;0
2020-07-23 09:45:00;10;57;46;7;4;84;11;2;84;8;262;11;0;0;0;0;0
2020-07-23 10:00:00;10;64;46;5;5;57;13;0;59;4;5;11;0;0;0;0;0
2020-07-23 10:15:00;8;79;40;7;6;47;8;3;54;7;54;10;0;0;0;0;0
2020-07-23 10:30:00;9;81;59;5;1;52;7;2;56;3;291;8;2;0;0;0;0
2020-07-23 10:45:00;5;79;46;2;1;59;2;1;59;3;259;13;4;0;0;0;0
2020-07-23 11:00:00;10;86;54;5;4;54;7;1;53;5;6;6;0;0;0;0;0
2020-07-23 11:15:00;9;76;55;2;1;54;2;0;53;5;8;9;1;0;0;0;0
2020-07-23 11:30:00;9;93;53;2;0;54;1;0;54;1;9;9;0;0;0;0;0
2020-07-23 11:45:00;17;83;47;6;3;36;9;2;38;9;7;10;0;0;0;0;0
2020-07-23 12:00:00;17;100;62;0;1;49;3;0;46;3;5;10;0;0;0;0;0
2020-07-23 12:15:00;15;81;69;1;0;43;4;0;42;1;256;10;1;0;0;0;0
