DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2019-08-21 00:00:00;8;23;9;0;0;0;0;0
2019-08-21 00:15:00;7;13;6;0;0;0;0;0
2019-08-21 00:30:00;5;10;5;0;0;0;0;0
2019-08-21 00:45:00;6;3;12;0;0;0;0;0
2019-08-21 01:00:00;4;5;9;0;0;0;0;0
2019-08-21 01:15:00;5;13;5;0;0;0;0;0
2019-08-21 01:30:00;5;10;3;0;0;0;0;0
2019-08-21 01:45:00;3;7;5;0;0;0;0;0
2019-08-21 02:00:00;6;6;1;0;0;0;0;0
2019-08-21 02:15:00;4;8;6;0;0;0;0;0
2019-08-21 02:30:00;4;5;4;0;0;0;0;0
2019-08-21 02:45:00;5;3;6;0;0;0;0;0
2019-08-21 03:00:00;6;14;6;0;0;0;0;0
2019-08-21 03:15:00;2;4;3;0;0;0;0;0
2019-08-21 03:30:00;4;3;2;0;0;0;0;0
2019-08-21 03:45:00;3;8;3;0;0;0;0;0
2019-08-21 04:00:00;4;15;5;0;0;2;0;0
2019-08-21 04:15:00;9;9;6;0;0;0;0;0
2019-08-21 04:30:00;9;18;3;0;0;0;0;0
2019-08-21 04:45:00;11;22;7;0;0;0;0;0
2019-08-21 05:00:00;21;23;11;0;0;0;0;0
2019-08-21 05:15:00;22;40;28;0;0;0;0;0
2019-08-21 05:30:00;35;72;35;0;0;0;0;0
2019-08-21 05:45:00;45;72;47;0;0;0;0;0
2019-08-21 06:00:00;51;71;47;0;0;0;0;0
2019-08-21 06:15:00;35;108;65;0;0;0;0;0
2019-08-21 06:30:00;49;123;67;0;0;2;1;0
2019-08-21 06:45:00;56;141;51;0;0;4;23;0
2019-08-21 07:00:00;32;109;72;0;6;0;1;3
2019-08-21 07:15:00;43;123;59;0;2;0;18;3
2019-08-21 07:30:00;39;136;57;0;0;1;0;13
2019-08-21 07:45:00;56;135;94;0;1;0;2;0
2019-08-21 08:00:00;56;108;61;0;5;1;5;3
2019-08-21 08:15:00;47;112;64;0;4;0;5;1
2019-08-21 08:30:00;55;109;61;0;6;2;24;2
2019-08-21 08:45:00;52;116;54;0;5;1;9;1
2019-08-21 09:00:00;54;109;55;0;26;2;6;2
2019-08-21 09:15:00;51;119;54;0;13;0;1;4
2019-08-21 09:30:00;47;107;67;0;12;1;4;3
2019-08-21 09:45:00;76;87;80;0;8;0;4;21
2019-08-21 10:00:00;51;122;75;0;11;7;24;4
2019-08-21 10:15:00;56;103;59;0;8;2;7;4
2019-08-21 10:30:00;71;118;63;0;14;0;0;16
2019-08-21 10:45:00;52;132;78;0;13;17;12;0
2019-08-21 11:00:00;68;124;68;0;4;39;34;7
2019-08-21 11:15:00;78;138;59;0;9;0;39;5
2019-08-21 11:30:00;73;136;78;0;8;1;2;1
2019-08-21 11:45:00;77;139;60;0;13;3;7;33
2019-08-21 12:00:00;80;152;73;0;1;14;2;0
2019-08-21 12:15:00;68;140;66;0;7;0;5;0
2019-08-21 12:30:00;61;145;62;0;10;12;8;7
2019-08-21 12:45:00;76;159;68;0;8;7;10;3
2019-08-21 13:00:00;73;151;60;0;17;6;2;18
2019-08-21 13:15:00;70;147;55;0;5;1;27;2
2019-08-21 13:30:00;66;132;90;0;7;2;11;13
2019-08-21 13:45:00;84;127;83;0;28;4;13;11
2019-08-21 14:00:00;88;154;106;0;3;0;15;5
2019-08-21 14:15:00;124;165;75;0;4;8;4;3
2019-08-21 14:30:00;83;144;74;0;11;3;12;35
2019-08-21 14:45:00;73;149;73;0;4;6;8;6
2019-08-21 15:00:00;97;160;69;0;4;2;7;2
2019-08-21 15:15:00;91;184;69;0;6;5;14;6
2019-08-21 15:30:00;98;198;75;0;21;6;7;11
2019-08-21 15:45:00;122;192;65;0;2;10;5;0
2019-08-21 16:00:00;98;205;99;0;16;9;28;4
2019-08-21 16:15:00;90;226;74;0;37;1;18;9
2019-08-21 16:30:00;107;213;63;0;50;19;20;4
2019-08-21 16:45:00;104;207;98;0;14;1;24;21
2019-08-21 17:00:00;110;191;74;0;15;7;13;37
