DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2019-12-17 00:00:00;14;2;1;0;19;2;4;14;7;21;14;7;21;0
2019-12-17 00:15:00;8;0;4;1;11;3;9;20;10;30;20;10;30;0
2019-12-17 00:30:00;6;1;2;0;3;3;1;20;10;30;20;10;30;0
2019-12-17 00:45:00;8;2;3;2;11;3;2;20;10;30;20;10;30;0
2019-12-17 01:00:00;4;1;1;2;5;5;0;22;11;33;22;11;33;0
2019-12-17 01:15:00;2;2;0;0;4;1;3;26;13;39;26;13;39;0
2019-12-17 01:30:00;4;0;4;0;9;5;2;26;13;39;26;13;39;0
2019-12-17 01:45:00;2;4;0;1;9;3;3;26;13;39;26;13;39;0
2019-12-17 02:00:00;5;2;2;0;8;4;4;24;12;36;24;12;36;0
2019-12-17 02:15:00;1;2;0;0;5;5;1;26;13;39;26;13;39;0
2019-12-17 02:30:00;5;1;0;0;4;3;1;26;13;39;26;13;39;0
2019-12-17 02:45:00;1;1;1;0;3;2;0;26;13;39;26;13;39;0
2019-12-17 03:00:00;3;1;0;0;3;1;2;24;12;36;24;12;36;0
2019-12-17 03:15:00;2;2;1;0;10;4;1;26;13;39;26;13;39;0
2019-12-17 03:30:00;3;3;5;1;9;2;3;26;13;39;26;13;39;0
2019-12-17 03:45:00;3;2;1;0;8;4;1;24;12;36;24;12;36;0
2019-12-17 04:00:00;4;5;3;1;10;4;0;26;13;39;26;13;39;0
2019-12-17 04:15:00;3;5;5;3;24;4;6;26;13;39;26;13;39;0
2019-12-17 04:30:00;6;6;4;3;21;9;0;26;13;39;26;13;39;0
2019-12-17 04:45:00;8;7;11;3;17;7;2;26;13;39;26;13;39;0
2019-12-17 05:00:00;11;23;18;13;39;9;7;20;10;31;20;10;31;0
2019-12-17 05:15:00;17;35;34;34;49;19;6;20;10;30;20;10;30;0
2019-12-17 05:30:00;44;57;50;44;77;28;5;20;10;30;20;10;30;0
2019-12-17 05:45:00;50;51;65;63;74;29;28;20;10;30;20;10;30;0
2019-12-17 06:00:00;51;53;47;35;95;43;30;20;10;30;20;10;30;0
2019-12-17 06:15:00;66;67;78;83;89;53;22;21;11;30;21;11;30;0
2019-12-17 06:30:00;79;77;86;88;119;61;33;20;10;30;20;10;30;0
2019-12-17 06:45:00;78;74;98;104;113;52;30;20;10;30;20;10;30;0
2019-12-17 07:00:00;95;95;108;101;98;76;36;20;10;30;20;10;30;0
2019-12-17 07:15:00;105;93;112;109;134;80;54;20;10;30;20;10;30;0
2019-12-17 07:30:00;100;115;104;98;108;71;58;20;10;30;20;10;30;0
2019-12-17 07:45:00;109;132;94;85;107;60;62;20;10;29;20;10;29;0
2019-12-17 08:00:00;109;103;85;83;132;68;55;21;11;31;21;11;31;0
2019-12-17 08:15:00;82;108;72;62;108;70;51;20;10;29;20;10;29;0
2019-12-17 08:30:00;102;100;76;72;131;58;51;20;10;30;20;10;30;0
2019-12-17 08:45:00;100;103;69;62;102;71;58;20;10;30;20;10;30;0
2019-12-17 09:00:00;83;77;72;59;103;51;51;20;10;30;20;10;30;0
2019-12-17 09:15:00;104;76;57;47;101;41;50;20;10;30;20;10;30;0
2019-12-17 09:30:00;103;92;72;67;125;67;57;20;10;30;20;10;30;0
2019-12-17 09:45:00;96;88;60;47;110;60;54;20;10;31;20;10;31;0
2019-12-17 10:00:00;101;63;46;35;108;66;70;18;9;26;18;9;26;0
2019-12-17 10:15:00;124;82;57;45;113;53;88;20;10;30;20;10;30;0
2019-12-17 10:30:00;91;66;57;47;125;74;72;20;10;30;20;10;30;0
2019-12-17 10:45:00;112;69;58;41;132;75;87;20;10;30;20;10;30;0
2019-12-17 11:00:00;108;77;55;36;129;59;80;20;10;30;20;10;30;0
2019-12-17 11:15:00;95;74;49;28;135;82;80;20;10;30;20;10;30;0
2019-12-17 11:30:00;102;58;46;42;127;70;93;18;9;27;18;9;27;0
2019-12-17 11:45:00;118;54;43;46;139;76;102;20;10;31;20;10;31;0
2019-12-17 12:00:00;98;50;38;26;143;55;111;18;9;27;18;9;27;0
2019-12-17 12:15:00;102;55;50;42;150;85;104;21;11;31;21;11;31;0
2019-12-17 12:30:00;105;55;42;37;139;64;136;20;10;29;20;10;29;0
2019-12-17 12:45:00;126;81;43;45;144;78;105;20;10;31;20;10;31;0
2019-12-17 13:00:00;100;71;60;48;152;73;106;20;10;29;20;10;29;0
2019-12-17 13:15:00;136;73;51;51;137;69;107;20;10;30;20;10;30;0
2019-12-17 13:30:00;130;69;55;47;158;69;130;20;10;30;20;10;30;0
2019-12-17 13:45:00;108;86;61;66;141;62;115;20;10;30;20;10;30;0
2019-12-17 14:00:00;112;71;46;45;136;64;115;18;9;27;18;9;27;0
2019-12-17 14:15:00;124;64;42;39;139;70;127;20;10;30;20;10;30;0
2019-12-17 14:30:00;112;79;45;36;136;49;141;20;10;30;20;10;30;0
2019-12-17 14:45:00;117;66;46;33;156;73;151;20;10;30;20;10;30;0
2019-12-17 15:00:00;95;67;38;36;134;80;120;18;9;27;18;9;27;0
2019-12-17 15:15:00;135;72;38;36;150;60;137;20;10;30;20;10;30;0
2019-12-17 15:30:00;107;78;50;42;157;63;147;20;10;30;20;10;30;0
2019-12-17 15:45:00;113;62;44;40;156;69;177;20;10;30;20;10;30;0
2019-12-17 16:00:00;134;77;50;42;151;66;179;20;10;30;20;10;30;0
2019-12-17 16:15:00;107;83;59;51;142;61;144;20;10;30;20;10;30;0
2019-12-17 16:30:00;113;95;54;44;142;72;158;20;10;30;20;10;30;0
2019-12-17 16:45:00;123;64;56;45;159;65;141;20;10;30;20;10;30;0
2019-12-17 17:00:00;70;88;47;38;128;59;171;20;10;30;20;10;30;0
2019-12-17 17:15:00;99;89;50;47;152;64;154;20;10;30;20;10;30;0
2019-12-17 17:30:00;121;73;52;46;141;48;115;20;10;30;20;10;30;0
2019-12-17 17:45:00;119;77;45;41;146;64;162;20;10;30;20;10;30;0
2019-12-17 18:00:00;112;56;42;33;121;57;132;18;9;26;18;9;26;0
2019-12-17 18:15:00;122;76;54;32;144;68;148;20;10;30;20;10;30;0
2019-12-17 18:30:00;111;56;51;29;167;64;115;20;10;30;20;10;30;0
2019-12-17 18:45:00;114;63;33;29;146;54;114;20;10;30;20;10;30;0
2019-12-17 19:00:00;95;44;33;25;124;51;110;20;10;30;20;10;30;0
2019-12-17 19:15:00;75;44;28;25;129;50;102;21;11;30;21;11;30;0
2019-12-17 19:30:00;78;43;28;15;119;58;96;20;10;30;20;10;30;0
2019-12-17 19:45:00;74;25;24;19;113;39;79;20;10;30;20;10;30;0
2019-12-17 20:00:00;70;31;21;16;115;43;100;20;10;30;20;10;30;0
2019-12-17 20:15:00;66;19;21;9;121;33;82;20;10;30;20;10;30;0
2019-12-17 20:30:00;49;23;15;6;96;24;52;20;10;30;20;10;30;0
2019-12-17 20:45:00;38;17;13;9;83;35;64;20;10;30;20;10;30;0
2019-12-17 21:00:00;41;22;15;10;109;41;61;20;10;30;20;10;30;0
2019-12-17 21:15:00;44;26;22;12;87;33;61;20;10;30;20;10;30;0
2019-12-17 21:30:00;52;28;18;12;87;31;54;20;10;30;20;10;30;0
2019-12-17 21:45:00;49;25;16;11;93;36;65;20;10;30;20;10;30;0
2019-12-17 22:00:00;45;13;17;6;86;28;76;20;10;30;20;10;30;0
2019-12-17 22:15:00;44;19;10;9;98;31;63;20;10;30;20;10;30;0
2019-12-17 22:30:00;32;10;12;7;70;19;45;20;10;30;20;10;30;0
2019-12-17 22:45:00;32;9;17;4;56;21;30;20;10;30;20;10;30;0
2019-12-17 23:00:00;30;6;13;7;46;15;37;20;10;30;20;10;30;0
2019-12-17 23:15:00;17;8;8;2;49;23;22;20;10;30;20;10;30;0
2019-12-17 23:30:00;13;4;6;1;30;8;11;20;10;30;20;10;30;0
