DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-05-05 00:00:00;0;1;0;10;3;1;0;3;5;2;2
2020-05-05 00:15:00;0;0;1;7;4;2;4;4;5;2;2
2020-05-05 00:30:00;1;1;0;4;5;4;2;5;5;0;0
2020-05-05 00:45:00;1;0;0;3;5;2;0;4;2;0;0
2020-05-05 01:00:00;0;0;0;4;2;1;1;3;4;1;1
2020-05-05 01:15:00;1;0;0;3;2;1;0;1;0;0;0
2020-05-05 01:30:00;0;0;0;3;3;2;0;1;2;1;1
2020-05-05 01:45:00;0;0;0;1;1;0;2;2;1;0;0
2020-05-05 02:00:00;0;3;0;1;1;1;3;2;2;1;1
2020-05-05 02:15:00;0;1;0;1;0;0;0;2;2;0;0
2020-05-05 02:30:00;0;1;0;5;1;0;1;1;1;0;0
2020-05-05 02:45:00;0;0;0;3;2;2;1;1;0;0;0
2020-05-05 03:00:00;0;0;0;3;1;0;0;2;2;0;0
2020-05-05 03:15:00;0;0;0;5;2;0;4;0;0;0;0
2020-05-05 03:30:00;0;2;0;1;0;1;0;0;0;0;0
2020-05-05 03:45:00;0;0;0;5;0;0;1;2;1;0;0
2020-05-05 04:00:00;0;0;0;5;2;1;0;2;2;1;1
2020-05-05 04:15:00;0;3;0;5;1;1;0;3;3;1;0
2020-05-05 04:30:00;0;2;0;4;6;1;0;3;1;1;1
2020-05-05 04:45:00;0;2;0;3;2;1;0;9;6;2;2
2020-05-05 05:00:00;0;7;0;16;11;2;2;5;2;2;2
2020-05-05 05:15:00;2;9;2;16;10;4;3;22;13;3;3
2020-05-05 05:30:00;5;10;0;22;11;6;6;33;49;21;14
2020-05-05 05:45:00;3;15;3;40;22;9;6;55;53;13;5
2020-05-05 06:00:00;2;19;2;39;18;3;7;37;42;11;11
2020-05-05 06:15:00;1;25;6;35;24;6;15;66;67;10;8
2020-05-05 06:30:00;6;27;3;43;36;14;11;79;94;26;17
2020-05-05 06:45:00;9;28;3;39;27;8;13;79;101;23;18
2020-05-05 07:00:00;4;19;9;55;30;11;18;84;101;15;12
2020-05-05 07:15:00;7;33;12;55;38;10;25;96;128;24;18
2020-05-05 07:30:00;13;38;3;58;41;10;32;110;142;21;21
2020-05-05 07:45:00;14;28;4;91;55;17;37;83;104;18;13
2020-05-05 08:00:00;13;19;3;56;33;7;25;76;64;22;17
2020-05-05 08:15:00;12;16;5;53;36;5;19;81;75;12;9
