DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-10-15 00:00:00;0;0;0;2;1;2;0;0;0;0;0
2020-10-15 00:15:00;0;0;0;5;0;5;0;0;0;0;0
2020-10-15 00:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-10-15 00:45:00;1;2;0;1;0;1;0;1;0;0;0
2020-10-15 01:00:00;0;1;0;1;0;1;0;0;0;0;0
2020-10-15 01:15:00;1;1;0;1;0;1;0;0;0;0;0
2020-10-15 01:30:00;1;1;0;1;0;1;0;0;0;0;0
2020-10-15 01:45:00;2;2;0;1;0;1;0;0;0;0;0
2020-10-15 02:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-10-15 02:15:00;0;0;0;0;0;0;0;0;0;0;0
2020-10-15 02:30:00;0;1;0;0;0;0;0;0;0;0;0
2020-10-15 02:45:00;0;0;0;1;0;1;0;0;0;0;0
2020-10-15 03:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-10-15 03:15:00;1;0;0;2;1;2;0;1;0;0;0
2020-10-15 03:30:00;1;0;0;0;0;0;1;2;0;0;0
2020-10-15 03:45:00;0;0;0;1;0;1;0;1;0;0;0
2020-10-15 04:00:00;1;1;0;0;0;0;0;0;0;0;0
2020-10-15 04:15:00;1;2;0;1;0;0;0;2;0;0;0
2020-10-15 04:30:00;2;2;0;1;0;1;0;3;0;0;0
2020-10-15 04:45:00;1;2;0;1;0;1;0;0;0;0;0
2020-10-15 05:00:00;4;5;0;1;0;0;1;2;0;0;0
2020-10-15 05:15:00;7;4;0;8;6;7;2;4;0;0;0
2020-10-15 05:30:00;1;9;0;10;3;5;2;3;0;0;0
2020-10-15 05:45:00;14;17;0;18;5;12;2;9;0;0;0
2020-10-15 06:00:00;20;20;0;19;8;13;1;6;0;0;0
2020-10-15 06:15:00;29;26;0;20;8;17;3;13;0;0;0
2020-10-15 06:30:00;39;38;0;26;12;23;3;16;0;0;0
2020-10-15 06:45:00;46;51;0;40;11;39;7;24;0;0;2
2020-10-15 07:00:00;45;68;0;41;11;30;6;17;0;0;0
2020-10-15 07:15:00;76;115;0;56;18;40;12;35;5;5;0
2020-10-15 07:30:00;120;164;0;86;22;71;11;50;0;0;0
2020-10-15 07:45:00;118;127;0;110;22;81;13;45;0;0;0
2020-10-15 08:00:00;71;63;0;73;21;58;4;27;0;0;0
2020-10-15 08:15:00;51;58;0;63;14;46;6;16;1;0;0
2020-10-15 08:30:00;47;50;0;61;14;54;7;15;0;5;0
2020-10-15 08:45:00;52;62;0;43;8;31;4;19;0;0;0
2020-10-15 09:00:00;38;40;0;42;5;27;7;14;2;0;7
2020-10-15 09:15:00;38;33;0;39;4;34;6;16;0;0;0
2020-10-15 09:30:00;62;45;0;55;11;41;10;16;2;0;0
2020-10-15 09:45:00;46;51;0;48;10;38;3;10;1;10;0
2020-10-15 10:00:00;42;41;0;45;12;47;3;14;1;0;0
2020-10-15 10:15:00;35;45;0;49;7;42;9;13;0;0;0
2020-10-15 10:30:00;40;36;0;57;11;41;3;15;0;1;0
2020-10-15 10:45:00;44;41;0;59;9;47;6;12;0;4;0
2020-10-15 11:00:00;40;37;0;61;6;39;5;7;0;0;0
2020-10-15 11:15:00;39;37;0;67;9;57;4;22;0;0;0
2020-10-15 11:30:00;41;36;0;72;19;66;6;19;0;1;0
2020-10-15 11:45:00;40;43;0;52;5;37;6;11;0;1;0
2020-10-15 12:00:00;41;39;0;89;19;74;6;19;0;3;0
2020-10-15 12:15:00;37;39;0;63;12;41;3;14;0;62;0
2020-10-15 12:30:00;31;44;0;59;13;45;13;14;4;0;1
2020-10-15 12:45:00;44;66;0;77;6;56;7;20;0;19;0
2020-10-15 13:00:00;41;59;0;104;12;73;10;28;0;11;0
2020-10-15 13:15:00;36;48;0;71;13;52;6;21;2;41;0
2020-10-15 13:30:00;44;36;0;70;18;51;4;16;0;0;0
2020-10-15 13:45:00;55;42;0;70;7;60;4;26;2;0;0
