DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-03-19 00:00:00;7;4;4;1;0;2;16;3;0;0;0
2020-03-19 00:15:00;4;6;2;2;0;4;5;2;1;1;0
2020-03-19 00:30:00;10;2;1;0;0;2;10;2;0;2;0
2020-03-19 00:45:00;6;3;0;0;0;1;16;3;0;1;0
2020-03-19 01:00:00;2;2;1;0;0;0;8;0;0;0;0
2020-03-19 01:15:00;5;2;1;0;0;0;13;4;0;1;0
2020-03-19 01:30:00;3;3;1;0;0;2;5;1;0;2;0
2020-03-19 01:45:00;8;5;1;0;0;2;7;0;0;0;0
2020-03-19 02:00:00;6;4;0;0;0;0;8;0;0;0;0
2020-03-19 02:15:00;3;0;1;0;0;2;7;1;0;0;0
2020-03-19 02:30:00;4;5;2;0;0;1;8;1;0;0;0
2020-03-19 02:45:00;4;2;0;0;0;2;7;1;0;0;0
2020-03-19 03:00:00;3;0;0;0;0;1;11;1;0;0;0
2020-03-19 03:15:00;2;2;1;0;0;0;9;2;0;0;0
2020-03-19 03:30:00;4;4;1;0;0;1;9;3;0;1;0
2020-03-19 03:45:00;1;6;0;0;0;2;8;1;0;0;0
2020-03-19 04:00:00;7;9;3;1;0;5;13;1;0;0;0
2020-03-19 04:15:00;8;6;1;1;0;2;18;3;1;1;0
2020-03-19 04:30:00;8;12;1;2;0;3;21;7;0;1;0
2020-03-19 04:45:00;18;14;6;0;0;1;32;19;0;1;0
2020-03-19 05:00:00;24;10;6;1;0;4;78;65;0;2;0
2020-03-19 05:15:00;37;20;13;6;1;10;103;91;0;3;2
2020-03-19 05:30:00;59;24;11;10;1;13;111;82;0;4;0
2020-03-19 05:45:00;93;35;24;16;4;22;81;77;1;3;0
2020-03-19 06:00:00;116;44;49;15;4;24;84;85;0;12;0
2020-03-19 06:15:00;108;52;52;14;6;24;107;116;3;4;1
2020-03-19 06:30:00;81;41;33;22;6;31;104;99;1;7;0
2020-03-19 06:45:00;82;42;40;23;7;33;96;107;0;5;0
2020-03-19 07:00:00;79;37;42;26;12;42;93;92;0;7;2
2020-03-19 07:15:00;50;31;35;34;9;48;98;113;1;10;2
2020-03-19 07:30:00;60;40;30;29;11;44;101;106;0;11;2
2020-03-19 07:45:00;81;45;34;39;17;55;92;92;3;11;1
2020-03-19 08:00:00;65;24;14;20;5;31;85;82;1;5;0
2020-03-19 08:15:00;67;32;21;17;9;27;92;79;3;8;0
2020-03-19 08:30:00;76;34;23;15;7;27;73;64;1;10;0
2020-03-19 08:45:00;65;42;25;18;3;24;73;69;1;9;2
2020-03-19 09:00:00;67;32;24;14;4;24;68;53;2;8;0
2020-03-19 09:15:00;73;34;29;10;4;16;74;53;0;7;2
2020-03-19 09:30:00;70;35;21;16;3;20;64;60;0;7;0
2020-03-19 09:45:00;90;34;26;14;3;18;88;64;3;10;1
2020-03-19 10:00:00;97;30;25;9;3;13;68;45;0;10;0
2020-03-19 10:15:00;91;31;23;11;1;15;57;53;3;10;0
2020-03-19 10:30:00;76;33;38;14;2;14;69;59;3;12;0
2020-03-19 10:45:00;68;33;20;11;2;12;65;46;2;10;1
2020-03-19 11:00:00;91;31;18;10;0;12;67;53;2;7;2
2020-03-19 11:15:00;88;28;31;13;1;17;72;48;1;9;1
2020-03-19 11:30:00;87;35;33;11;2;16;77;57;2;7;3
2020-03-19 11:45:00;101;32;24;6;0;5;60;62;0;11;4
2020-03-19 12:00:00;103;31;37;7;2;9;70;59;0;12;1
2020-03-19 12:15:00;109;35;36;14;5;19;83;60;1;14;0
2020-03-19 12:30:00;90;34;27;9;2;12;59;54;0;8;1
2020-03-19 12:45:00;95;37;27;17;5;22;102;77;0;10;0
2020-03-19 13:00:00;86;30;28;7;1;9;97;80;0;8;1
2020-03-19 13:15:00;92;37;28;10;3;15;94;113;1;14;0
2020-03-19 13:30:00;90;34;23;10;2;10;102;105;0;6;1
2020-03-19 13:45:00;112;40;31;10;4;13;92;103;1;11;2
2020-03-19 14:00:00;132;35;35;9;5;15;82;47;0;9;2
2020-03-19 14:15:00;198;84;90;15;4;23;73;78;3;19;1
2020-03-19 14:30:00;195;77;67;14;2;15;76;63;1;13;3
2020-03-19 14:45:00;178;50;41;11;3;13;74;58;1;13;1
2020-03-19 15:00:00;151;53;52;13;2;16;72;54;0;14;0
2020-03-19 15:15:00;145;69;55;13;3;20;63;51;0;10;0
2020-03-19 15:30:00;147;55;62;15;2;19;79;74;2;13;2
2020-03-19 15:45:00;114;64;53;13;1;17;76;64;0;9;2
2020-03-19 16:00:00;137;67;65;9;1;13;72;63;0;7;2
2020-03-19 16:15:00;135;60;48;14;1;17;76;64;1;10;0
2020-03-19 16:30:00;155;68;59;10;1;9;73;62;0;14;1
2020-03-19 16:45:00;142;60;43;15;1;16;89;70;1;16;0
2020-03-19 17:00:00;126;72;57;18;6;26;83;48;0;8;3
2020-03-19 17:15:00;134;50;43;17;3;22;87;78;1;14;0
2020-03-19 17:30:00;124;51;49;6;0;10;77;44;0;8;0
2020-03-19 17:45:00;85;49;43;13;1;16;68;48;1;9;0
2020-03-19 18:00:00;87;43;34;7;1;8;58;43;0;9;1
2020-03-19 18:15:00;104;34;37;10;5;17;85;57;2;9;2
2020-03-19 18:30:00;82;45;27;17;5;21;68;53;2;9;0
2020-03-19 18:45:00;66;31;11;11;6;14;65;33;2;5;0
2020-03-19 19:00:00;75;38;27;3;1;6;45;25;0;10;0
2020-03-19 19:15:00;68;25;18;16;2;18;37;29;0;10;1
2020-03-19 19:30:00;50;22;14;9;1;8;32;31;2;1;0
2020-03-19 19:45:00;39;18;11;8;3;11;37;20;0;6;0
2020-03-19 20:00:00;32;15;9;7;1;8;44;16;0;5;0
2020-03-19 20:15:00;33;20;5;4;0;6;48;18;0;7;0
2020-03-19 20:30:00;33;16;7;3;0;3;39;16;0;1;0
2020-03-19 20:45:00;29;13;7;6;2;7;54;43;0;4;0
2020-03-19 21:00:00;35;7;4;7;0;8;83;78;0;7;1
2020-03-19 21:15:00;27;8;6;3;1;6;61;53;0;2;0
2020-03-19 21:30:00;40;14;10;2;0;3;54;32;0;5;0
2020-03-19 21:45:00;93;36;23;1;0;2;28;6;0;3;0
2020-03-19 22:00:00;148;53;34;5;0;6;36;15;1;7;1
2020-03-19 22:15:00;86;37;27;0;0;0;39;16;1;6;0
2020-03-19 22:30:00;28;11;4;4;1;6;19;9;1;1;0
2020-03-19 22:45:00;26;7;4;3;0;7;12;6;0;2;0
2020-03-19 23:00:00;17;6;4;1;0;4;11;6;1;2;0
2020-03-19 23:15:00;7;2;0;1;0;1;14;7;0;2;0
2020-03-19 23:30:00;5;3;2;3;0;4;13;4;0;2;0
2020-03-19 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
