DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-08-15 00:00:00;20;9;3;6;0;6;22;3;0;2;0
2020-08-15 00:15:00;24;7;6;3;0;5;25;3;0;2;0
2020-08-15 00:30:00;18;8;1;1;0;2;21;5;0;2;0
2020-08-15 00:45:00;12;8;1;3;1;1;14;5;0;3;0
2020-08-15 01:00:00;13;6;4;2;1;4;14;4;0;4;0
2020-08-15 01:15:00;14;7;0;3;0;3;14;4;0;3;0
2020-08-15 01:30:00;11;6;1;1;1;2;14;7;0;2;0
2020-08-15 01:45:00;12;9;3;2;0;3;9;4;0;4;0
2020-08-15 02:00:00;14;3;2;2;0;2;10;2;0;2;0
2020-08-15 02:15:00;5;5;2;0;0;1;6;0;0;0;0
2020-08-15 02:30:00;8;4;1;2;0;2;11;3;0;0;0
2020-08-15 02:45:00;8;7;2;2;0;2;15;4;0;0;0
2020-08-15 03:00:00;7;3;2;2;0;1;14;6;0;1;0
2020-08-15 03:15:00;3;5;2;0;0;0;6;1;0;1;0
2020-08-15 03:30:00;7;2;4;2;0;2;7;1;0;0;0
2020-08-15 03:45:00;3;8;1;1;2;2;7;1;0;0;0
2020-08-15 04:00:00;6;4;3;0;0;0;7;1;0;1;0
2020-08-15 04:15:00;6;9;2;1;0;2;5;1;0;2;0
2020-08-15 04:30:00;1;2;3;0;0;0;8;0;0;2;0
2020-08-15 04:45:00;4;5;4;0;0;0;5;0;0;2;0
2020-08-15 05:00:00;7;5;1;0;0;1;11;3;0;0;0
2020-08-15 05:15:00;7;6;0;0;0;0;14;3;0;1;0
2020-08-15 05:30:00;7;6;4;3;0;4;17;5;0;3;0
2020-08-15 05:45:00;19;7;3;2;1;3;14;9;1;2;0
2020-08-15 06:00:00;17;15;9;2;0;2;10;1;0;0;0
2020-08-15 06:15:00;8;9;2;3;0;3;22;5;0;4;0
2020-08-15 06:30:00;10;12;4;0;0;0;26;3;1;1;0
2020-08-15 06:45:00;15;7;1;2;0;3;18;5;0;1;0
2020-08-15 07:00:00;10;13;7;1;0;1;11;4;1;0;0
2020-08-15 07:15:00;18;12;5;4;0;4;14;2;0;3;0
2020-08-15 07:30:00;13;23;5;2;1;3;21;4;0;1;0
2020-08-15 07:45:00;18;9;4;1;0;2;25;5;0;1;0
2020-08-15 08:00:00;22;14;4;4;0;4;18;5;0;2;0
2020-08-15 08:15:00;25;18;11;7;1;7;26;9;0;2;0
2020-08-15 08:30:00;27;19;9;10;0;10;26;6;0;2;0
2020-08-15 08:45:00;44;21;8;9;1;10;31;10;1;2;0
2020-08-15 09:00:00;31;31;15;12;2;12;29;12;0;3;0
2020-08-15 09:15:00;41;26;14;8;2;10;34;9;0;3;0
2020-08-15 09:30:00;57;27;14;7;1;10;48;5;0;6;0
2020-08-15 09:45:00;60;29;12;11;2;9;39;16;0;6;0
2020-08-15 10:00:00;58;34;20;11;6;14;47;11;3;3;0
2020-08-15 10:15:00;62;27;24;17;1;14;55;23;0;5;1
2020-08-15 10:30:00;58;25;15;10;1;11;43;19;0;5;0
2020-08-15 10:45:00;43;26;14;13;6;23;53;11;0;7;0
2020-08-15 11:00:00;57;22;12;4;3;8;49;25;0;6;0
2020-08-15 11:15:00;63;26;19;16;5;22;55;17;2;6;0
2020-08-15 11:30:00;50;41;13;8;1;10;60;18;1;6;0
2020-08-15 11:45:00;60;17;11;13;5;16;55;24;0;10;0
2020-08-15 12:00:00;52;32;10;16;3;16;51;14;1;7;1
2020-08-15 12:15:00;66;22;8;24;8;35;66;25;3;4;0
2020-08-15 12:30:00;64;33;15;38;17;46;59;20;0;1;0
2020-08-15 12:45:00;61;25;18;22;6;22;55;19;0;6;0
2020-08-15 13:00:00;69;36;16;11;2;14;66;25;0;5;0
2020-08-15 13:15:00;74;31;17;17;4;19;60;18;0;4;0
2020-08-15 13:30:00;52;28;13;16;4;18;44;21;0;2;1
2020-08-15 13:45:00;62;27;17;12;5;17;58;24;0;7;2
2020-08-15 14:00:00;74;36;14;14;4;20;63;20;0;10;0
2020-08-15 14:15:00;65;25;13;12;5;15;72;22;1;5;0
2020-08-15 14:30:00;47;26;6;15;2;17;49;20;0;5;0
2020-08-15 14:45:00;58;35;17;23;5;29;75;33;0;5;0
2020-08-15 15:00:00;56;19;8;16;3;18;58;28;0;3;1
2020-08-15 15:15:00;62;20;13;7;1;8;67;24;2;7;0
2020-08-15 15:30:00;58;28;17;14;5;20;57;28;0;2;0
2020-08-15 15:45:00;57;32;15;15;4;20;79;32;1;3;0
2020-08-15 16:00:00;49;24;14;15;5;22;67;20;0;4;1
2020-08-15 16:15:00;44;28;9;15;2;16;56;19;0;7;1
2020-08-15 16:30:00;57;25;13;16;7;24;59;30;0;7;2
2020-08-15 16:45:00;45;28;14;15;3;21;68;16;1;2;1
2020-08-15 17:00:00;70;27;15;11;6;20;68;34;1;7;0
2020-08-15 17:15:00;45;21;15;21;1;24;64;27;1;5;0
2020-08-15 17:30:00;66;26;13;16;3;21;65;29;0;6;1
2020-08-15 17:45:00;33;27;15;16;3;19;77;23;0;3;0
2020-08-15 18:00:00;45;23;15;19;2;20;52;26;0;6;0
2020-08-15 18:15:00;66;20;13;16;5;24;57;25;0;4;0
2020-08-15 18:30:00;52;18;9;21;3;27;57;29;1;3;0
2020-08-15 18:45:00;59;15;11;25;3;25;58;22;0;5;0
2020-08-15 19:00:00;49;19;6;17;2;22;58;22;0;5;1
2020-08-15 19:15:00;35;16;4;15;6;19;53;26;1;4;0
2020-08-15 19:30:00;56;27;15;17;4;22;45;22;0;7;0
2020-08-15 19:45:00;29;18;8;14;4;23;45;18;0;7;0
2020-08-15 20:00:00;43;18;11;14;4;16;44;18;0;9;0
2020-08-15 20:15:00;51;13;5;11;5;18;51;17;0;7;0
2020-08-15 20:30:00;48;13;5;13;3;15;48;21;0;5;0
2020-08-15 20:45:00;46;20;9;16;6;22;45;21;2;4;0
2020-08-15 21:00:00;32;17;9;12;6;17;50;24;0;4;0
2020-08-15 21:15:00;30;19;10;14;5;16;38;13;1;6;0
2020-08-15 21:30:00;32;19;3;11;3;13;35;17;0;8;0
2020-08-15 21:45:00;39;15;4;10;2;10;39;13;0;6;0
2020-08-15 22:00:00;42;14;6;9;0;10;48;17;0;1;0
2020-08-15 22:15:00;30;19;5;6;1;8;38;14;0;7;0
2020-08-15 22:30:00;29;15;6;13;2;15;36;9;0;4;0
2020-08-15 22:45:00;39;12;6;8;4;10;36;11;0;7;0
2020-08-15 23:00:00;35;19;10;6;1;6;27;10;1;5;0
2020-08-15 23:15:00;23;10;7;6;3;11;33;10;1;3;0
2020-08-15 23:30:00;19;14;8;2;0;3;29;3;0;1;0
2020-08-15 23:45:00;20;12;7;5;2;5;29;9;0;3;0
