DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2019-09-07 00:00:00;3;7;4;5;5;6;3;0;0;0;0;0;0;0;0;0;0;0
2019-09-07 00:15:00;2;7;4;4;4;4;9;1;0;0;0;0;0;0;0;0;0;0
2019-09-07 00:30:00;3;7;4;6;6;6;8;1;0;0;0;0;0;0;0;0;0;0
2019-09-07 00:45:00;3;3;4;3;4;2;4;0;0;0;1;0;0;0;0;0;0;0
2019-09-07 01:00:00;0;4;1;0;1;3;7;0;2;2;0;0;0;0;0;0;0;0
2019-09-07 01:15:00;4;10;5;3;2;3;7;1;0;0;0;0;0;0;0;0;0;0
2019-09-07 01:30:00;4;7;3;0;0;3;5;3;0;0;0;0;0;0;0;0;0;0
2019-09-07 01:45:00;3;6;3;2;2;0;7;1;0;0;0;0;0;0;0;0;0;0
2019-09-07 02:00:00;0;6;8;3;3;1;1;0;1;2;0;0;0;0;0;0;0;0
2019-09-07 02:15:00;4;4;0;3;3;0;4;0;0;0;0;0;0;0;0;0;0;0
2019-09-07 02:30:00;2;3;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0
2019-09-07 02:45:00;3;3;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-07 03:00:00;1;1;0;2;2;0;2;0;2;2;0;0;0;0;0;0;0;0
2019-09-07 03:15:00;0;1;3;3;3;5;4;0;0;0;0;0;0;0;0;0;0;0
2019-09-07 03:30:00;0;1;2;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2019-09-07 03:45:00;2;2;2;2;2;3;4;1;0;0;0;0;0;0;0;0;0;0
2019-09-07 04:00:00;2;5;4;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2019-09-07 04:15:00;1;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-07 04:30:00;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
2019-09-07 04:45:00;0;4;2;3;3;2;4;0;0;0;0;0;0;0;0;0;0;0
2019-09-07 05:00:00;2;8;0;5;4;1;6;0;0;0;0;0;0;0;0;0;0;0
2019-09-07 05:15:00;4;13;2;1;1;5;10;0;0;0;0;0;0;0;0;0;0;0
2019-09-07 05:30:00;14;10;3;8;8;9;17;3;0;0;6;4;0;0;6;0;0;0
2019-09-07 05:45:00;22;13;11;12;15;21;34;1;2;1;5;6;0;0;23;0;0;0
2019-09-07 06:00:00;11;11;14;8;6;28;49;4;0;0;0;1;0;0;23;4;0;0
2019-09-07 06:15:00;11;4;7;3;0;10;17;1;1;1;2;0;0;0;5;8;0;0
2019-09-07 06:30:00;6;8;1;5;3;3;4;0;0;0;0;4;0;0;2;0;0;0
2019-09-07 06:45:00;5;6;4;6;3;6;12;5;1;2;0;0;0;0;0;0;0;0
2019-09-07 07:00:00;5;3;1;9;2;4;10;0;1;1;0;2;0;0;0;0;0;0
2019-09-07 07:15:00;2;3;0;5;1;4;3;0;1;2;0;0;0;0;0;0;0;0
2019-09-07 07:30:00;9;4;4;3;2;12;13;3;0;0;1;0;0;0;2;0;0;0
2019-09-07 07:45:00;15;11;8;12;2;8;7;5;1;1;6;3;0;0;4;0;0;0
2019-09-07 08:00:00;15;5;2;9;5;10;12;10;2;3;1;1;0;0;3;0;0;0
2019-09-07 08:15:00;15;9;6;12;2;10;11;2;1;1;2;0;0;0;1;0;0;0
2019-09-07 08:30:00;19;10;8;10;3;12;14;2;1;1;3;2;0;0;6;0;0;0
2019-09-07 08:45:00;20;9;4;9;4;15;25;0;2;7;3;7;0;0;2;0;0;0
2019-09-07 09:00:00;33;15;10;10;6;13;19;3;1;1;7;4;0;0;1;0;0;0
2019-09-07 09:15:00;26;9;6;14;5;14;20;3;2;2;3;9;0;0;6;1;0;0
2019-09-07 09:30:00;22;26;6;25;11;15;11;1;3;2;2;0;0;0;17;0;0;0
2019-09-07 09:45:00;20;15;10;12;8;16;30;3;1;1;3;9;0;0;8;0;0;0
2019-09-07 10:00:00;27;15;10;22;3;18;32;8;1;1;1;11;0;0;1;0;0;0
2019-09-07 10:15:00;32;39;15;22;7;21;37;6;2;2;8;29;0;0;20;0;0;0
2019-09-07 10:30:00;29;25;11;17;11;28;37;6;1;4;10;29;0;0;9;0;0;0
2019-09-07 10:45:00;31;27;14;14;6;25;31;4;2;2;5;9;6;0;39;1;0;0
2019-09-07 11:00:00;33;29;15;20;6;25;28;15;2;2;3;12;26;0;21;0;0;0
2019-09-07 11:15:00;31;23;16;16;9;20;28;19;2;2;3;7;0;0;9;2;0;0
2019-09-07 11:30:00;26;24;21;29;9;23;38;9;0;0;1;22;2;0;13;1;0;0
2019-09-07 11:45:00;30;31;16;30;7;34;37;16;3;3;1;10;0;0;21;1;0;0
2019-09-07 12:00:00;33;21;16;17;10;27;30;11;2;2;6;11;0;0;11;0;0;0
2019-09-07 12:15:00;38;25;11;23;6;15;26;20;2;2;7;14;7;0;5;0;0;0
2019-09-07 12:30:00;31;26;16;21;14;16;34;11;2;4;6;22;1;0;5;0;0;0
2019-09-07 12:45:00;34;24;20;18;9;19;26;7;1;1;5;21;0;0;18;0;1;2
2019-09-07 13:00:00;33;25;20;21;10;19;36;28;3;2;7;18;2;0;16;0;0;0
2019-09-07 13:15:00;29;24;19;16;8;19;45;7;2;2;7;17;1;0;7;0;1;0
2019-09-07 13:30:00;37;25;32;24;10;27;31;9;2;3;7;47;0;0;4;0;0;0
2019-09-07 13:45:00;36;27;22;19;3;21;25;10;2;2;6;24;0;0;13;0;0;0
2019-09-07 14:00:00;45;31;23;23;9;26;31;15;1;1;4;24;0;0;2;0;0;0
2019-09-07 14:15:00;24;28;15;21;3;23;42;16;2;2;1;42;6;0;19;0;4;0
2019-09-07 14:30:00;43;20;16;32;5;31;42;21;0;2;4;18;7;0;14;0;0;0
2019-09-07 14:45:00;23;22;11;19;10;26;37;9;3;2;4;29;0;0;24;4;0;0
2019-09-07 15:00:00;28;20;26;16;4;20;24;5;1;2;4;38;12;0;10;0;0;0
2019-09-07 15:15:00;30;25;15;18;9;25;44;17;3;2;5;35;0;1;20;0;1;0
2019-09-07 15:30:00;31;35;26;18;7;24;37;8;0;0;4;41;0;0;31;0;0;0
2019-09-07 15:45:00;27;24;14;19;11;31;50;6;2;2;1;88;0;0;17;0;0;0
2019-09-07 16:00:00;27;27;22;24;7;28;32;6;4;1;3;10;0;0;23;0;0;0
2019-09-07 16:15:00;26;26;16;13;10;25;41;5;2;2;7;105;20;0;12;0;0;0
2019-09-07 16:30:00;23;16;14;10;11;27;29;3;0;4;4;9;0;0;6;0;0;0
2019-09-07 16:45:00;27;24;16;22;7;28;37;4;3;2;6;34;7;0;20;2;0;0
2019-09-07 17:00:00;31;21;14;21;5;23;31;13;1;1;3;13;0;0;28;21;0;9
2019-09-07 17:15:00;18;29;16;19;14;27;28;5;2;2;3;18;0;0;15;0;0;0
2019-09-07 17:30:00;22;46;13;17;4;21;27;4;1;0;7;10;0;0;4;0;0;0
2019-09-07 17:45:00;13;39;15;26;9;25;27;9;3;2;0;11;0;0;10;0;0;0
2019-09-07 18:00:00;16;35;12;18;3;16;23;5;2;1;2;12;0;0;34;0;0;0
2019-09-07 18:15:00;14;30;11;19;5;21;32;7;3;3;1;11;0;0;2;0;0;0
2019-09-07 18:30:00;9;24;15;18;2;18;36;4;1;4;0;4;0;0;3;0;0;0
2019-09-07 18:45:00;28;34;12;13;7;17;25;9;2;3;0;38;3;0;0;0;0;0
2019-09-07 19:00:00;31;26;14;21;4;24;26;5;2;3;0;28;0;0;1;0;0;0
2019-09-07 19:15:00;44;30;10;18;4;19;21;4;2;2;4;68;3;0;5;0;0;0
2019-09-07 19:30:00;20;31;14;13;3;24;25;11;1;1;3;1;0;0;1;0;0;0
2019-09-07 19:45:00;17;14;14;13;5;12;26;5;6;4;8;0;0;0;0;0;0;0
2019-09-07 20:00:00;30;24;12;23;4;11;32;13;1;3;7;2;0;0;0;0;0;0
2019-09-07 20:15:00;19;15;8;14;3;8;11;8;5;4;3;0;0;0;0;0;0;0
2019-09-07 20:30:00;15;17;14;13;4;13;20;10;3;1;2;0;0;0;0;0;0;0
2019-09-07 20:45:00;13;13;19;9;1;10;10;14;0;0;4;2;0;0;0;0;0;0
2019-09-07 21:00:00;12;30;13;14;8;17;16;5;0;0;6;0;0;0;0;0;0;0
2019-09-07 21:15:00;13;18;7;9;1;12;12;4;0;0;3;0;0;0;7;0;0;0
2019-09-07 21:30:00;19;15;12;10;6;8;10;18;0;0;1;0;0;0;0;0;0;0
2019-09-07 21:45:00;18;16;8;10;4;4;13;8;3;1;6;0;0;0;3;0;1;0
2019-09-07 22:00:00;18;14;9;11;3;4;14;7;0;0;4;0;0;0;0;0;0;0
2019-09-07 22:15:00;16;16;10;3;1;4;6;12;0;0;2;0;0;0;0;0;0;0
2019-09-07 22:30:00;9;20;15;9;2;1;10;11;0;0;3;0;0;0;0;0;0;0
2019-09-07 22:45:00;15;10;8;7;7;4;7;3;1;1;5;1;0;0;0;0;0;0
2019-09-07 23:00:00;11;7;6;11;5;2;12;9;0;0;3;0;0;0;0;0;0;0
2019-09-07 23:15:00;8;6;5;6;4;2;4;13;0;0;2;0;0;0;5;0;0;0
2019-09-07 23:30:00;11;19;6;1;2;6;7;8;0;0;2;1;1;0;0;0;0;0
2019-09-07 23:45:00;16;18;10;4;1;5;10;10;2;1;1;1;0;0;2;0;0;0
