DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-07-10 00:00:00;0;2;6;0;1;3;4;1;1;3;1
2020-07-10 00:15:00;1;2;9;2;3;8;9;4;0;5;0
2020-07-10 00:30:00;0;3;4;0;0;1;3;0;0;2;2
2020-07-10 00:45:00;0;7;3;0;1;4;1;2;1;3;2
2020-07-10 01:00:00;0;1;1;1;2;0;2;2;2;3;0
2020-07-10 01:15:00;0;2;2;0;0;0;1;0;1;4;5
2020-07-10 01:30:00;0;3;3;2;2;0;3;0;0;0;1
2020-07-10 01:45:00;0;0;1;0;0;1;1;1;0;0;2
2020-07-10 02:00:00;0;0;2;0;0;1;2;0;0;1;2
2020-07-10 02:15:00;1;1;0;0;1;0;1;0;0;2;1
2020-07-10 02:30:00;0;2;0;0;0;0;4;0;0;0;1
2020-07-10 02:45:00;0;0;1;1;1;0;0;0;1;4;1
2020-07-10 03:00:00;0;1;1;1;1;0;3;0;1;7;1
2020-07-10 03:15:00;0;0;0;0;0;0;2;1;0;5;0
2020-07-10 03:30:00;0;1;2;2;2;0;0;0;2;3;0
2020-07-10 03:45:00;0;0;1;0;0;1;0;0;0;1;1
2020-07-10 04:00:00;0;1;0;0;0;0;0;0;1;1;2
2020-07-10 04:15:00;0;0;0;0;0;0;1;0;1;2;1
2020-07-10 04:30:00;0;3;1;0;0;1;1;0;0;1;1
2020-07-10 04:45:00;0;4;3;0;0;0;1;0;0;2;1
2020-07-10 05:00:00;4;13;7;1;2;1;1;0;0;5;5
2020-07-10 05:15:00;4;18;13;3;7;1;7;4;3;0;6
2020-07-10 05:30:00;2;36;17;1;3;4;12;0;3;11;12
2020-07-10 05:45:00;4;38;14;5;7;6;8;0;4;19;13
2020-07-10 06:00:00;3;17;10;0;3;4;10;2;10;10;11
2020-07-10 06:15:00;2;25;12;4;5;4;11;5;12;21;21
2020-07-10 06:30:00;5;28;32;7;11;9;17;3;12;23;16
2020-07-10 06:45:00;3;25;19;2;6;6;17;2;16;20;21
2020-07-10 07:00:00;2;32;33;14;15;5;18;9;11;19;23
2020-07-10 07:15:00;5;29;30;23;26;8;28;6;27;34;26
2020-07-10 07:30:00;5;40;48;32;35;18;41;23;43;57;28
2020-07-10 07:45:00;5;29;53;20;22;23;42;21;38;61;27
2020-07-10 08:00:00;6;27;55;11;14;14;34;18;22;22;21
2020-07-10 08:15:00;9;25;48;7;11;16;23;16;24;24;15
2020-07-10 08:30:00;5;21;68;10;13;13;22;9;22;44;18
2020-07-10 08:45:00;5;25;52;11;19;13;25;14;35;33;24
2020-07-10 09:00:00;9;20;51;14;20;9;29;14;26;29;25
2020-07-10 09:15:00;4;21;68;9;11;10;24;7;32;23;20
2020-07-10 09:30:00;4;18;54;11;13;14;34;19;22;31;22
2020-07-10 09:45:00;4;20;55;9;11;22;30;19;28;30;22
2020-07-10 10:00:00;6;27;57;11;15;13;21;15;20;19;18
2020-07-10 10:15:00;8;27;47;14;18;11;34;22;36;33;21
2020-07-10 10:30:00;6;22;47;9;15;17;34;13;28;27;18
2020-07-10 10:45:00;5;34;47;9;12;17;31;23;24;33;29
2020-07-10 11:00:00;7;27;47;13;19;16;21;9;26;33;15
2020-07-10 11:15:00;3;31;48;16;19;30;47;30;33;29;32
2020-07-10 11:30:00;7;38;71;9;17;26;40;28;22;17;28
2020-07-10 11:45:00;10;29;60;10;19;13;33;21;29;29;32
2020-07-10 12:00:00;5;30;64;7;9;26;41;24;26;24;25
2020-07-10 12:15:00;5;28;53;9;14;24;43;25;21;21;25
2020-07-10 12:30:00;4;31;89;10;13;18;46;19;25;22;28
2020-07-10 12:45:00;7;32;67;11;17;17;34;23;19;21;23
2020-07-10 13:00:00;4;36;53;9;10;28;51;27;21;19;25
2020-07-10 13:15:00;6;44;63;11;15;21;37;23;15;21;34
2020-07-10 13:30:00;7;48;67;7;15;17;37;16;19;21;26
2020-07-10 13:45:00;10;49;59;9;12;12;29;20;24;34;24
2020-07-10 14:00:00;4;62;56;7;9;13;34;18;15;25;24
2020-07-10 14:15:00;7;46;41;9;16;13;27;21;22;30;30
2020-07-10 14:30:00;9;42;42;11;15;12;38;14;28;26;30
2020-07-10 14:45:00;5;37;45;10;12;9;32;11;16;37;31
2020-07-10 15:00:00;8;34;34;5;9;14;31;20;25;25;22
2020-07-10 15:15:00;9;44;38;9;12;11;36;16;29;33;24
2020-07-10 15:30:00;3;36;36;15;16;14;24;15;29;44;24
2020-07-10 15:45:00;11;43;38;10;15;21;33;18;31;37;30
2020-07-10 16:00:00;5;40;48;16;17;10;26;15;18;24;28
2020-07-10 16:15:00;5;33;41;5;8;14;32;24;18;26;32
2020-07-10 16:30:00;3;48;42;9;9;8;35;17;21;28;28
2020-07-10 16:45:00;5;42;40;11;15;11;27;18;28;34;24
2020-07-10 17:00:00;4;25;33;3;5;15;30;14;23;26;29
2020-07-10 17:15:00;7;35;41;11;12;12;33;15;21;25;28
2020-07-10 17:30:00;6;47;45;11;17;12;34;10;23;23;27
2020-07-10 17:45:00;5;39;39;7;12;7;30;21;25;29;15
2020-07-10 18:00:00;3;40;37;9;11;17;34;20;23;14;21
2020-07-10 18:15:00;3;35;39;12;13;14;28;16;21;23;22
2020-07-10 18:30:00;7;41;32;9;11;9;30;12;21;24;20
2020-07-10 18:45:00;4;22;23;13;17;11;31;12;18;26;19
2020-07-10 19:00:00;6;23;23;2;6;9;33;9;17;18;18
2020-07-10 19:15:00;6;29;21;6;10;14;26;11;16;23;19
2020-07-10 19:30:00;8;27;27;6;14;10;24;14;16;22;15
2020-07-10 19:45:00;3;24;24;8;9;14;20;8;23;19;11
2020-07-10 20:00:00;4;15;21;5;8;13;26;15;20;17;21
2020-07-10 20:15:00;2;24;19;6;8;18;22;11;20;19;10
2020-07-10 20:30:00;3;19;19;9;10;10;21;13;11;16;11
2020-07-10 20:45:00;4;25;26;4;8;11;23;19;12;14;16
2020-07-10 21:00:00;3;19;30;5;8;9;20;10;10;13;14
2020-07-10 21:15:00;1;27;18;3;4;10;15;14;14;14;24
2020-07-10 21:30:00;5;17;19;2;6;11;18;13;15;11;9
2020-07-10 21:45:00;2;11;16;6;9;6;13;15;17;15;12
