DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2019-09-26 00:00:00;1;6;6;14;8;0;0;0;0;0;0;0;0
2019-09-26 00:15:00;6;14;6;22;13;0;0;0;0;0;0;0;0
2019-09-26 00:30:00;1;4;5;22;8;0;0;0;0;0;0;0;0
2019-09-26 00:45:00;3;6;9;22;12;0;0;0;0;0;0;0;0
2019-09-26 01:00:00;3;2;5;11;7;1;0;0;0;0;0;0;0
2019-09-26 01:15:00;1;2;8;16;2;0;0;0;0;0;0;0;0
2019-09-26 01:30:00;6;7;1;7;5;0;0;0;0;0;0;0;0
2019-09-26 01:45:00;2;4;5;10;9;0;0;0;0;0;0;0;0
2019-09-26 02:00:00;3;3;2;11;7;0;0;0;0;0;0;0;0
2019-09-26 02:15:00;2;2;1;6;2;1;0;0;0;0;0;0;0
2019-09-26 02:30:00;3;8;3;10;9;0;0;0;0;0;0;0;0
2019-09-26 02:45:00;2;5;5;11;9;0;0;0;0;0;0;0;0
2019-09-26 03:00:00;1;3;6;6;4;1;0;0;0;0;0;0;0
2019-09-26 03:15:00;1;1;1;6;3;0;0;0;0;0;0;0;0
2019-09-26 03:30:00;1;2;2;9;5;0;0;0;0;0;0;0;0
2019-09-26 03:45:00;2;5;6;12;4;0;0;0;0;0;0;0;0
2019-09-26 04:00:00;1;6;2;9;4;0;0;0;0;0;0;0;0
2019-09-26 04:15:00;6;15;3;13;4;0;0;0;0;0;0;0;0
2019-09-26 04:30:00;5;10;8;29;13;1;0;1;0;0;0;0;0
2019-09-26 04:45:00;2;13;12;43;31;0;0;0;0;0;0;0;0
2019-09-26 05:00:00;7;11;1;73;58;0;0;0;0;0;0;0;0
2019-09-26 05:15:00;7;15;7;102;93;0;0;0;0;0;0;0;0
2019-09-26 05:30:00;19;48;17;96;92;2;0;1;0;0;0;2;0
2019-09-26 05:45:00;30;68;13;97;115;4;0;1;0;0;0;0;0
2019-09-26 06:00:00;47;88;23;79;90;3;0;0;0;0;0;0;0
2019-09-26 06:15:00;30;72;27;117;122;6;0;1;3;0;2;1;0
2019-09-26 06:30:00;22;54;33;135;139;7;0;0;1;0;0;5;0
2019-09-26 06:45:00;28;60;43;139;149;12;0;0;1;1;0;0;0
2019-09-26 07:00:00;27;57;33;118;119;12;0;1;10;0;4;0;0
2019-09-26 07:15:00;54;93;65;131;145;8;0;1;9;0;0;3;0
2019-09-26 07:30:00;51;90;67;125;141;23;0;0;20;0;0;4;0
2019-09-26 07:45:00;59;93;68;113;117;36;0;5;8;0;0;0;0
2019-09-26 08:00:00;56;86;53;144;142;27;0;0;5;0;0;2;0
2019-09-26 08:15:00;52;73;49;166;145;34;0;0;6;0;0;0;0
2019-09-26 08:30:00;59;95;52;159;164;16;0;0;3;0;0;0;6
2019-09-26 08:45:00;55;93;52;115;120;21;0;3;1;0;0;0;0
2019-09-26 09:00:00;43;63;43;115;120;26;0;0;17;0;0;0;0
2019-09-26 09:15:00;52;80;41;106;110;30;0;4;20;1;0;0;0
2019-09-26 09:30:00;42;70;42;120;134;25;0;2;13;0;5;1;0
2019-09-26 09:45:00;47;65;44;119;92;11;0;0;2;0;0;0;0
2019-09-26 10:00:00;46;67;41;114;105;27;0;1;0;0;0;0;0
2019-09-26 10:15:00;48;81;49;110;91;32;0;2;4;0;0;0;0
2019-09-26 10:30:00;40;64;52;139;116;40;0;0;3;1;1;0;0
2019-09-26 10:45:00;50;77;42;117;115;37;0;0;5;0;0;1;0
2019-09-26 11:00:00;58;82;48;126;103;22;0;2;4;0;0;5;2
2019-09-26 11:15:00;60;83;52;114;101;23;0;1;16;0;0;0;0
2019-09-26 11:30:00;48;68;46;131;121;28;0;1;4;0;0;0;2
2019-09-26 11:45:00;55;83;48;112;89;28;0;1;16;0;0;27;0
2019-09-26 12:00:00;50;93;55;114;112;18;0;1;15;1;5;0;0
2019-09-26 12:15:00;56;88;51;107;97;29;0;0;4;1;0;0;0
2019-09-26 12:30:00;46;82;43;104;90;41;0;0;14;0;0;0;0
2019-09-26 12:45:00;56;80;38;119;112;19;0;4;8;0;3;0;0
2019-09-26 13:00:00;44;78;48;135;126;19;0;2;7;0;3;2;0
2019-09-26 13:15:00;59;94;39;126;112;26;0;0;1;0;0;0;0
2019-09-26 13:30:00;57;84;49;138;148;26;0;1;8;0;0;0;0
2019-09-26 13:45:00;54;92;38;134;137;21;0;0;3;0;0;0;0
2019-09-26 14:00:00;66;107;59;137;107;37;0;2;23;0;14;0;0
