DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-07-16 00:00:00;4;1;1;6;2;0;0;0
2020-07-16 00:15:00;3;2;1;5;3;0;0;0
2020-07-16 00:30:00;2;1;2;8;2;0;0;0
2020-07-16 00:45:00;1;1;1;3;2;0;0;0
2020-07-16 01:00:00;1;0;1;3;2;0;0;0
2020-07-16 01:15:00;1;1;0;0;1;0;0;0
2020-07-16 01:30:00;3;2;0;3;1;0;0;0
2020-07-16 01:45:00;1;0;0;1;0;0;0;0
2020-07-16 02:00:00;2;1;0;0;2;0;0;0
2020-07-16 02:15:00;3;0;0;0;2;0;0;0
2020-07-16 02:30:00;1;1;1;1;0;0;0;0
2020-07-16 02:45:00;0;1;1;1;0;0;0;0
2020-07-16 03:00:00;1;0;0;0;1;0;0;0
2020-07-16 03:15:00;1;0;1;0;0;0;0;0
2020-07-16 03:30:00;3;0;0;1;0;0;0;0
2020-07-16 03:45:00;1;0;0;0;0;0;0;0
2020-07-16 04:00:00;1;0;1;0;0;0;0;0
2020-07-16 04:15:00;11;0;1;1;0;0;0;0
2020-07-16 04:30:00;6;1;0;4;1;0;0;0
2020-07-16 04:45:00;7;0;2;1;0;0;0;0
2020-07-16 05:00:00;20;4;1;10;1;0;0;0
2020-07-16 05:15:00;30;10;2;6;4;0;0;0
2020-07-16 05:30:00;48;6;6;28;0;0;0;0
2020-07-16 05:45:00;46;9;8;26;4;1;0;0
2020-07-16 06:00:00;60;4;10;26;2;0;0;0
2020-07-16 06:15:00;68;9;6;35;4;0;0;0
2020-07-16 06:30:00;107;6;8;60;4;8;0;1
2020-07-16 06:45:00;122;15;12;67;15;2;0;0
2020-07-16 07:00:00;170;11;12;76;17;24;0;0
2020-07-16 07:15:00;164;21;18;70;14;21;0;0
2020-07-16 07:30:00;176;19;23;93;35;2;0;0
2020-07-16 07:45:00;150;18;38;112;28;20;0;0
2020-07-16 08:00:00;129;21;25;82;29;10;0;0
2020-07-16 08:15:00;120;14;20;101;19;7;0;0
2020-07-16 08:30:00;118;13;24;88;17;3;0;0
2020-07-16 08:45:00;85;12;25;83;20;5;0;0
2020-07-16 09:00:00;78;15;23;57;16;3;0;0
2020-07-16 09:15:00;99;14;25;68;14;4;0;0
2020-07-16 09:30:00;101;13;25;100;19;2;0;0
2020-07-16 09:45:00;92;7;38;82;19;1;0;0
2020-07-16 10:00:00;87;15;38;75;17;4;0;0
2020-07-16 10:15:00;93;14;35;75;21;1;0;0
2020-07-16 10:30:00;88;6;21;77;23;3;0;0
2020-07-16 10:45:00;84;20;37;87;22;0;0;0
2020-07-16 11:00:00;86;10;23;101;17;0;0;0
2020-07-16 11:15:00;99;17;34;99;21;2;0;0
2020-07-16 11:30:00;75;8;30;95;15;1;0;0
2020-07-16 11:45:00;84;9;42;123;14;1;0;0
2020-07-16 12:00:00;81;8;53;100;26;2;0;0
2020-07-16 12:15:00;93;14;31;78;16;7;0;0
2020-07-16 12:30:00;91;10;29;92;14;2;0;0
2020-07-16 12:45:00;98;11;54;117;16;6;0;0
2020-07-16 13:00:00;90;15;30;136;15;2;0;0
2020-07-16 13:15:00;97;13;26;113;17;7;0;0
2020-07-16 13:30:00;85;11;37;104;17;7;0;0
2020-07-16 13:45:00;103;12;35;119;32;1;0;0
2020-07-16 14:00:00;97;13;28;99;22;8;0;0
2020-07-16 14:15:00;92;12;45;98;16;1;0;0
2020-07-16 14:30:00;113;18;67;109;23;3;0;0
2020-07-16 14:45:00;94;10;48;115;28;0;0;0
