DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-01-26 00:00:00;1;1;0;19;24;39;7;19;15;2;1
2020-01-26 00:15:00;4;2;0;30;34;100;13;23;13;4;5
2020-01-26 00:30:00;4;0;0;19;13;98;10;13;10;2;2
2020-01-26 00:45:00;1;5;0;22;25;29;8;15;12;3;2
2020-01-26 01:00:00;3;2;1;19;18;54;6;19;11;3;2
2020-01-26 01:15:00;2;3;0;23;20;67;5;7;13;7;5
2020-01-26 01:30:00;1;1;0;13;14;17;8;10;12;3;3
2020-01-26 01:45:00;1;2;0;11;11;8;4;4;6;2;2
2020-01-26 02:00:00;2;0;0;16;16;25;9;5;5;2;1
2020-01-26 02:15:00;0;1;0;17;14;35;2;7;4;2;2
2020-01-26 02:30:00;0;1;1;4;8;3;7;11;11;5;6
2020-01-26 02:45:00;0;0;0;13;11;5;1;6;10;3;3
2020-01-26 03:00:00;0;0;1;11;13;4;1;8;8;2;1
2020-01-26 03:15:00;0;2;0;7;9;3;1;8;5;1;1
2020-01-26 03:30:00;0;1;0;9;7;0;0;11;12;3;2
2020-01-26 03:45:00;0;0;1;5;8;2;0;11;8;3;1
2020-01-26 04:00:00;0;1;0;4;7;5;4;3;5;2;1
2020-01-26 04:15:00;0;0;0;15;13;29;0;4;2;0;0
2020-01-26 04:30:00;0;1;1;13;13;24;3;6;7;0;0
2020-01-26 04:45:00;0;3;1;7;5;69;4;10;10;4;3
2020-01-26 05:00:00;0;1;0;6;15;25;0;7;8;3;1
2020-01-26 05:15:00;1;3;0;9;7;12;1;3;5;1;1
2020-01-26 05:30:00;1;3;2;11;4;1;1;11;16;4;4
2020-01-26 05:45:00;3;2;1;10;10;23;3;16;14;10;8
2020-01-26 06:00:00;2;1;0;4;8;46;4;6;6;1;1
2020-01-26 06:15:00;1;3;0;12;13;20;4;12;14;5;2
2020-01-26 06:30:00;0;2;0;7;7;17;3;11;14;3;1
2020-01-26 06:45:00;1;3;1;11;8;28;2;10;10;5;4
2020-01-26 07:00:00;0;2;0;15;11;19;3;6;12;3;1
2020-01-26 07:15:00;0;2;0;17;11;3;1;4;10;3;3
2020-01-26 07:30:00;1;2;1;17;12;6;4;8;12;6;3
2020-01-26 07:45:00;0;5;2;23;11;4;4;16;26;4;2
2020-01-26 08:00:00;1;1;0;13;9;2;3;9;12;1;1
2020-01-26 08:15:00;0;2;0;18;18;9;4;17;9;4;2
2020-01-26 08:30:00;0;2;0;25;9;3;5;8;14;3;2
2020-01-26 08:45:00;1;6;1;27;15;7;6;31;25;10;6
2020-01-26 09:00:00;3;3;1;41;20;6;14;20;17;2;1
2020-01-26 09:15:00;5;17;1;31;10;17;6;20;21;3;3
2020-01-26 09:30:00;2;12;0;41;21;17;9;24;11;1;2
2020-01-26 09:45:00;4;8;3;24;23;8;21;45;28;2;3
2020-01-26 10:00:00;6;8;0;40;13;18;13;29;24;9;9
2020-01-26 10:15:00;3;17;1;34;24;17;11;37;27;2;2
2020-01-26 10:30:00;2;11;0;44;20;18;9;27;29;2;2
2020-01-26 10:45:00;4;16;4;51;27;7;19;40;30;4;5
2020-01-26 11:00:00;7;23;1;52;31;26;8;39;27;4;4
2020-01-26 11:15:00;5;13;2;42;25;21;20;36;21;7;3
2020-01-26 11:30:00;7;15;1;53;31;33;8;39;46;8;7
2020-01-26 11:45:00;4;20;3;47;18;26;19;43;37;1;1
2020-01-26 12:00:00;10;16;0;45;30;15;44;47;32;6;5
2020-01-26 12:15:00;9;23;2;42;32;14;27;50;36;9;7
2020-01-26 12:30:00;7;20;0;63;43;14;17;35;32;6;2
2020-01-26 12:45:00;6;26;1;45;27;9;22;56;37;8;6
2020-01-26 13:00:00;9;16;0;74;41;16;23;41;26;2;1
2020-01-26 13:15:00;8;22;2;81;62;33;27;51;41;6;1
2020-01-26 13:30:00;9;20;1;66;46;25;26;55;34;2;2
2020-01-26 13:45:00;3;19;4;66;45;24;29;53;38;7;7
2020-01-26 14:00:00;3;12;1;66;41;41;25;57;34;10;10
2020-01-26 14:15:00;5;14;5;65;37;19;35;56;39;4;2
2020-01-26 14:30:00;14;21;1;70;39;14;35;45;41;9;7
2020-01-26 14:45:00;8;15;3;48;44;13;14;52;44;4;1
2020-01-26 15:00:00;6;19;1;48;61;15;25;48;45;6;3
2020-01-26 15:15:00;7;12;3;50;33;10;32;52;43;8;8
2020-01-26 15:30:00;6;12;3;64;49;19;28;39;51;5;6
2020-01-26 15:45:00;4;17;2;72;40;8;28;46;33;4;2
2020-01-26 16:00:00;3;12;0;68;46;15;30;43;26;5;5
2020-01-26 16:15:00;10;19;1;65;42;10;27;47;45;6;4
2020-01-26 16:30:00;5;19;0;66;47;13;27;56;46;5;4
2020-01-26 16:45:00;7;19;3;78;44;15;34;49;44;6;4
2020-01-26 17:00:00;3;19;1;66;42;27;31;59;60;2;2
2020-01-26 17:15:00;7;15;1;70;48;19;33;54;52;9;7
2020-01-26 17:30:00;1;21;1;62;46;9;33;42;40;7;5
2020-01-26 17:45:00;1;12;4;54;38;8;37;47;36;2;1
2020-01-26 18:00:00;5;14;1;62;41;9;33;55;44;5;5
2020-01-26 18:15:00;5;18;1;49;40;23;32;37;36;6;4
2020-01-26 18:30:00;8;13;0;51;38;12;31;40;36;4;3
2020-01-26 18:45:00;8;12;2;47;36;50;34;38;36;8;6
2020-01-26 19:00:00;6;11;1;44;27;68;33;40;41;6;5
2020-01-26 19:15:00;5;20;3;61;34;81;37;41;30;6;4
2020-01-26 19:30:00;3;11;0;46;34;49;22;40;35;6;7
2020-01-26 19:45:00;3;12;2;49;27;42;27;38;34;3;4
2020-01-26 20:00:00;5;8;0;46;38;18;20;17;20;6;5
2020-01-26 20:15:00;4;12;1;48;36;25;23;29;29;4;4
2020-01-26 20:30:00;5;8;2;32;34;21;31;24;24;4;3
2020-01-26 20:45:00;6;6;0;37;34;28;22;22;31;12;14
2020-01-26 21:00:00;6;10;2;35;32;71;18;26;27;6;5
2020-01-26 21:15:00;3;13;1;33;17;57;16;24;28;7;3
