DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-10-26 00:00:00;6;4;2;3;4;9;9;5
2020-10-26 00:15:00;3;4;5;1;1;10;7;4
2020-10-26 00:30:00;1;1;1;4;3;10;5;2
2020-10-26 00:45:00;3;6;2;1;0;3;7;7
2020-10-26 01:00:00;8;5;0;8;2;9;4;3
2020-10-26 01:15:00;4;3;0;2;2;4;4;2
2020-10-26 01:30:00;3;4;5;3;3;3;4;4
2020-10-26 01:45:00;4;5;2;2;1;3;2;2
2020-10-26 02:00:00;4;5;5;6;6;8;0;1
2020-10-26 02:15:00;7;7;3;2;1;3;2;6
2020-10-26 02:30:00;2;3;0;3;2;4;7;4
2020-10-26 02:45:00;6;2;1;3;2;4;3;2
2020-10-26 03:00:00;4;3;3;1;2;2;8;2
2020-10-26 03:15:00;5;5;3;3;3;6;3;1
2020-10-26 03:30:00;7;2;1;1;1;2;2;0
2020-10-26 03:45:00;12;9;5;3;3;3;6;1
2020-10-26 04:00:00;8;1;3;2;4;7;9;1
2020-10-26 04:15:00;13;4;4;6;10;14;5;5
2020-10-26 04:30:00;10;6;4;10;5;17;6;1
2020-10-26 04:45:00;22;14;14;7;7;12;23;11
2020-10-26 05:00:00;24;7;16;9;8;17;24;15
2020-10-26 05:15:00;48;41;23;15;15;28;32;20
2020-10-26 05:30:00;37;35;47;15;24;55;35;19
2020-10-26 05:45:00;51;39;42;44;32;89;51;27
2020-10-26 06:00:00;37;29;54;37;35;90;63;43
2020-10-26 06:15:00;49;35;51;204;44;125;77;64
2020-10-26 06:30:00;73;80;59;90;80;189;97;72
2020-10-26 06:45:00;76;95;57;99;129;205;92;106
2020-10-26 07:00:00;68;70;55;65;74;168;103;115
2020-10-26 07:15:00;71;75;42;75;122;211;120;162
2020-10-26 07:30:00;76;81;62;116;107;208;110;108
2020-10-26 07:45:00;90;102;49;84;115;193;95;100
2020-10-26 08:00:00;84;94;33;95;92;191;84;89
2020-10-26 08:15:00;88;104;40;63;82;148;75;89
2020-10-26 08:30:00;77;78;36;59;65;128;73;72
2020-10-26 08:45:00;87;97;30;68;90;162;68;71
2020-10-26 09:00:00;79;83;39;42;64;109;84;93
2020-10-26 09:15:00;77;84;34;71;91;126;81;75
2020-10-26 09:30:00;74;95;30;50;64;135;70;73
2020-10-26 09:45:00;80;97;28;116;65;130;77;80
2020-10-26 10:00:00;93;91;27;62;62;111;70;87
2020-10-26 10:15:00;97;96;26;129;50;110;90;78
2020-10-26 10:30:00;91;84;26;53;84;125;84;102
2020-10-26 10:45:00;95;100;33;58;70;123;80;102
2020-10-26 11:00:00;93;102;22;61;64;123;84;88
2020-10-26 11:15:00;92;92;29;43;52;116;75;79
2020-10-26 11:30:00;86;90;33;67;72;123;91;99
2020-10-26 11:45:00;70;82;40;49;62;118;70;88
2020-10-26 12:00:00;90;91;40;128;61;108;84;96
2020-10-26 12:15:00;75;96;32;46;63;118;76;95
2020-10-26 12:30:00;82;99;27;98;75;115;79;89
2020-10-26 12:45:00;74;86;33;43;62;119;76;103
2020-10-26 13:00:00;98;107;37;49;57;122;84;98
2020-10-26 13:15:00;83;93;50;68;57;117;76;101
2020-10-26 13:30:00;88;114;38;43;51;111;85;90
2020-10-26 13:45:00;90;88;35;85;64;129;81;78
2020-10-26 14:00:00;90;105;44;54;64;124;79;99
2020-10-26 14:15:00;75;98;40;69;69;135;89;93
2020-10-26 14:30:00;79;108;42;62;62;125;95;110
2020-10-26 14:45:00;80;94;34;62;80;147;72;98
2020-10-26 15:00:00;104;112;43;73;67;130;78;116
2020-10-26 15:15:00;93;118;59;54;72;145;102;114
2020-10-26 15:30:00;101;96;33;74;63;149;83;108
2020-10-26 15:45:00;106;112;51;49;58;135;88;122
2020-10-26 16:00:00;118;127;46;113;75;165;99;120
2020-10-26 16:15:00;116;125;79;158;70;145;90;111
2020-10-26 16:30:00;122;137;70;127;70;161;85;124
2020-10-26 16:45:00;133;136;70;80;62;149;108;131
2020-10-26 17:00:00;106;127;70;50;67;141;105;126
2020-10-26 17:15:00;102;106;76;54;57;132;92;128
2020-10-26 17:30:00;102;109;62;48;56;115;87;123
2020-10-26 17:45:00;86;92;41;44;52;103;100;107
2020-10-26 18:00:00;75;81;38;47;38;98;85;102
2020-10-26 18:15:00;63;67;40;29;39;82;83;87
2020-10-26 18:30:00;49;50;36;72;27;63;69;70
2020-10-26 18:45:00;43;58;20;20;22;62;68;55
2020-10-26 19:00:00;44;51;27;24;20;41;61;52
2020-10-26 19:15:00;26;39;25;27;25;49;47;42
2020-10-26 19:30:00;35;29;24;19;17;36;39;34
2020-10-26 19:45:00;23;27;17;14;12;40;50;51
2020-10-26 20:00:00;28;27;14;15;15;43;39;28
2020-10-26 20:15:00;28;34;25;14;11;40;40;36
2020-10-26 20:30:00;28;28;12;13;13;28;36;22
2020-10-26 20:45:00;31;25;13;12;11;26;34;18
2020-10-26 21:00:00;29;17;14;11;17;32;27;25
2020-10-26 21:15:00;23;22;17;3;4;18;15;18
2020-10-26 21:30:00;19;28;16;9;11;19;13;18
2020-10-26 21:45:00;20;28;8;9;7;16;20;16
2020-10-26 22:00:00;32;17;8;13;8;29;18;15
2020-10-26 22:15:00;30;20;9;10;17;27;19;13
2020-10-26 22:30:00;16;10;7;6;7;13;15;8
2020-10-26 22:45:00;15;12;9;5;7;13;13;11
2020-10-26 23:00:00;8;10;6;3;4;6;10;4
2020-10-26 23:15:00;9;5;3;3;1;7;8;8
2020-10-26 23:30:00;3;6;2;3;3;7;11;5
2020-10-26 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
