DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-07-25 00:00:00;19;16;2;1;2;11;16;4;9;4;0;0
2020-07-25 00:15:00;24;20;1;1;4;15;20;14;20;7;0;0
2020-07-25 00:30:00;12;4;1;2;2;14;8;8;8;6;0;0
2020-07-25 00:45:00;8;6;1;6;7;8;11;11;16;6;0;0
2020-07-25 01:00:00;7;5;2;1;2;12;16;12;12;3;0;0
2020-07-25 01:15:00;14;8;1;1;1;13;9;4;12;3;0;0
2020-07-25 01:30:00;8;5;1;1;2;7;10;8;7;3;0;0
2020-07-25 01:45:00;6;9;2;0;0;7;10;8;3;4;0;0
2020-07-25 02:00:00;5;8;3;1;4;6;10;7;6;1;0;0
2020-07-25 02:15:00;8;8;4;0;1;6;7;4;3;7;0;0
2020-07-25 02:30:00;6;5;0;1;2;2;1;2;1;3;0;0
2020-07-25 02:45:00;7;4;1;2;2;7;6;3;5;5;0;0
2020-07-25 03:00:00;5;6;0;1;1;2;4;4;2;1;0;0
2020-07-25 03:15:00;5;3;0;0;0;1;5;3;2;3;0;0
2020-07-25 03:30:00;7;1;0;2;1;1;4;3;0;1;0;0
2020-07-25 03:45:00;4;2;0;1;1;2;6;3;0;0;0;0
2020-07-25 04:00:00;6;6;0;1;2;2;4;3;0;2;0;0
2020-07-25 04:15:00;6;3;0;2;2;5;4;2;1;1;0;0
2020-07-25 04:30:00;4;2;0;2;0;3;6;3;4;0;0;0
2020-07-25 04:45:00;8;6;0;1;1;5;4;5;5;3;0;0
2020-07-25 05:00:00;17;12;0;4;5;7;6;2;6;1;0;0
2020-07-25 05:15:00;20;8;0;1;4;14;9;4;8;2;0;0
2020-07-25 05:30:00;17;11;0;2;2;10;19;13;5;2;0;0
2020-07-25 05:45:00;20;12;1;3;6;13;19;10;13;3;1;2
2020-07-25 06:00:00;27;19;1;5;7;16;27;19;17;4;1;0
