DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-07-07 00:00:00;4;2;0;0;3;0;0;0
2020-07-07 00:15:00;2;4;0;0;2;7;0;0
2020-07-07 00:30:00;2;2;0;0;2;4;0;0
2020-07-07 00:45:00;3;0;0;0;1;4;0;0
2020-07-07 01:00:00;1;6;0;0;5;9;0;0
2020-07-07 01:15:00;2;1;0;0;3;5;0;0
2020-07-07 01:30:00;1;4;0;0;1;1;0;0
2020-07-07 01:45:00;2;1;0;0;0;2;0;0
2020-07-07 02:00:00;3;2;0;0;3;5;0;0
2020-07-07 02:15:00;1;1;0;0;0;2;0;0
2020-07-07 02:30:00;1;2;0;0;1;6;0;0
2020-07-07 02:45:00;3;1;0;0;1;2;0;0
2020-07-07 03:00:00;1;3;0;0;2;1;0;0
2020-07-07 03:15:00;2;4;0;0;0;4;0;0
2020-07-07 03:30:00;8;2;0;0;1;1;0;0
2020-07-07 03:45:00;1;3;0;0;1;5;0;0
2020-07-07 04:00:00;2;1;0;0;0;2;0;0
2020-07-07 04:15:00;2;2;0;0;3;1;0;0
2020-07-07 04:30:00;4;4;0;0;4;14;0;0
2020-07-07 04:45:00;5;10;0;0;5;23;7;0
2020-07-07 05:00:00;12;14;0;0;15;40;16;0
2020-07-07 05:15:00;22;45;1;0;59;102;19;0
2020-07-07 05:30:00;36;51;2;0;70;108;10;11
2020-07-07 05:45:00;76;109;4;0;58;80;3;12
2020-07-07 06:00:00;98;143;8;0;38;52;5;11
2020-07-07 06:15:00;45;103;2;0;53;43;9;7
2020-07-07 06:30:00;51;116;0;0;58;59;14;1
2020-07-07 06:45:00;47;96;2;0;65;66;16;3
2020-07-07 07:00:00;40;65;4;0;50;51;13;0
2020-07-07 07:15:00;57;115;5;0;50;61;19;1
2020-07-07 07:30:00;61;78;3;0;52;67;14;2
2020-07-07 07:45:00;59;88;6;0;67;90;15;0
2020-07-07 08:00:00;39;81;3;0;38;48;15;0
2020-07-07 08:15:00;50;73;10;0;49;57;12;4
2020-07-07 08:30:00;39;57;6;0;31;41;8;3
2020-07-07 08:45:00;41;54;4;0;26;47;9;0
2020-07-07 09:00:00;25;40;9;0;27;45;3;1
2020-07-07 09:15:00;25;42;14;0;15;31;10;2
2020-07-07 09:30:00;18;43;5;0;17;42;2;2
2020-07-07 09:45:00;35;45;9;0;27;44;3;4
2020-07-07 10:00:00;36;41;7;0;24;37;4;7
2020-07-07 10:15:00;28;35;7;0;28;25;2;0
2020-07-07 10:30:00;33;39;11;0;24;31;0;2
2020-07-07 10:45:00;30;33;10;0;28;38;0;5
2020-07-07 11:00:00;39;35;6;0;29;34;21;3
2020-07-07 11:15:00;31;50;5;0;36;40;1;5
2020-07-07 11:30:00;35;41;10;0;32;45;11;1
2020-07-07 11:45:00;30;41;10;0;35;36;1;19
2020-07-07 12:00:00;31;38;6;0;27;50;1;7
2020-07-07 12:15:00;32;34;7;0;24;34;8;7
2020-07-07 12:30:00;27;41;9;0;34;50;3;15
2020-07-07 12:45:00;31;47;9;0;35;54;0;14
2020-07-07 13:00:00;29;43;5;0;31;59;4;12
2020-07-07 13:15:00;29;44;9;0;58;117;7;12
2020-07-07 13:30:00;41;64;9;0;60;125;30;16
2020-07-07 13:45:00;61;69;9;0;52;115;23;10
2020-07-07 14:00:00;99;105;9;0;52;75;4;15
2020-07-07 14:15:00;103;155;9;0;34;58;13;25
2020-07-07 14:30:00;80;81;6;0;56;57;0;31
2020-07-07 14:45:00;52;67;9;0;51;55;0;17
2020-07-07 15:00:00;40;61;7;0;50;47;0;10
2020-07-07 15:15:00;52;76;6;0;74;61;1;16
2020-07-07 15:30:00;51;52;7;0;50;51;0;23
2020-07-07 15:45:00;40;49;9;0;39;41;0;15
2020-07-07 16:00:00;57;58;5;0;51;53;3;11
2020-07-07 16:15:00;52;40;8;0;50;42;0;8
2020-07-07 16:30:00;48;44;2;0;52;49;4;11
