DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-10-16 00:00:00;9;12;0;0;0;11;5;0;0
2019-10-16 00:15:00;20;8;0;0;0;15;7;0;0
2019-10-16 00:30:00;5;4;0;0;0;10;4;0;0
2019-10-16 00:45:00;9;7;0;0;0;16;8;0;0
2019-10-16 01:00:00;5;3;0;0;0;4;0;0;0
2019-10-16 01:15:00;13;6;0;0;0;11;3;0;0
2019-10-16 01:30:00;4;2;0;0;0;10;7;0;0
2019-10-16 01:45:00;14;9;1;0;0;8;1;0;0
2019-10-16 02:00:00;7;5;0;0;0;5;4;0;0
2019-10-16 02:15:00;5;2;0;0;0;9;3;0;0
2019-10-16 02:30:00;7;1;0;0;0;5;0;0;0
2019-10-16 02:45:00;8;4;0;0;0;6;2;0;0
2019-10-16 03:00:00;8;5;0;0;0;8;1;0;0
2019-10-16 03:15:00;5;3;0;0;0;13;8;0;0
2019-10-16 03:30:00;7;6;0;0;0;10;3;0;0
2019-10-16 03:45:00;11;2;0;1;0;16;3;0;0
2019-10-16 04:00:00;12;5;0;0;0;4;4;0;0
2019-10-16 04:15:00;14;6;1;0;0;21;2;0;0
2019-10-16 04:30:00;19;6;0;0;2;25;3;0;0
2019-10-16 04:45:00;16;17;1;0;1;45;23;0;0
2019-10-16 05:00:00;27;26;0;0;0;90;45;0;1
2019-10-16 05:15:00;45;48;0;2;3;195;163;0;4
2019-10-16 05:30:00;59;57;0;1;5;200;174;0;0
2019-10-16 05:45:00;155;149;3;1;2;189;180;0;4
2019-10-16 06:00:00;168;156;4;1;3;189;151;0;1
2019-10-16 06:15:00;132;124;5;6;0;229;194;0;10
2019-10-16 06:30:00;92;91;4;6;3;250;206;1;3
2019-10-16 06:45:00;91;109;7;0;10;225;249;13;5
2019-10-16 07:00:00;84;101;4;6;17;238;234;0;6
2019-10-16 07:15:00;100;99;11;11;12;238;274;3;8
2019-10-16 07:30:00;126;121;6;11;9;265;284;12;12
2019-10-16 07:45:00;118;116;8;12;15;251;257;27;11
2019-10-16 08:00:00;120;125;9;11;11;224;255;4;7
2019-10-16 08:15:00;94;118;10;14;15;208;233;11;6
2019-10-16 08:30:00;120;100;5;17;7;199;225;23;3
2019-10-16 08:45:00;103;118;11;13;15;161;180;14;2
2019-10-16 09:00:00;107;97;10;16;12;152;193;5;4
2019-10-16 09:15:00;84;79;12;9;20;123;171;6;0
2019-10-16 09:30:00;110;91;9;19;12;132;199;2;0
2019-10-16 09:45:00;103;99;9;24;14;136;173;7;3
2019-10-16 10:00:00;120;126;18;15;14;112;153;0;1
2019-10-16 10:15:00;12;14;5;0;2;22;27;0;0
2019-10-16 10:30:00;
