DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-05-28 00:00:00;8;1;1;0;0;2;0;2;0;0;0
2020-05-28 00:15:00;6;5;4;0;0;4;3;4;0;2;0
2020-05-28 00:30:00;4;2;1;0;0;7;2;7;1;2;0
2020-05-28 00:45:00;4;0;0;0;0;7;1;7;0;0;0
2020-05-28 01:00:00;3;1;1;0;0;4;0;4;1;0;0
2020-05-28 01:15:00;2;0;0;0;0;2;1;2;3;2;0
2020-05-28 01:30:00;2;1;0;0;0;1;3;1;0;0;0
2020-05-28 01:45:00;4;2;0;1;0;3;2;3;0;2;0
2020-05-28 02:00:00;2;0;0;0;0;4;1;4;1;2;0
2020-05-28 02:15:00;2;0;0;0;0;3;3;3;0;1;0
2020-05-28 02:30:00;2;3;3;0;0;4;4;4;2;2;0
2020-05-28 02:45:00;7;1;0;0;0;2;7;2;2;2;0
2020-05-28 03:00:00;2;1;0;0;0;5;1;5;0;0;0
2020-05-28 03:15:00;5;3;3;0;0;3;2;3;2;2;0
2020-05-28 03:30:00;7;3;5;0;0;1;8;1;0;3;0
2020-05-28 03:45:00;7;2;1;2;0;5;1;5;2;3;0
2020-05-28 04:00:00;5;1;0;0;0;4;3;4;0;1;0
2020-05-28 04:15:00;7;1;1;0;0;5;6;4;5;6;0
2020-05-28 04:30:00;14;1;0;0;0;6;5;6;3;4;0
2020-05-28 04:45:00;10;3;1;0;0;6;5;6;2;2;0
2020-05-28 05:00:00;32;5;2;1;0;23;2;23;1;1;0
2020-05-28 05:15:00;37;3;1;0;0;23;3;23;5;9;0
2020-05-28 05:30:00;61;5;3;0;0;52;8;52;1;4;0
2020-05-28 05:45:00;86;7;1;0;0;44;11;44;5;8;0
2020-05-28 06:00:00;73;4;1;0;0;48;8;48;4;7;0
2020-05-28 06:15:00;97;5;2;0;0;47;5;47;9;10;0
2020-05-28 06:30:00;47;1;0;0;0;21;2;21;2;1;0
2020-05-28 06:45:00;187;2;1;0;2;51;10;51;5;3;0
2020-05-28 07:00:00;168;1;1;0;0;52;16;54;8;5;0
2020-05-28 07:15:00;184;2;2;1;2;63;17;62;9;2;0
2020-05-28 07:30:00;153;0;0;0;0;55;12;55;6;2;0
2020-05-28 07:45:00;152;2;2;0;1;62;18;62;11;7;2
2020-05-28 08:00:00;119;6;4;0;0;54;12;55;6;5;0
2020-05-28 08:15:00;107;2;1;0;3;57;28;56;16;6;1
2020-05-28 08:30:00;92;2;0;0;0;51;14;51;19;2;0
2020-05-28 08:45:00;94;1;0;2;4;68;38;69;17;8;0
2020-05-28 09:00:00;89;3;1;1;0;62;31;63;29;3;0
2020-05-28 09:15:00;113;4;0;1;2;62;23;61;24;17;0
2020-05-28 09:30:00;126;1;1;1;1;79;33;79;28;11;0
2020-05-28 09:45:00;126;1;0;0;3;74;36;74;29;12;0
2020-05-28 10:00:00;107;0;0;0;0;78;28;79;34;8;0
2020-05-28 10:15:00;127;0;0;0;1;72;39;72;22;10;0
2020-05-28 10:30:00;104;0;0;0;0;87;37;88;32;13;1
2020-05-28 10:45:00;106;3;0;0;0;90;26;90;33;10;0
