DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-10-27 00:00:00;4;3;0;0;9;1;0;0;2;0;0;0;0;0
2020-10-27 00:15:00;7;8;0;4;10;1;0;2;3;1;0;0;0;0
2020-10-27 00:30:00;4;9;0;3;2;0;0;0;0;0;0;0;0;0
2020-10-27 00:45:00;9;8;0;0;5;0;1;0;0;0;0;0;0;0
2020-10-27 01:00:00;2;11;0;3;3;0;0;0;0;0;0;0;0;0
2020-10-27 01:15:00;2;2;0;1;7;1;0;0;0;1;0;0;0;0
2020-10-27 01:30:00;2;6;0;4;6;1;0;0;1;0;0;0;0;0
2020-10-27 01:45:00;3;7;0;5;2;0;0;0;0;0;0;0;0;0
2020-10-27 02:00:00;1;2;0;5;2;1;0;0;0;0;0;0;0;0
2020-10-27 02:15:00;1;5;0;4;3;0;0;0;1;0;1;0;0;0
2020-10-27 02:30:00;1;1;0;2;1;0;0;0;0;0;0;0;0;0
2020-10-27 02:45:00;2;3;0;2;5;1;0;0;0;0;0;0;0;0
2020-10-27 03:00:00;5;7;0;3;3;0;0;0;0;0;0;0;0;0
2020-10-27 03:15:00;3;4;0;3;4;2;0;0;0;0;0;0;0;0
2020-10-27 03:30:00;1;1;0;2;11;0;1;1;0;0;0;0;0;0
2020-10-27 03:45:00;8;9;0;2;4;0;0;0;0;0;0;0;0;0
2020-10-27 04:00:00;6;5;0;5;3;0;0;0;0;0;0;0;0;0
2020-10-27 04:15:00;9;9;0;12;16;1;0;0;0;0;0;0;0;0
2020-10-27 04:30:00;13;14;0;13;15;1;0;0;0;0;0;0;0;0
2020-10-27 04:45:00;21;25;0;8;16;0;1;2;1;0;0;0;0;0
2020-10-27 05:00:00;42;35;0;16;28;2;1;0;0;0;0;0;0;0
2020-10-27 05:15:00;114;130;0;22;45;5;5;3;1;0;0;0;0;0
2020-10-27 05:30:00;96;127;0;33;57;8;2;3;1;0;0;0;0;0
2020-10-27 05:45:00;88;109;0;56;85;17;2;4;1;0;0;0;0;0
2020-10-27 06:00:00;62;91;1;57;96;25;0;3;0;3;0;0;0;0
2020-10-27 06:15:00;105;118;0;82;115;33;2;5;4;2;0;0;0;0
2020-10-27 06:30:00;142;170;0;77;104;41;1;12;0;6;0;0;0;0
2020-10-27 06:45:00;138;186;1;80;106;43;3;15;4;8;0;0;7;0
2020-10-27 07:00:00;119;150;0;76;92;62;5;11;3;3;0;1;0;0
2020-10-27 07:15:00;91;105;0;88;63;72;26;34;8;16;0;0;7;0
2020-10-27 07:30:00;184;158;0;113;88;83;53;44;16;34;1;17;18;0
2020-10-27 07:45:00;154;137;0;139;101;101;69;52;23;30;0;4;8;0
2020-10-27 08:00:00;170;187;0;75;85;75;34;52;14;20;1;0;9;0
2020-10-27 08:15:00;127;158;1;87;107;79;17;21;9;22;5;11;56;1
2020-10-27 08:30:00;116;162;2;85;104;70;11;17;10;10;0;2;5;0
2020-10-27 08:45:00;101;145;3;79;110;61;15;23;12;7;1;11;23;0
2020-10-27 09:00:00;103;129;1;68;92;50;9;19;11;4;3;15;0;3
2020-10-27 09:15:00;92;141;2;72;100;59;8;19;4;16;4;10;1;0
2020-10-27 09:30:00;92;142;2;86;89;68;14;23;12;9;1;0;7;0
