DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-04-23 00:00:00;2;3;4;0;5;2;0;0;1;4;0;0;0;0
2020-04-23 00:15:00;5;5;7;0;1;1;2;1;1;1;0;0;0;0
2020-04-23 00:30:00;2;2;10;0;3;2;2;0;1;3;0;0;0;0
2020-04-23 00:45:00;1;3;5;0;0;0;1;2;0;2;0;0;0;0
2020-04-23 01:00:00;3;2;7;1;1;0;2;0;0;2;0;0;0;0
2020-04-23 01:15:00;1;2;4;0;2;4;0;1;2;2;0;0;0;0
2020-04-23 01:30:00;3;3;2;0;3;2;1;0;1;1;0;0;0;0
2020-04-23 01:45:00;2;1;1;0;6;5;1;0;0;2;0;0;0;0
2020-04-23 02:00:00;1;1;2;1;4;0;0;0;1;4;0;0;0;0
2020-04-23 02:15:00;1;2;4;0;4;1;0;0;1;1;0;0;0;0
2020-04-23 02:30:00;2;1;4;1;2;1;0;0;2;3;0;0;0;0
2020-04-23 02:45:00;1;2;2;0;7;7;1;0;1;3;0;0;0;0
2020-04-23 03:00:00;0;1;2;1;3;4;1;1;1;4;0;0;0;0
2020-04-23 03:15:00;1;0;4;0;2;1;0;0;0;1;0;0;0;0
2020-04-23 03:30:00;1;3;6;0;3;0;2;1;3;3;0;0;0;0
2020-04-23 03:45:00;2;7;7;2;4;4;0;0;1;3;0;0;0;0
2020-04-23 04:00:00;2;2;6;0;4;4;0;0;1;1;0;0;0;0
2020-04-23 04:15:00;4;0;5;1;7;2;1;1;2;4;0;0;0;0
2020-04-23 04:30:00;4;3;5;0;8;5;1;1;2;7;0;0;0;0
2020-04-23 04:45:00;3;5;11;1;4;4;1;1;4;3;0;0;0;0
2020-04-23 05:00:00;11;5;16;2;8;12;2;1;9;8;0;0;0;0
2020-04-23 05:15:00;26;19;25;8;11;19;2;2;11;17;0;0;0;0
2020-04-23 05:30:00;50;28;34;26;22;17;15;6;12;9;0;0;0;0
2020-04-23 05:45:00;57;33;40;25;19;20;17;2;6;9;0;0;0;0
2020-04-23 06:00:00;26;21;45;15;19;18;15;3;10;11;0;0;0;0
2020-04-23 06:15:00;50;37;49;18;18;28;22;5;18;18;0;0;0;0
2020-04-23 06:30:00;71;48;81;34;42;38;15;6;26;27;0;0;0;0
2020-04-23 06:45:00;91;54;75;52;46;48;24;9;25;23;0;0;0;0
2020-04-23 07:00:00;81;47;75;46;29;45;26;12;29;26;0;0;0;0
2020-04-23 07:15:00;65;50;63;42;41;43;32;17;34;22;0;0;0;0
2020-04-23 07:30:00;80;59;76;49;46;49;32;18;32;26;0;0;0;0
2020-04-23 07:45:00;68;45;66;47;51;48;31;23;30;28;0;0;0;0
2020-04-23 08:00:00;58;35;62;32;38;37;22;6;25;22;0;0;0;0
2020-04-23 08:15:00;52;36;57;40;43;41;19;9;29;28;0;0;0;0
2020-04-23 08:30:00;47;32;55;32;41;35;16;7;33;32;0;0;0;0
2020-04-23 08:45:00;39;36;65;23;46;47;24;13;32;28;0;0;0;0
2020-04-23 09:00:00;37;32;60;34;33;23;22;6;19;24;0;0;0;0
2020-04-23 09:15:00;45;38;77;36;48;32;22;12;34;29;0;0;0;0
2020-04-23 09:30:00;51;33;73;34;46;40;27;7;39;36;0;0;0;0
