DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-07-13 00:00:00;10;6;0;7;8;1;8;7;5;9
2020-07-13 00:15:00;11;5;0;6;8;4;7;5;5;8
2020-07-13 00:30:00;8;5;1;8;5;0;4;9;4;6
2020-07-13 00:45:00;5;0;0;5;4;2;4;3;0;4
2020-07-13 01:00:00;9;6;1;3;4;0;3;3;8;9
2020-07-13 01:15:00;10;6;1;3;5;0;5;4;6;8
2020-07-13 01:30:00;2;2;1;3;4;0;4;1;3;3
2020-07-13 01:45:00;3;3;1;9;8;2;8;6;3;2
2020-07-13 02:00:00;2;3;0;3;1;1;1;1;2;1
2020-07-13 02:15:00;3;2;0;4;4;1;4;5;3;3
2020-07-13 02:30:00;5;1;0;2;3;0;3;2;3;5
2020-07-13 02:45:00;8;10;1;4;3;0;3;4;10;6
2020-07-13 03:00:00;2;3;0;1;1;1;1;1;4;2
2020-07-13 03:15:00;1;1;0;1;0;1;0;0;1;0
2020-07-13 03:30:00;4;0;0;2;3;1;3;2;0;3
2020-07-13 03:45:00;3;3;0;3;0;1;0;2;3;2
2020-07-13 04:00:00;4;3;2;2;3;0;3;2;3;4
2020-07-13 04:15:00;3;3;1;4;4;1;4;2;3;3
2020-07-13 04:30:00;4;7;1;2;7;1;7;2;7;5
2020-07-13 04:45:00;8;5;1;9;16;3;18;8;5;8
2020-07-13 05:00:00;20;11;6;10;24;4;24;10;15;21
2020-07-13 05:15:00;22;12;4;44;72;8;75;43;11;20
2020-07-13 05:30:00;33;26;3;55;50;13;55;55;22;28
2020-07-13 05:45:00;33;20;1;46;60;15;62;44;23;32
2020-07-13 06:00:00;27;22;1;44;55;6;56;44;21;25
2020-07-13 06:15:00;37;33;5;70;82;21;79;71;34;33
2020-07-13 06:30:00;59;41;3;90;91;15;99;85;41;51
2020-07-13 06:45:00;47;26;8;127;110;25;116;124;25;40
2020-07-13 07:00:00;61;49;13;147;108;20;112;136;50;52
2020-07-13 07:15:00;61;48;9;157;145;22;144;158;48;47
2020-07-13 07:30:00;70;61;11;142;128;28;130;140;68;53
2020-07-13 07:45:00;75;61;21;118;129;41;177;118;68;65
2020-07-13 08:00:00;68;47;12;80;83;29;92;87;49;54
2020-07-13 08:15:00;54;29;13;93;100;24;109;90;30;42
2020-07-13 08:30:00;70;45;13;77;83;22;96;73;47;60
2020-07-13 08:45:00;72;42;9;77;75;11;70;73;44;61
2020-07-13 09:00:00;56;43;16;75;73;13;72;69;43;47
2020-07-13 09:15:00;54;46;15;81;80;22;90;68;47;53
2020-07-13 09:30:00;52;50;13;68;78;21;88;69;52;45
2020-07-13 09:45:00;67;51;18;67;80;22;88;56;55;52
2020-07-13 10:00:00;64;50;9;67;88;18;90;56;48;49
2020-07-13 10:15:00;60;39;20;65;63;17;67;57;44;51
2020-07-13 10:30:00;77;65;17;89;93;23;101;91;59;66
2020-07-13 10:45:00;69;62;17;100;92;31;95;100;66;72
2020-07-13 11:00:00;65;49;18;86;69;18;81;68;49;60
2020-07-13 11:15:00;61;56;21;63;75;21;79;55;54;52
2020-07-13 11:30:00;65;72;19;64;70;15;77;58;73;56
2020-07-13 11:45:00;64;57;16;56;64;21;81;58;60;61
2020-07-13 12:00:00;68;55;14;55;67;21;65;52;55;56
2020-07-13 12:15:00;70;64;18;57;90;17;97;50;72;62
2020-07-13 12:30:00;68;101;13;79;80;28;94;78;89;54
2020-07-13 12:45:00;60;108;19;75;88;30;91;69;87;64
2020-07-13 13:00:00;60;125;16;55;70;17;77;48;86;63
2020-07-13 13:15:00;73;81;14;54;59;17;68;51;66;68
2020-07-13 13:30:00;74;79;10;84;86;14;96;72;75;78
2020-07-13 13:45:00;61;64;22;71;93;19;101;74;58;56
2020-07-13 14:00:00;85;56;18;76;78;18;79;70;56;81
2020-07-13 14:15:00;91;99;18;77;70;27;81;58;95;80
2020-07-13 14:30:00;97;117;20;71;96;24;96;61;114;94
2020-07-13 14:45:00;99;84;15;75;73;16;79;53;86;86
2020-07-13 15:00:00;94;95;20;73;87;20;94;54;92;79
2020-07-13 15:15:00;91;122;20;72;78;22;84;65;121;82
2020-07-13 15:30:00;99;79;14;79;73;26;84;66;86;91
2020-07-13 15:45:00;101;96;16;67;75;22;86;62;97;85
2020-07-13 16:00:00;105;95;21;82;102;18;107;65;105;95
2020-07-13 16:15:00;113;105;25;90;103;26;118;78;94;108
2020-07-13 16:30:00;115;108;22;85;136;24;140;84;114;104
2020-07-13 16:45:00;105;100;16;83;115;15;112;83;112;93
2020-07-13 17:00:00;112;85;29;78;87;30;92;67;93;96
2020-07-13 17:15:00;108;90;19;95;84;19;88;88;98;97
2020-07-13 17:30:00;96;72;15;90;97;22;109;78;81;88
2020-07-13 17:45:00;74;114;26;78;82;16;90;70;104;70
2020-07-13 18:00:00;91;72;19;73;80;23;82;69;79;95
2020-07-13 18:15:00;101;81;14;57;66;21;69;50;85;83
2020-07-13 18:30:00;77;63;17;57;83;8;76;61;57;77
2020-07-13 18:45:00;68;51;17;54;43;12;43;41;57;61
2020-07-13 19:00:00;50;41;13;65;71;10;65;60;44;44
2020-07-13 19:15:00;65;38;14;43;59;25;65;42;47;55
2020-07-13 19:30:00;50;43;12;54;59;14;61;47;41;46
2020-07-13 19:45:00;56;50;14;43;45;11;49;36;45;47
2020-07-13 20:00:00;56;39;7;53;46;14;49;44;38;47
2020-07-13 20:15:00;49;38;3;42;50;12;58;44;38;47
2020-07-13 20:30:00;40;31;7;42;38;10;37;41;32;37
2020-07-13 20:45:00;34;27;3;32;41;13;40;28;27;32
2020-07-13 21:00:00;45;31;7;40;47;7;51;30;35;44
2020-07-13 21:15:00;33;28;6;46;57;7;58;42;27;27
2020-07-13 21:30:00;35;28;9;29;35;13;36;28;35;31
2020-07-13 21:45:00;43;29;10;24;28;7;30;21;32;35
2020-07-13 22:00:00;34;28;2;20;23;6;26;17;31;26
2020-07-13 22:15:00;36;22;5;31;29;5;31;26;22;29
2020-07-13 22:30:00;23;16;4;17;28;3;27;18;18;17
2020-07-13 22:45:00;17;18;3;20;19;5;18;16;20;14
2020-07-13 23:00:00;17;15;3;15;9;7;9;13;15;17
2020-07-13 23:15:00;18;11;1;15;14;3;14;10;13;16
2020-07-13 23:30:00;11;12;1;9;7;1;8;7;10;10
2020-07-13 23:45:00;11;4;2;19;20;2;21;14;5;11
