DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-09-07 00:00:00;2;6;3;0;2;2;1;2;1;4;0
2020-09-07 00:15:00;1;2;7;0;0;1;6;2;1;8;2
2020-09-07 00:30:00;2;2;6;0;0;2;0;1;2;1;2
2020-09-07 00:45:00;0;0;6;0;0;1;1;0;0;1;5
2020-09-07 01:00:00;0;1;4;0;0;1;1;1;1;0;2
2020-09-07 01:15:00;1;1;1;0;1;0;2;0;0;0;2
2020-09-07 01:30:00;1;1;6;2;3;1;0;0;1;0;0
2020-09-07 01:45:00;0;0;2;1;1;1;5;1;0;2;1
2020-09-07 02:00:00;0;1;3;0;0;0;2;0;0;0;0
2020-09-07 02:15:00;1;0;1;0;1;1;1;0;0;1;0
2020-09-07 02:30:00;0;1;1;0;0;0;2;0;0;1;0
2020-09-07 02:45:00;0;0;1;0;0;0;0;0;0;1;0
2020-09-07 03:00:00;2;0;3;0;1;1;0;2;0;1;1
2020-09-07 03:15:00;0;1;1;0;0;1;0;0;1;1;0
2020-09-07 03:30:00;0;0;0;0;0;2;1;0;0;1;2
2020-09-07 03:45:00;0;1;2;1;1;1;0;0;0;2;5
2020-09-07 04:00:00;1;1;1;0;0;1;0;0;1;2;1
2020-09-07 04:15:00;0;0;1;0;0;0;2;0;0;1;2
2020-09-07 04:30:00;0;4;2;0;0;1;3;0;0;0;2
2020-09-07 04:45:00;0;5;5;1;1;1;3;0;0;3;4
2020-09-07 05:00:00;3;19;11;1;1;1;4;1;1;2;3
2020-09-07 05:15:00;2;46;30;1;2;0;5;1;3;5;11
2020-09-07 05:30:00;1;41;27;0;1;5;7;0;4;19;12
2020-09-07 05:45:00;1;24;23;4;5;3;12;1;3;12;8
2020-09-07 06:00:00;0;15;12;4;4;5;5;2;5;19;9
2020-09-07 06:15:00;3;16;12;5;6;4;10;3;8;15;18
2020-09-07 06:30:00;7;33;28;7;13;6;22;5;11;11;19
2020-09-07 06:45:00;2;32;39;9;12;4;17;1;16;25;16
2020-09-07 07:00:00;5;26;27;9;13;10;18;2;12;26;19
2020-09-07 07:15:00;5;39;39;16;20;3;23;6;26;24;24
2020-09-07 07:30:00;2;39;47;16;16;9;35;16;28;31;21
2020-09-07 07:45:00;9;36;47;13;23;6;30;20;22;34;28
2020-09-07 08:00:00;10;31;33;13;18;14;25;17;22;33;26
2020-09-07 08:15:00;6;33;47;7;10;15;33;23;19;28;26
2020-09-07 08:30:00;4;23;52;9;14;8;19;9;30;30;23
2020-09-07 08:45:00;9;33;44;17;19;16;22;22;36;33;21
2020-09-07 09:00:00;4;35;40;16;19;14;29;15;20;25;15
2020-09-07 09:15:00;5;34;38;9;13;20;27;18;23;33;24
2020-09-07 09:30:00;7;22;47;16;22;15;26;21;27;41;19
2020-09-07 09:45:00;6;31;39;18;19;15;31;21;34;48;16
2020-09-07 10:00:00;5;39;44;9;12;14;31;18;31;31;20
2020-09-07 10:15:00;8;25;41;14;19;13;33;23;19;19;18
2020-09-07 10:30:00;4;44;59;3;8;20;32;12;21;37;20
2020-09-07 10:45:00;7;31;42;9;13;16;31;22;31;34;22
2020-09-07 11:00:00;8;29;54;12;17;19;30;19;18;21;24
2020-09-07 11:15:00;5;31;46;15;20;18;33;20;28;34;20
2020-09-07 11:30:00;3;32;34;10;14;17;33;17;35;34;19
2020-09-07 11:45:00;10;27;46;13;19;23;43;23;22;31;14
2020-09-07 12:00:00;4;34;44;7;8;21;39;23;16;22;16
2020-09-07 12:15:00;6;36;50;8;10;15;39;23;31;24;29
2020-09-07 12:30:00;5;26;75;7;12;18;25;22;18;26;20
2020-09-07 12:45:00;11;33;76;13;20;18;26;18;13;21;15
2020-09-07 13:00:00;7;30;45;10;13;13;26;20;17;22;21
2020-09-07 13:15:00;8;40;39;8;15;16;40;17;18;24;23
2020-09-07 13:30:00;7;55;49;6;12;10;32;20;22;25;21
2020-09-07 13:45:00;8;40;41;10;17;15;28;21;29;35;20
2020-09-07 14:00:00;3;49;49;7;10;15;33;14;19;28;19
2020-09-07 14:15:00;13;43;50;8;15;21;33;16;27;31;36
2020-09-07 14:30:00;15;36;42;15;27;20;37;25;28;36;34
2020-09-07 14:45:00;8;41;44;14;22;17;33;18;32;35;40
2020-09-07 15:00:00;6;37;37;19;24;9;33;28;28;36;21
2020-09-07 15:15:00;11;29;37;10;13;23;40;25;31;32;37
2020-09-07 15:30:00;7;45;45;15;21;22;40;31;34;37;33
2020-09-07 15:45:00;8;39;41;17;19;19;37;26;38;29;34
2020-09-07 16:00:00;6;41;40;9;12;27;42;33;31;28;41
2020-09-07 16:15:00;6;33;45;12;16;21;47;37;39;39;44
2020-09-07 16:30:00;7;61;54;13;18;29;43;27;32;35;49
2020-09-07 16:45:00;16;44;55;12;15;16;55;30;30;33;43
2020-09-07 17:00:00;4;58;64;12;12;14;38;21;23;31;46
2020-09-07 17:15:00;11;49;54;10;20;21;40;29;22;32;40
2020-09-07 17:30:00;13;42;59;11;17;19;38;23;34;35;46
2020-09-07 17:45:00;10;36;46;6;11;17;38;23;33;39;38
2020-09-07 18:00:00;11;39;44;6;11;19;45;24;33;32;31
2020-09-07 18:15:00;7;38;39;11;16;23;42;33;25;27;33
2020-09-07 18:30:00;7;28;34;9;13;16;22;19;12;21;27
2020-09-07 18:45:00;8;26;34;5;10;18;31;18;25;23;19
2020-09-07 19:00:00;1;17;30;4;4;18;26;14;16;14;13
2020-09-07 19:15:00;9;30;20;6;11;14;25;15;15;20;14
2020-09-07 19:30:00;3;25;21;6;7;10;25;14;15;18;21
2020-09-07 19:45:00;3;17;24;4;9;15;26;18;14;16;17
2020-09-07 20:00:00;3;19;15;4;5;14;18;13;13;9;18
2020-09-07 20:15:00;6;19;22;6;9;12;20;12;7;13;13
2020-09-07 20:30:00;6;24;16;5;8;11;16;11;9;18;12
2020-09-07 20:45:00;5;20;17;3;5;15;12;9;13;16;8
2020-09-07 21:00:00;2;18;15;5;6;3;24;9;10;16;10
2020-09-07 21:15:00;0;22;19;4;4;9;10;7;7;10;14
2020-09-07 21:30:00;1;20;10;2;2;5;11;8;7;5;7
2020-09-07 21:45:00;1;16;14;2;4;8;13;4;6;9;7
2020-09-07 22:00:00;3;10;7;4;4;8;14;5;6;9;10
2020-09-07 22:15:00;1;10;9;2;3;7;4;0;8;3;8
2020-09-07 22:30:00;2;11;9;0;2;6;13;3;3;3;7
2020-09-07 22:45:00;0;9;9;1;1;4;11;2;4;7;6
2020-09-07 23:00:00;0;3;9;2;2;7;10;2;1;5;7
2020-09-07 23:15:00;0;4;9;2;3;2;4;3;2;2;1
2020-09-07 23:30:00;3;1;5;0;2;2;5;3;1;5;4
2020-09-07 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
