DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-09-08 00:00:00;27;19;16;3;2;16;16;2;3
2019-09-08 00:15:00;35;11;12;3;1;23;13;3;5
2019-09-08 00:30:00;20;10;13;2;0;22;9;3;7
2019-09-08 00:45:00;27;19;14;4;2;16;15;0;1
2019-09-08 01:00:00;38;19;13;4;3;19;12;3;4
2019-09-08 01:15:00;17;6;9;2;1;20;12;0;2
2019-09-08 01:30:00;21;13;16;7;4;22;18;1;3
2019-09-08 01:45:00;13;13;12;6;3;15;8;3;5
2019-09-08 02:00:00;24;14;12;6;0;9;4;0;0
2019-09-08 02:15:00;15;7;7;2;0;11;6;1;1
2019-09-08 02:30:00;17;4;10;4;1;5;8;0;0
2019-09-08 02:45:00;19;10;10;4;1;10;9;0;0
2019-09-08 03:00:00;5;6;4;2;2;11;4;0;0
2019-09-08 03:15:00;14;5;4;2;0;6;6;3;3
2019-09-08 03:30:00;7;2;3;0;2;9;5;0;0
2019-09-08 03:45:00;11;7;4;0;0;13;8;0;0
2019-09-08 04:00:00;9;2;6;2;1;7;6;0;0
2019-09-08 04:15:00;9;5;4;2;0;5;4;0;0
2019-09-08 04:30:00;14;9;4;2;0;3;1;0;0
2019-09-08 04:45:00;4;6;5;2;4;12;13;2;2
2019-09-08 05:00:00;10;5;6;2;0;12;5;3;3
2019-09-08 05:15:00;14;5;6;1;0;9;3;0;1
2019-09-08 05:30:00;15;8;4;1;0;9;9;0;0
2019-09-08 05:45:00;16;5;3;1;0;10;7;1;2
2019-09-08 06:00:00;12;8;5;3;1;14;7;0;0
2019-09-08 06:15:00;15;9;4;3;0;9;5;0;0
2019-09-08 06:30:00;11;7;4;2;2;9;3;0;1
2019-09-08 06:45:00;11;7;6;4;1;25;9;1;1
2019-09-08 07:00:00;11;1;8;1;1;11;9;0;1
2019-09-08 07:15:00;16;4;4;1;0;17;6;0;0
2019-09-08 07:30:00;24;5;5;0;0;15;10;1;1
2019-09-08 07:45:00;33;7;5;1;3;32;10;1;1
2019-09-08 08:00:00;24;10;9;3;1;25;15;3;4
2019-09-08 08:15:00;33;11;10;1;0;29;11;3;3
2019-09-08 08:30:00;46;13;19;6;2;44;20;3;6
2019-09-08 08:45:00;48;15;23;8;2;46;18;2;3
2019-09-08 09:00:00;45;26;26;5;6;54;22;9;8
2019-09-08 09:15:00;61;33;36;7;8;62;43;4;5
2019-09-08 09:30:00;56;27;33;10;5;59;42;2;6
2019-09-08 09:45:00;67;37;37;11;12;86;46;7;11
2019-09-08 10:00:00;77;36;37;8;5;65;41;5;5
2019-09-08 10:15:00;68;45;51;11;9;69;49;6;14
2019-09-08 10:30:00;76;41;42;7;9;66;47;3;5
2019-09-08 10:45:00;90;65;49;16;9;75;43;11;12
2019-09-08 11:00:00;89;45;63;10;8;66;47;5;9
2019-09-08 11:15:00;88;64;40;13;9;75;38;7;10
2019-09-08 11:30:00;75;47;52;10;6;80;38;7;9
2019-09-08 11:45:00;82;59;56;10;7;70;49;5;11
2019-09-08 12:00:00;85;68;59;11;8;74;47;9;15
2019-09-08 12:15:00;67;48;38;8;7;64;37;6;8
2019-09-08 12:30:00;71;50;46;11;8;56;34;7;11
2019-09-08 12:45:00;75;46;35;14;6;61;48;14;94
2019-09-08 13:00:00;80;57;50;14;11;61;41;6;12
2019-09-08 13:15:00;80;62;44;14;7;61;31;5;15
2019-09-08 13:30:00;74;55;63;11;7;56;34;14;13
2019-09-08 13:45:00;69;54;61;16;6;69;60;13;17
2019-09-08 14:00:00;84;61;48;14;9;61;46;14;17
2019-09-08 14:15:00;75;63;40;15;12;64;37;6;14
