DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-11-27 00:00:00;1;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2020-11-27 00:15:00;1;1;1;0;1;2;3;6;1;0;1;1;0;0;0;0;0;0
2020-11-27 00:30:00;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-11-27 00:45:00;2;2;0;0;0;0;1;4;0;1;1;2;0;0;0;0;0;0
2020-11-27 01:00:00;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 01:15:00;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
2020-11-27 01:30:00;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2020-11-27 01:45:00;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-11-27 02:00:00;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
2020-11-27 02:15:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-27 02:30:00;1;2;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0
2020-11-27 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 03:00:00;1;1;0;0;0;2;2;3;2;0;2;0;0;0;0;0;0;0
2020-11-27 03:15:00;0;3;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0
2020-11-27 03:30:00;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-11-27 03:45:00;0;1;2;0;2;1;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-27 04:00:00;0;0;0;1;0;1;0;0;2;1;2;3;0;0;0;0;0;0
2020-11-27 04:15:00;0;1;2;2;2;2;1;2;0;2;1;4;0;0;0;0;0;0
2020-11-27 04:30:00;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0
2020-11-27 04:45:00;1;2;0;4;0;6;4;6;0;0;0;0;0;0;0;0;0;0
2020-11-27 05:00:00;1;2;0;0;0;2;5;5;0;0;0;0;0;0;0;0;0;0
2020-11-27 05:15:00;11;10;2;0;2;0;2;0;1;2;1;7;0;0;0;0;0;0
2020-11-27 05:30:00;14;13;5;5;5;4;3;8;4;0;4;4;0;0;0;0;0;0
2020-11-27 05:45:00;31;29;4;2;5;4;8;10;6;2;7;3;0;0;0;0;0;0
2020-11-27 06:00:00;26;24;4;4;7;8;18;16;5;1;7;11;0;0;0;0;0;0
2020-11-27 06:15:00;27;18;10;13;12;13;20;16;10;3;5;10;0;0;0;0;0;0
2020-11-27 06:30:00;30;25;17;8;19;18;20;19;13;4;13;14;0;0;0;0;0;0
2020-11-27 06:45:00;38;30;15;11;19;14;18;22;10;2;9;7;0;0;0;0;0;2
2020-11-27 07:00:00;34;29;24;14;30;14;23;23;11;6;14;15;3;0;0;0;0;0
2020-11-27 07:15:00;98;62;86;36;79;46;33;35;10;7;12;19;0;0;0;0;0;4
2020-11-27 07:30:00;106;47;73;47;65;42;50;66;8;2;12;9;0;0;0;0;0;0
2020-11-27 07:45:00;53;53;60;39;55;47;61;65;18;8;21;19;1;2;0;0;1;1
2020-11-27 08:00:00;31;48;31;23;33;26;38;50;12;5;14;13;2;0;1;0;0;0
2020-11-27 08:15:00;26;39;19;16;19;18;26;31;17;3;19;11;0;0;0;0;0;0
2020-11-27 08:30:00;30;59;33;12;36;18;29;36;18;7;24;14;0;0;0;0;0;0
2020-11-27 08:45:00;30;35;25;20;30;20;22;25;21;2;25;7;1;0;8;0;0;4
2020-11-27 09:00:00;22;37;34;24;33;25;45;24;16;6;19;9;0;0;1;5;0;0
2020-11-27 09:15:00;39;53;34;15;35;17;50;38;13;8;16;9;1;0;0;0;0;0
2020-11-27 09:30:00;28;45;22;20;27;28;54;42;18;3;27;9;0;0;0;0;0;0
2020-11-27 09:45:00;27;49;21;20;20;19;41;34;16;6;22;12;0;0;0;0;0;0
2020-11-27 10:00:00;15;45;17;17;20;24;41;40;22;7;25;17;0;0;0;0;0;0
2020-11-27 10:15:00;16;41;16;13;17;19;37;35;26;8;33;15;0;0;0;1;0;0
2020-11-27 10:30:00;13;45;16;25;18;25;36;41;17;9;24;17;0;0;0;1;0;1
2020-11-27 10:45:00;18;52;21;21;20;21;38;38;20;10;31;13;1;0;0;2;0;0
2020-11-27 11:00:00;21;43;23;19;23;24;58;52;27;14;31;19;0;0;0;7;0;0
2020-11-27 11:15:00;27;50;22;12;22;18;58;47;35;22;45;30;1;0;0;0;0;0
2020-11-27 11:30:00;14;49;24;23;25;30;49;40;31;7;42;11;0;0;0;0;0;0
2020-11-27 11:45:00;23;50;17;30;23;32;58;55;20;13;32;23;2;0;6;0;0;0
2020-11-27 12:00:00;15;38;17;18;20;28;63;52;32;27;51;36;1;1;0;2;0;8
2020-11-27 12:15:00;31;56;24;17;23;25;52;41;32;16;39;24;2;4;0;1;1;0
2020-11-27 12:30:00;24;57;26;19;33;27;64;54;25;10;44;19;6;0;6;8;0;0
2020-11-27 12:45:00;24;48;31;30;38;31;63;58;37;20;51;31;0;0;0;0;0;0
2020-11-27 13:00:00;21;76;24;21;27;25;63;60;38;31;57;60;0;0;0;1;0;0
2020-11-27 13:15:00;28;62;25;20;24;31;85;65;50;18;55;28;0;3;0;0;1;1
2020-11-27 13:30:00;16;36;16;23;19;29;60;49;27;12;37;18;0;0;1;1;0;0
2020-11-27 13:45:00;18;56;24;19;21;26;53;39;25;14;49;25;2;1;1;1;0;0
2020-11-27 14:00:00;18;56;32;14;31;19;49;59;38;13;52;31;2;0;0;4;0;1
2020-11-27 14:15:00;15;41;24;17;27;28;52;46;21;13;31;18;0;2;0;0;0;0
2020-11-27 14:30:00;13;44;29;26;27;34;48;53;31;8;41;8;1;0;0;10;0;0
2020-11-27 14:45:00;16;43;22;15;21;25;44;50;24;11;42;15;0;0;0;0;0;6
2020-11-27 15:00:00;20;51;27;12;32;23;51;45;20;13;43;23;2;0;0;0;0;0
2020-11-27 15:15:00;15;53;30;21;27;31;53;39;18;11;27;19;1;0;0;0;0;2
2020-11-27 15:30:00;15;43;27;20;29;25;55;45;15;11;28;17;0;0;0;3;0;6
2020-11-27 15:45:00;16;43;24;20;27;25;41;41;19;6;29;11;0;2;0;0;0;0
2020-11-27 16:00:00;16;31;18;19;21;32;53;54;28;12;34;18;0;0;0;0;0;3
2020-11-27 16:15:00;16;24;19;17;20;21;43;39;17;6;24;15;0;0;0;0;0;0
2020-11-27 16:30:00;10;25;14;13;18;23;46;41;17;6;24;8;2;0;3;1;0;27
2020-11-27 16:45:00;20;45;23;16;24;26;49;45;15;4;21;8;1;0;0;0;0;0
2020-11-27 17:00:00;12;39;18;19;19;21;43;40;27;6;32;14;2;0;2;0;0;0
2020-11-27 17:15:00;7;44;10;26;14;30;48;48;24;9;25;16;1;0;2;3;0;2
2020-11-27 17:30:00;8;37;14;12;17;17;44;41;17;8;21;11;0;0;0;0;0;0
2020-11-27 17:45:00;14;49;13;21;14;25;29;41;15;9;21;16;0;0;0;0;0;2
2020-11-27 18:00:00;12;37;18;18;15;17;37;41;11;7;16;17;1;0;0;0;0;0
2020-11-27 18:15:00;11;44;14;15;22;23;40;40;18;8;24;15;1;0;0;0;0;0
2020-11-27 18:30:00;9;36;5;20;7;30;38;33;15;6;23;7;1;0;0;0;0;0
2020-11-27 18:45:00;14;37;9;16;10;23;35;35;20;8;27;13;0;0;0;0;0;0
2020-11-27 19:00:00;10;32;13;20;11;20;32;25;10;5;12;6;0;0;0;0;0;0
2020-11-27 19:15:00;9;26;6;13;8;19;27;31;11;1;11;3;0;0;0;0;0;0
2020-11-27 19:30:00;10;27;13;9;17;14;43;35;8;3;11;8;1;0;1;0;0;0
2020-11-27 19:45:00;14;29;11;13;11;15;24;23;12;3;13;7;0;0;0;0;0;0
2020-11-27 20:00:00;9;23;5;11;7;13;32;28;5;2;4;3;0;0;0;1;0;0
2020-11-27 20:15:00;5;16;3;11;5;16;25;29;5;2;6;4;0;0;0;0;0;0
2020-11-27 20:30:00;5;15;0;8;0;13;18;23;7;1;5;3;0;0;0;0;0;0
2020-11-27 20:45:00;10;20;2;7;2;12;25;19;8;4;11;5;0;0;0;0;0;0
2020-11-27 21:00:00;2;7;2;2;2;4;11;11;9;1;12;4;0;0;0;0;0;0
2020-11-27 21:15:00;6;14;5;4;6;8;17;14;0;2;1;3;0;1;0;0;0;0
2020-11-27 21:30:00;4;10;4;6;4;8;18;20;5;6;7;8;0;0;0;0;0;0
2020-11-27 21:45:00;6;7;2;5;3;6;9;7;4;2;4;5;0;0;0;0;0;0
2020-11-27 22:00:00;1;6;5;6;4;9;16;15;5;1;5;4;0;0;0;0;0;0
2020-11-27 22:15:00;2;10;2;1;3;3;13;10;3;2;5;3;0;0;0;0;0;0
2020-11-27 22:30:00;3;8;2;2;2;4;8;9;5;3;7;5;0;0;0;0;0;0
2020-11-27 22:45:00;3;5;7;3;5;7;13;11;5;3;6;4;0;0;0;0;0;0
2020-11-27 23:00:00;2;8;1;2;1;3;5;10;2;0;4;0;0;0;0;0;0;0
2020-11-27 23:15:00;2;3;1;2;2;2;1;1;0;0;0;1;0;0;0;0;0;0
2020-11-27 23:30:00;1;2;3;4;5;4;3;3;4;1;5;3;0;0;0;0;0;0
2020-11-27 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
