DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-11-20 00:00:00;1;4;1;0;1;0;0;3;0;0;0;1;0;0;0;0;0;0
2020-11-20 00:15:00;1;2;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0
2020-11-20 00:30:00;2;2;1;0;1;1;1;2;0;0;0;2;0;0;0;0;0;0
2020-11-20 00:45:00;0;2;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0
2020-11-20 01:00:00;2;4;0;0;0;0;0;0;1;2;1;5;0;0;0;0;0;0
2020-11-20 01:15:00;1;2;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
2020-11-20 01:30:00;3;3;0;0;0;5;0;0;10;6;11;8;0;0;0;0;0;0
2020-11-20 01:45:00;0;0;0;0;0;0;0;0;2;1;3;3;0;0;0;0;0;0
2020-11-20 02:00:00;1;1;1;0;1;1;0;0;2;0;5;1;0;0;0;0;0;0
2020-11-20 02:15:00;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
2020-11-20 02:30:00;3;2;4;1;3;3;0;0;3;0;2;6;0;0;0;0;0;0
2020-11-20 02:45:00;1;2;0;0;0;0;1;2;1;4;2;4;0;0;0;0;0;0
2020-11-20 03:00:00;4;4;1;1;1;2;1;1;1;1;3;2;0;0;0;0;0;0
2020-11-20 03:15:00;2;2;3;2;4;2;0;0;2;1;1;5;0;0;0;0;0;0
2020-11-20 03:30:00;0;0;1;0;1;2;1;3;3;2;4;3;0;0;0;0;0;0
2020-11-20 03:45:00;1;1;0;2;0;3;1;2;3;0;2;1;0;0;0;0;0;0
2020-11-20 04:00:00;2;2;4;1;4;3;3;2;2;0;2;4;0;0;0;0;0;0
2020-11-20 04:15:00;2;3;0;0;0;0;1;2;0;0;0;3;0;0;0;0;0;0
2020-11-20 04:30:00;0;0;1;1;1;1;2;3;0;0;0;0;0;0;0;0;0;0
2020-11-20 04:45:00;0;1;0;2;0;3;3;4;0;0;0;0;0;0;0;0;0;0
2020-11-20 05:00:00;0;1;0;0;0;3;7;7;4;1;3;3;0;0;0;0;0;0
2020-11-20 05:15:00;2;5;1;0;1;1;3;8;2;0;2;2;0;0;0;0;1;0
2020-11-20 05:30:00;10;12;6;4;6;6;5;13;0;1;0;4;0;0;0;0;0;0
2020-11-20 05:45:00;24;32;9;3;14;5;10;5;5;4;6;9;0;0;0;0;0;0
2020-11-20 06:00:00;37;26;4;6;6;10;18;14;10;4;9;9;0;0;0;0;0;6
2020-11-20 06:15:00;35;31;6;8;10;13;22;23;3;1;3;7;0;0;0;0;0;0
2020-11-20 06:30:00;35;33;5;5;6;10;15;20;9;5;10;16;0;0;0;0;0;0
2020-11-20 06:45:00;31;46;21;7;19;12;17;20;6;2;8;8;0;0;0;0;0;1
2020-11-20 07:00:00;26;34;34;18;37;32;22;26;16;2;16;11;0;0;0;3;0;0
2020-11-20 07:15:00;74;69;67;26;74;35;33;40;8;6;10;13;0;0;0;0;0;0
2020-11-20 07:30:00;100;61;72;37;66;44;43;40;14;2;13;10;1;0;1;2;0;0
2020-11-20 07:45:00;41;57;41;24;41;29;46;58;23;2;25;12;1;0;0;0;0;1
2020-11-20 08:00:00;28;43;20;13;24;18;35;26;19;7;23;13;0;0;0;0;0;0
2020-11-20 08:15:00;29;43;21;13;23;21;30;23;8;1;15;9;0;0;0;0;0;0
2020-11-20 08:30:00;27;47;28;12;28;21;30;28;23;10;27;13;0;0;0;0;0;0
2020-11-20 08:45:00;26;48;34;21;36;26;34;28;19;8;22;18;3;0;1;2;0;0
2020-11-20 09:00:00;18;39;35;16;34;20;28;33;22;2;20;8;1;1;0;9;0;0
2020-11-20 09:15:00;26;43;29;18;34;29;39;34;15;3;15;12;0;0;0;0;0;4
2020-11-20 09:30:00;29;54;26;15;29;15;35;41;13;5;17;15;0;0;0;0;0;1
2020-11-20 09:45:00;21;45;17;13;17;19;34;28;25;9;29;14;0;0;0;0;0;0
2020-11-20 10:00:00;15;42;15;19;16;22;47;42;22;7;25;10;1;0;0;0;0;0
2020-11-20 10:15:00;12;45;18;14;21;19;31;31;30;7;35;12;2;0;0;0;0;0
2020-11-20 10:30:00;22;59;30;19;31;19;50;48;31;10;35;17;0;0;1;2;0;0
2020-11-20 10:45:00;22;47;13;12;14;15;42;40;19;6;23;21;0;0;0;0;0;0
2020-11-20 11:00:00;12;42;15;17;18;19;45;42;33;6;37;12;1;0;0;0;0;0
2020-11-20 11:15:00;17;46;15;20;18;29;34;49;22;11;28;13;0;0;0;5;0;0
2020-11-20 11:30:00;18;44;19;18;23;26;40;35;38;19;44;24;0;1;0;0;0;0
2020-11-20 11:45:00;24;47;16;24;20;27;35;40;21;9;23;16;2;0;5;2;0;0
2020-11-20 12:00:00;13;31;28;21;28;28;59;46;30;14;36;22;0;0;0;0;0;0
2020-11-20 12:15:00;16;36;21;11;24;20;63;49;38;15;43;19;1;0;9;0;0;1
2020-11-20 12:30:00;21;45;23;17;31;18;56;48;40;15;44;24;0;0;0;0;0;0
2020-11-20 12:45:00;23;55;36;19;36;27;65;51;56;21;65;38;3;0;0;0;0;1
2020-11-20 13:00:00;26;77;33;15;34;20;79;71;54;32;60;44;0;5;0;0;0;1
2020-11-20 13:15:00;18;67;16;13;21;21;64;69;43;28;42;31;0;0;0;2;0;0
2020-11-20 13:30:00;17;38;11;15;15;26;50;59;30;13;39;23;1;1;1;1;1;0
2020-11-20 13:45:00;19;49;18;22;15;24;40;33;33;17;36;20;1;0;2;1;0;0
2020-11-20 14:00:00;14;54;18;16;21;26;48;54;50;14;54;26;0;2;1;3;0;4
2020-11-20 14:15:00;15;46;21;12;22;17;44;41;30;12;30;15;0;1;0;1;1;3
2020-11-20 14:30:00;16;43;27;16;27;17;44;38;26;9;40;15;0;0;0;5;0;0
2020-11-20 14:45:00;16;54;21;21;20;31;43;34;16;6;23;11;0;0;0;3;0;2
2020-11-20 15:00:00;13;63;26;19;29;24;46;27;26;15;34;24;0;0;0;2;0;0
2020-11-20 15:15:00;17;51;16;13;18;18;36;40;18;10;25;15;0;1;0;0;1;0
2020-11-20 15:30:00;11;52;22;10;25;22;50;44;15;9;19;18;0;1;0;2;8;0
2020-11-20 15:45:00;23;45;18;13;20;18;47;37;34;12;50;17;0;1;0;0;1;2
2020-11-20 16:00:00;10;34;18;8;20;16;46;38;20;7;31;16;0;0;0;0;0;0
2020-11-20 16:15:00;13;31;13;14;16;20;49;39;15;7;28;9;0;2;0;1;0;0
2020-11-20 16:30:00;13;32;18;22;22;28;40;32;16;7;18;11;0;0;0;0;0;13
2020-11-20 16:45:00;18;28;9;11;8;18;35;46;26;8;26;14;1;0;0;0;0;0
2020-11-20 17:00:00;16;46;20;27;31;25;49;41;14;4;20;10;0;0;0;1;0;2
2020-11-20 17:15:00;12;42;15;19;13;30;39;42;31;12;36;12;0;0;0;0;0;0
2020-11-20 17:30:00;6;25;13;16;13;22;49;38;15;8;23;13;0;0;0;1;0;0
2020-11-20 17:45:00;10;29;5;18;8;21;33;33;15;6;21;12;0;0;0;1;0;0
2020-11-20 18:00:00;9;27;13;16;15;16;29;33;6;5;9;12;1;0;1;1;0;0
2020-11-20 18:15:00;15;41;12;15;17;17;47;42;14;5;23;13;1;0;0;0;0;0
2020-11-20 18:30:00;5;23;6;14;9;22;40;30;9;5;10;9;0;1;0;0;0;3
