DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-08-25 00:00:00;5;4;2;7;1;2;3;0;2
2020-08-25 00:15:00;4;2;1;6;1;6;4;0;2
2020-08-25 00:30:00;14;2;4;2;3;5;6;0;1
2020-08-25 00:45:00;2;5;1;3;2;10;8;0;2
2020-08-25 01:00:00;4;2;1;3;3;6;4;0;1
2020-08-25 01:15:00;6;1;2;2;2;0;4;0;1
2020-08-25 01:30:00;4;2;2;2;0;5;4;0;1
2020-08-25 01:45:00;2;5;4;2;0;2;2;0;2
2020-08-25 02:00:00;2;1;0;1;0;4;1;0;3
2020-08-25 02:15:00;1;0;1;5;1;2;2;0;1
2020-08-25 02:30:00;3;1;1;0;0;5;1;0;1
2020-08-25 02:45:00;5;1;0;3;0;4;1;0;2
2020-08-25 03:00:00;2;0;0;0;0;1;1;0;3
2020-08-25 03:15:00;2;0;1;4;1;5;0;0;2
2020-08-25 03:30:00;3;2;3;4;3;3;2;0;4
2020-08-25 03:45:00;0;0;0;6;1;1;2;0;1
2020-08-25 04:00:00;5;4;0;2;1;3;1;0;1
2020-08-25 04:15:00;6;3;0;7;0;7;3;0;4
2020-08-25 04:30:00;5;1;1;11;1;11;5;0;4
2020-08-25 04:45:00;16;5;1;7;5;5;6;0;2
2020-08-25 05:00:00;25;6;1;10;5;11;7;0;8
2020-08-25 05:15:00;26;7;4;22;13;16;16;0;6
2020-08-25 05:30:00;48;27;0;23;16;35;38;0;5
2020-08-25 05:45:00;37;17;5;31;32;43;42;0;15
2020-08-25 06:00:00;27;13;8;47;51;44;44;0;10
2020-08-25 06:15:00;40;29;5;38;32;52;79;0;17
2020-08-25 06:30:00;51;28;8;28;28;66;88;0;13
2020-08-25 06:45:00;51;23;8;36;34;78;107;0;16
2020-08-25 07:00:00;45;27;2;34;21;83;87;0;15
2020-08-25 07:15:00;40;20;5;25;25;76;92;0;13
2020-08-25 07:30:00;58;32;10;31;21;77;95;0;22
2020-08-25 07:45:00;63;43;12;34;28;85;98;0;22
2020-08-25 08:00:00;44;34;17;34;20;76;80;0;12
2020-08-25 08:15:00;62;32;21;27;18;64;72;0;20
2020-08-25 08:30:00;61;37;10;29;22;69;76;0;12
2020-08-25 08:45:00;65;38;18;40;34;68;80;0;20
2020-08-25 09:00:00;62;36;15;34;34;51;73;0;16
2020-08-25 09:15:00;65;30;15;38;21;51;67;0;9
2020-08-25 09:30:00;69;45;23;39;30;62;79;0;13
2020-08-25 09:45:00;78;41;19;37;25;55;64;0;29
2020-08-25 10:00:00;65;43;27;47;24;59;65;0;30
2020-08-25 10:15:00;61;48;14;48;39;50;56;0;33
2020-08-25 10:30:00;78;44;23;44;35;53;71;0;22
2020-08-25 10:45:00;68;56;13;45;37;57;59;0;32
2020-08-25 11:00:00;72;53;20;50;46;54;68;0;27
2020-08-25 11:15:00;76;52;22;49;43;62;72;0;20
2020-08-25 11:30:00;77;61;15;51;46;60;67;0;24
2020-08-25 11:45:00;79;50;10;47;37;57;70;0;20
2020-08-25 12:00:00;87;52;18;49;51;55;66;0;18
2020-08-25 12:15:00;93;51;14;47;54;56;53;0;30
2020-08-25 12:30:00;76;53;18;42;44;52;58;0;15
2020-08-25 12:45:00;79;51;18;51;42;57;64;0;23
2020-08-25 13:00:00;81;53;16;53;51;56;69;0;20
2020-08-25 13:15:00;97;54;16;53;55;70;95;0;22
2020-08-25 13:30:00;106;57;20;42;45;60;87;0;28
2020-08-25 13:45:00;94;61;16;50;49;63;66;0;17
2020-08-25 14:00:00;77;52;10;51;65;61;75;0;30
2020-08-25 14:15:00;96;56;12;87;69;60;67;0;18
2020-08-25 14:30:00;78;57;23;104;96;83;93;0;24
2020-08-25 14:45:00;107;68;24;74;70;74;85;0;27
2020-08-25 15:00:00;98;69;20;84;68;55;63;0;18
2020-08-25 15:15:00;78;51;16;90;81;63;80;0;26
2020-08-25 15:30:00;87;53;14;70;64;72;80;0;26
2020-08-25 15:45:00;118;71;16;70;65;65;77;0;17
2020-08-25 16:00:00;134;89;14;72;72;73;88;0;20
2020-08-25 16:15:00;127;102;21;88;77;91;92;0;14
2020-08-25 16:30:00;100;89;20;90;84;86;81;0;18
2020-08-25 16:45:00;106;85;16;68;60;78;72;0;22
2020-08-25 17:00:00;128;97;22;71;80;78;83;0;15
2020-08-25 17:15:00;110;109;18;68;62;79;85;0;18
2020-08-25 17:30:00;108;61;17;71;51;66;91;0;22
2020-08-25 17:45:00;97;78;19;61;61;64;76;0;17
2020-08-25 18:00:00;82;61;18;52;57;68;78;0;20
2020-08-25 18:15:00;91;75;16;57;46;76;72;0;9
2020-08-25 18:30:00;91;62;22;40;43;53;66;0;11
2020-08-25 18:45:00;57;38;11;41;30;36;65;0;6
2020-08-25 19:00:00;75;31;9;35;38;50;63;0;19
2020-08-25 19:15:00;51;30;13;31;33;66;55;0;7
2020-08-25 19:30:00;58;24;28;29;20;47;46;0;8
2020-08-25 19:45:00;48;26;17;29;20;51;49;0;5
2020-08-25 20:00:00;55;25;10;21;14;46;54;0;10
2020-08-25 20:15:00;51;27;15;31;21;40;45;0;5
2020-08-25 20:30:00;49;19;11;23;20;47;43;0;6
2020-08-25 20:45:00;38;12;11;36;16;35;37;0;7
2020-08-25 21:00:00;46;20;9;27;13;33;27;0;7
2020-08-25 21:15:00;61;12;10;26;16;24;26;0;6
2020-08-25 21:30:00;43;11;7;21;8;23;27;0;8
2020-08-25 21:45:00;30;9;8;36;27;22;20;0;2
2020-08-25 22:00:00;27;19;6;60;48;28;28;0;1
2020-08-25 22:15:00;29;14;7;30;22;25;25;0;4
2020-08-25 22:30:00;39;14;7;13;11;10;13;0;3
2020-08-25 22:45:00;25;13;4;17;1;19;13;0;1
2020-08-25 23:00:00;22;11;9;5;7;10;7;0;2
2020-08-25 23:15:00;14;2;1;7;3;11;6;0;6
2020-08-25 23:30:00;10;7;5;9;2;13;9;0;0
