DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-08-31 00:00:00;5;8;10;7;1;1;0
2020-08-31 00:15:00;11;13;13;6;2;6;0
2020-08-31 00:30:00;3;7;12;11;1;0;0
2020-08-31 00:45:00;5;8;9;10;0;2;0
2020-08-31 01:00:00;6;7;11;5;0;0;0
2020-08-31 01:15:00;2;11;7;4;0;1;0
2020-08-31 01:30:00;10;8;8;7;1;3;0
2020-08-31 01:45:00;4;7;8;6;0;1;0
2020-08-31 02:00:00;4;7;2;2;0;1;0
2020-08-31 02:15:00;5;4;5;6;0;1;0
2020-08-31 02:30:00;1;4;5;2;0;2;0
2020-08-31 02:45:00;12;9;6;5;1;1;0
2020-08-31 03:00:00;6;6;6;3;0;0;0
2020-08-31 03:15:00;6;4;3;4;0;0;0
2020-08-31 03:30:00;4;9;3;5;0;0;0
2020-08-31 03:45:00;8;3;10;3;2;0;0
2020-08-31 04:00:00;4;3;7;5;1;1;0
2020-08-31 04:15:00;10;13;15;4;1;1;0
2020-08-31 04:30:00;6;8;24;10;2;0;0
2020-08-31 04:45:00;17;22;41;8;0;2;0
2020-08-31 05:00:00;27;26;96;33;2;9;0
2020-08-31 05:15:00;37;38;183;91;1;14;0
2020-08-31 05:30:00;41;51;217;114;11;16;0
2020-08-31 05:45:00;57;58;174;109;10;17;0
2020-08-31 06:00:00;69;94;119;71;8;13;0
2020-08-31 06:15:00;61;77;188;127;11;24;0
2020-08-31 06:30:00;67;96;206;155;20;31;0
2020-08-31 06:45:00;59;99;197;189;11;37;0
2020-08-31 07:00:00;66;91;195;157;17;22;0
2020-08-31 07:15:00;83;94;181;146;18;34;0
2020-08-31 07:30:00;78;95;206;153;18;44;2
2020-08-31 07:45:00;85;129;194;165;38;27;3
2020-08-31 08:00:00;75;93;193;137;384;25;3
2020-08-31 08:15:00;62;104;193;130;24;32;0
2020-08-31 08:30:00;82;111;167;135;21;31;0
2020-08-31 08:45:00;73;111;150;123;14;23;0
2020-08-31 09:00:00;80;99;129;126;83;25;0
2020-08-31 09:15:00;89;133;123;109;16;22;0
2020-08-31 09:30:00;72;100;116;108;30;23;0
2020-08-31 09:45:00;95;144;145;162;73;27;0
2020-08-31 10:00:00;87;127;113;150;15;24;0
2020-08-31 10:15:00;91;134;112;126;15;17;0
2020-08-31 10:30:00;103;161;114;127;16;27;0
2020-08-31 10:45:00;93;155;117;138;18;23;0
2020-08-31 11:00:00;108;137;126;145;27;29;0
2020-08-31 11:15:00;110;172;127;126;22;34;0
2020-08-31 11:30:00;104;139;135;143;16;34;1
2020-08-31 11:45:00;107;175;121;128;23;36;2
2020-08-31 12:00:00;103;161;120;140;23;35;0
2020-08-31 12:15:00;118;191;120;119;20;28;0
2020-08-31 12:30:00;102;157;105;120;21;33;3
2020-08-31 12:45:00;97;162;117;146;78;26;0
2020-08-31 13:00:00;99;156;155;203;13;37;0
2020-08-31 13:15:00;110;167;217;165;21;34;0
2020-08-31 13:30:00;115;176;240;194;16;41;0
2020-08-31 13:45:00;118;177;228;195;19;35;0
2020-08-31 14:00:00;161;239;183;240;30;35;0
2020-08-31 14:15:00;191;258;128;121;18;26;0
2020-08-31 14:30:00;201;268;123;128;36;36;2
2020-08-31 14:45:00;192;302;128;149;23;23;0
2020-08-31 15:00:00;185;266;115;143;19;36;0
2020-08-31 15:15:00;153;238;120;141;21;34;0
2020-08-31 15:30:00;186;247;133;157;16;24;1
2020-08-31 15:45:00;184;249;128;136;16;26;3
2020-08-31 16:00:00;205;260;127;158;44;34;0
2020-08-31 16:15:00;208;286;135;148;36;33;0
2020-08-31 16:30:00;178;237;143;174;20;28;2
2020-08-31 16:45:00;185;245;135;155;18;26;2
2020-08-31 17:00:00;186;242;108;144;132;45;1
2020-08-31 17:15:00;177;255;121;163;20;32;17
2020-08-31 17:30:00;148;221;118;152;19;25;0
2020-08-31 17:45:00;134;221;96;127;128;22;0
2020-08-31 18:00:00;131;188;122;142;26;18;0
2020-08-31 18:15:00;128;195;116;120;20;26;0
2020-08-31 18:30:00;107;166;102;112;9;37;0
2020-08-31 18:45:00;91;168;101;117;17;28;1
2020-08-31 19:00:00;108;152;88;86;12;21;0
2020-08-31 19:15:00;88;128;75;93;24;24;0
2020-08-31 19:30:00;90;113;77;89;9;16;0
2020-08-31 19:45:00;69;110;80;58;8;16;0
2020-08-31 20:00:00;95;122;71;86;2;19;0
2020-08-31 20:15:00;78;109;62;71;6;22;0
2020-08-31 20:30:00;63;73;91;77;3;16;0
2020-08-31 20:45:00;46;53;98;53;4;15;0
2020-08-31 21:00:00;41;67;173;64;6;14;0
2020-08-31 21:15:00;58;72;206;96;5;17;0
2020-08-31 21:30:00;50;68;120;72;4;9;0
2020-08-31 21:45:00;129;143;65;46;4;9;0
2020-08-31 22:00:00;162;196;39;28;3;9;0
2020-08-31 22:15:00;148;171;48;36;3;4;0
2020-08-31 22:30:00;46;51;36;29;1;5;0
2020-08-31 22:45:00;42;42;28;25;4;1;0
2020-08-31 23:00:00;17;35;21;17;2;3;0
2020-08-31 23:15:00;20;30;21;10;0;3;0
2020-08-31 23:30:00;9;18;21;15;0;1;0
2020-08-31 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
