DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-08-04 00:00:00;1;6;7;0;0;1;6;0;0
2020-08-04 00:15:00;0;3;7;1;0;0;6;0;0
2020-08-04 00:30:00;0;0;2;0;0;0;4;0;0
2020-08-04 00:45:00;1;5;7;2;1;1;7;0;0
2020-08-04 01:00:00;0;2;4;0;0;0;6;0;0
2020-08-04 01:15:00;2;4;8;1;1;0;4;0;0
2020-08-04 01:30:00;2;3;5;2;0;0;6;0;0
2020-08-04 01:45:00;1;2;7;2;0;1;8;0;0
2020-08-04 02:00:00;1;7;7;2;1;0;4;0;0
2020-08-04 02:15:00;1;3;5;1;1;1;5;0;0
2020-08-04 02:30:00;1;1;1;0;0;0;0;0;0
2020-08-04 02:45:00;0;1;2;0;0;0;1;0;0
2020-08-04 03:00:00;0;1;2;0;0;0;1;0;0
2020-08-04 03:15:00;0;1;1;0;0;0;0;0;0
2020-08-04 03:30:00;0;0;0;1;0;0;0;0;0
2020-08-04 03:45:00;1;2;3;2;1;0;5;0;0
2020-08-04 04:00:00;0;0;3;1;0;0;4;0;0
2020-08-04 04:15:00;1;2;5;0;0;0;3;0;0
2020-08-04 04:30:00;1;8;8;0;1;0;1;0;0
2020-08-04 04:45:00;4;8;14;0;0;1;7;0;0
2020-08-04 05:00:00;4;6;14;2;1;3;10;0;0
2020-08-04 05:15:00;4;20;29;4;3;7;31;0;0
2020-08-04 05:30:00;11;24;38;7;7;4;36;0;0
2020-08-04 05:45:00;14;24;43;7;9;8;46;0;0
2020-08-04 06:00:00;13;20;31;10;5;8;27;0;0
2020-08-04 06:15:00;16;32;44;13;8;9;39;0;0
2020-08-04 06:30:00;29;40;67;18;15;15;72;0;0
2020-08-04 06:45:00;39;38;69;16;12;20;76;0;3
2020-08-04 07:00:00;33;42;62;15;10;14;74;0;2
2020-08-04 07:15:00;52;39;85;14;7;13;83;0;2
2020-08-04 07:30:00;40;42;129;20;12;12;104;1;0
2020-08-04 07:45:00;49;52;114;16;8;11;89;1;10
2020-08-04 08:00:00;35;51;74;17;10;6;80;0;1
2020-08-04 08:15:00;38;35;80;19;10;9;94;1;7
2020-08-04 08:30:00;36;49;69;12;8;9;84;5;6
2020-08-04 08:45:00;41;42;76;10;6;7;74;1;12
2020-08-04 09:00:00;28;27;51;12;8;2;55;0;2
2020-08-04 09:15:00;25;29;53;15;6;2;42;3;9
2020-08-04 09:30:00;37;55;85;17;7;3;70;2;4
2020-08-04 09:45:00;36;39;64;18;7;2;64;1;3
2020-08-04 10:00:00;21;43;55;18;7;5;48;2;3
2020-08-04 10:15:00;42;45;80;20;8;5;80;0;8
2020-08-04 10:30:00;39;46;63;15;8;5;58;2;10
2020-08-04 10:45:00;29;40;72;15;10;8;87;2;1
2020-08-04 11:00:00;40;57;82;24;10;2;78;4;4
2020-08-04 11:15:00;33;56;73;16;8;3;79;2;2
2020-08-04 11:30:00;33;53;75;29;17;13;76;0;6
2020-08-04 11:45:00;34;64;76;12;7;3;55;3;4
2020-08-04 12:00:00;38;44;77;14;7;2;84;6;4
2020-08-04 12:15:00;36;50;72;22;12;5;71;2;18
2020-08-04 12:30:00;29;45;61;14;8;5;73;5;9
2020-08-04 12:45:00;31;59;65;15;6;3;57;5;1
2020-08-04 13:00:00;37;49;75;16;8;7;73;7;8
2020-08-04 13:15:00;34;48;68;17;6;3;74;15;9
2020-08-04 13:30:00;35;40;64;23;9;3;74;9;4
2020-08-04 13:45:00;33;47;80;18;7;7;74;4;6
2020-08-04 14:00:00;45;54;86;25;7;3;62;4;2
2020-08-04 14:15:00;48;61;90;25;6;5;78;8;7
2020-08-04 14:30:00;50;66;89;29;11;2;92;0;12
2020-08-04 14:45:00;47;70;96;28;8;2;78;2;36
2020-08-04 15:00:00;47;58;82;33;11;3;94;10;7
2020-08-04 15:15:00;61;71;108;19;9;4;76;3;13
2020-08-04 15:30:00;44;64;82;32;9;2;72;0;7
2020-08-04 15:45:00;50;66;114;32;11;3;95;8;3
2020-08-04 16:00:00;49;67;110;45;9;5;68;32;15
2020-08-04 16:15:00;64;75;108;24;14;10;91;3;4
2020-08-04 16:30:00;77;82;113;29;12;3;88;0;3
2020-08-04 16:45:00;65;73;113;28;8;3;73;0;5
2020-08-04 17:00:00;70;57;111;25;10;3;111;8;4
2020-08-04 17:15:00;50;73;106;18;11;5;88;1;1
2020-08-04 17:30:00;30;68;91;22;6;2;75;72;1
2020-08-04 17:45:00;42;60;90;23;11;5;75;2;8
2020-08-04 18:00:00;48;61;92;15;9;2;69;0;8
2020-08-04 18:15:00;37;43;72;11;7;2;81;1;3
2020-08-04 18:30:00;34;28;69;12;8;3;68;3;15
2020-08-04 18:45:00;25;43;67;13;6;5;59;0;10
2020-08-04 19:00:00;30;29;44;14;9;1;29;0;0
2020-08-04 19:15:00;24;32;50;11;6;2;44;0;3
2020-08-04 19:30:00;15;18;36;9;2;1;47;1;0
2020-08-04 19:45:00;28;37;58;3;2;3;37;0;2
2020-08-04 20:00:00;20;40;55;8;6;3;58;1;0
2020-08-04 20:15:00;19;21;41;6;6;5;58;0;0
2020-08-04 20:30:00;17;20;34;7;6;6;50;1;3
2020-08-04 20:45:00;15;24;34;6;3;2;34;2;1
2020-08-04 21:00:00;7;19;34;6;6;0;37;1;0
2020-08-04 21:15:00;14;24;36;5;5;3;29;2;0
2020-08-04 21:30:00;12;30;40;3;3;2;34;0;0
2020-08-04 21:45:00;14;23;29;1;1;0;23;0;0
2020-08-04 22:00:00;7;17;26;8;4;4;24;5;0
2020-08-04 22:15:00;10;10;22;4;2;1;23;0;0
2020-08-04 22:30:00;4;7;18;3;2;3;17;0;0
2020-08-04 22:45:00;4;10;14;1;1;0;17;0;0
2020-08-04 23:00:00;3;15;22;1;3;0;10;0;0
2020-08-04 23:15:00;3;9;15;4;1;1;13;0;0
2020-08-04 23:30:00;3;14;20;1;1;1;13;0;0
