DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-05-29 00:00:00;5;0;0;0;0;0;0;0;0;0;2
2020-05-29 00:15:00;4;3;0;0;0;0;0;0;0;0;1
2020-05-29 00:30:00;4;1;0;0;0;0;0;0;0;0;1
2020-05-29 00:45:00;5;3;0;0;0;0;0;0;0;0;2
2020-05-29 01:00:00;2;1;0;0;0;0;0;0;0;0;3
2020-05-29 01:15:00;2;0;0;0;0;0;0;0;0;0;2
2020-05-29 01:30:00;1;0;0;0;0;0;0;0;0;0;2
2020-05-29 01:45:00;4;0;0;0;0;0;0;0;0;0;4
2020-05-29 02:00:00;5;1;0;0;0;0;0;0;0;0;1
2020-05-29 02:15:00;2;1;0;0;0;0;0;0;0;0;3
2020-05-29 02:30:00;2;2;0;0;0;0;0;0;0;0;2
2020-05-29 02:45:00;4;2;0;0;0;0;0;0;0;0;4
2020-05-29 03:00:00;7;1;0;0;0;0;0;0;0;0;5
2020-05-29 03:15:00;3;1;0;0;0;0;0;0;0;0;4
2020-05-29 03:30:00;3;0;0;0;0;0;0;0;0;0;2
2020-05-29 03:45:00;4;1;0;0;0;0;0;0;0;0;3
2020-05-29 04:00:00;6;2;0;0;0;0;0;0;0;0;5
2020-05-29 04:15:00;4;0;0;0;0;0;0;0;0;1;6
2020-05-29 04:30:00;4;1;0;0;0;0;0;0;0;0;9
2020-05-29 04:45:00;9;3;6;6;0;1;0;0;0;3;15
2020-05-29 05:00:00;17;8;5;5;0;0;0;0;1;3;31
2020-05-29 05:15:00;54;25;24;24;2;0;2;1;1;15;83
2020-05-29 05:30:00;62;27;30;31;4;0;4;0;0;34;58
2020-05-29 05:45:00;66;19;71;70;6;8;6;5;10;57;64
2020-05-29 06:00:00;56;19;40;40;9;2;10;2;8;29;44
2020-05-29 06:15:00;32;7;18;18;3;1;4;0;2;16;23
2020-05-29 06:30:00;41;20;32;31;7;5;6;4;2;25;50
2020-05-29 06:45:00;45;26;23;23;8;2;9;3;5;19;24
2020-05-29 07:00:00;57;24;19;19;11;2;11;2;4;30;25
2020-05-29 07:15:00;51;13;20;20;7;3;6;2;1;11;33
2020-05-29 07:30:00;60;17;29;33;7;6;9;3;8;18;40
2020-05-29 08:00:00;36;9;8;8;7;4;10;4;7;14;40
2020-05-29 08:15:00;45;12;13;14;8;4;8;1;1;13;29
2020-05-29 08:30:00;39;10;10;9;8;1;8;1;5;16;30
2020-05-29 08:45:00;54;15;11;11;9;1;10;1;3;6;31
2020-05-29 09:00:00;40;11;6;6;10;4;11;4;10;9;31
2020-05-29 09:15:00;46;7;6;6;9;2;11;2;6;6;32
2020-05-29 09:30:00;68;4;2;3;7;2;6;2;2;8;34
2020-05-29 09:45:00;70;7;10;9;13;6;13;6;8;4;31
2020-05-29 10:00:00;46;9;5;5;6;3;7;2;2;8;32
2020-05-29 10:15:00;62;11;4;3;5;5;5;5;6;6;39
2020-05-29 10:30:00;46;6;5;5;8;6;9;6;8;3;34
2020-05-29 10:45:00;53;7;4;4;10;0;10;0;8;8;35
2020-05-29 11:00:00;52;8;8;10;14;4;15;5;16;6;46
2020-05-29 11:15:00;49;8;4;4;14;4;13;3;5;3;50
2020-05-29 11:30:00;59;11;5;6;11;4;11;3;11;11;53
2020-05-29 11:45:00;37;8;1;3;19;12;20;15;21;7;50
2020-05-29 12:00:00;60;14;3;4;55;40;53;40;80;5;46
2020-05-29 12:15:00;60;11;3;3;28;20;29;21;19;9;54
2020-05-29 12:30:00;59;9;17;17;16;7;17;7;12;12;56
2020-05-29 12:45:00;53;9;5;6;16;6;16;5;19;7;45
2020-05-29 13:00:00;76;26;9;8;24;13;23;13;17;5;63
2020-05-29 13:15:00;65;34;11;10;16;9;19;9;19;5;77
