DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-04-28 00:00:00;6;2;1;0;0;2;5;2;2;1;0
2020-04-28 00:15:00;3;1;1;0;0;1;1;1;0;4;0
2020-04-28 00:30:00;2;1;1;0;0;0;1;0;1;0;0
2020-04-28 00:45:00;1;0;0;0;0;3;1;3;0;0;0
2020-04-28 01:00:00;2;5;2;0;0;2;4;2;0;1;0
2020-04-28 01:15:00;1;2;0;0;0;3;2;2;2;2;0
2020-04-28 01:30:00;0;0;0;0;0;0;0;0;2;1;0
2020-04-28 01:45:00;1;0;0;0;0;2;1;2;0;1;0
2020-04-28 02:00:00;1;2;1;0;0;6;1;6;2;2;0
2020-04-28 02:15:00;7;5;3;0;0;2;3;2;0;1;0
2020-04-28 02:30:00;7;1;1;0;0;7;3;7;1;2;0
2020-04-28 02:45:00;6;2;1;0;0;4;3;4;4;5;0
2020-04-28 03:00:00;2;3;2;0;0;2;4;2;1;4;0
2020-04-28 03:15:00;3;1;1;0;0;6;3;6;1;2;0
2020-04-28 03:30:00;8;0;1;0;0;9;5;9;3;7;0
2020-04-28 03:45:00;9;1;0;0;0;3;3;3;4;6;0
2020-04-28 04:00:00;5;3;3;0;0;4;5;4;1;4;0
2020-04-28 04:15:00;5;0;0;0;0;4;1;4;0;0;0
2020-04-28 04:30:00;8;0;0;0;0;9;2;9;0;0;0
2020-04-28 04:45:00;13;2;1;0;0;6;7;6;2;2;0
2020-04-28 05:00:00;24;1;1;0;0;27;5;25;2;6;0
2020-04-28 05:15:00;20;1;1;0;0;17;3;17;1;3;0
2020-04-28 05:30:00;59;3;1;0;0;43;4;43;4;5;0
2020-04-28 05:45:00;69;4;4;0;1;38;9;38;2;5;0
2020-04-28 06:00:00;69;4;3;0;1;43;7;43;4;5;0
2020-04-28 06:15:00;76;5;4;2;1;42;6;42;6;8;0
2020-04-28 06:30:00;134;7;3;18;0;62;3;62;7;5;0
2020-04-28 06:45:00;165;5;5;0;0;56;11;56;8;5;0
2020-04-28 07:00:00;137;2;1;1;0;43;11;44;2;2;0
2020-04-28 07:15:00;137;7;6;2;3;45;13;45;5;6;1
2020-04-28 07:30:00;105;1;0;2;1;45;16;45;4;5;0
2020-04-28 07:45:00;162;2;3;0;0;47;8;47;7;6;0
2020-04-28 08:00:00;97;8;4;1;1;54;13;54;12;8;0
2020-04-28 08:15:00;81;3;2;1;2;45;24;45;5;10;0
2020-04-28 08:30:00;76;4;2;7;1;41;21;41;16;7;1
2020-04-28 08:45:00;85;3;1;0;0;58;24;58;11;4;1
2020-04-28 09:00:00;88;3;2;1;0;62;23;62;17;9;0
2020-04-28 09:15:00;85;4;2;2;3;62;36;61;34;13;0
2020-04-28 09:30:00;77;3;0;2;3;59;36;58;30;24;0
2020-04-28 09:45:00;95;3;3;0;0;61;39;61;36;18;0
2020-04-28 10:00:00;100;4;2;2;0;68;37;69;22;19;0
2020-04-28 10:15:00;77;2;1;5;0;58;27;59;33;13;0
2020-04-28 10:30:00;88;2;3;1;0;75;34;74;32;10;0
2020-04-28 10:45:00;81;5;3;1;0;75;75;74;33;13;0
2020-04-28 11:00:00;78;1;0;2;1;73;38;73;25;12;0
2020-04-28 11:15:00;61;4;1;1;0;60;37;62;33;13;1
2020-04-28 11:30:00;91;0;0;0;1;64;39;64;36;17;0
2020-04-28 11:45:00;74;2;0;0;3;82;40;82;38;13;0
