DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-03-05 00:00:00;7;8;1;1;3;9;13;6
2020-03-05 00:15:00;7;6;2;1;0;6;16;9
2020-03-05 00:30:00;7;7;2;0;0;2;9;1
2020-03-05 00:45:00;7;7;3;1;1;3;12;3
2020-03-05 01:00:00;5;10;5;1;0;3;9;3
2020-03-05 01:15:00;10;9;1;1;0;5;7;1
2020-03-05 01:30:00;7;6;2;0;0;3;6;3
2020-03-05 01:45:00;8;4;1;3;3;4;9;6
2020-03-05 02:00:00;7;5;1;1;1;2;9;4
2020-03-05 02:15:00;9;11;4;1;1;4;7;1
2020-03-05 02:30:00;11;4;0;0;0;2;8;0
2020-03-05 02:45:00;12;5;0;2;2;5;15;8
2020-03-05 03:00:00;7;7;3;1;1;5;8;5
2020-03-05 03:15:00;4;6;2;1;1;4;7;5
2020-03-05 03:30:00;9;9;3;1;2;4;6;4
2020-03-05 03:45:00;6;1;0;1;0;3;10;4
2020-03-05 04:00:00;9;6;1;1;1;3;9;4
2020-03-05 04:15:00;23;10;3;4;4;6;15;14
2020-03-05 04:30:00;19;4;2;3;2;6;13;6
2020-03-05 04:45:00;28;21;6;5;4;14;22;17
2020-03-05 05:00:00;34;22;6;1;1;4;38;14
2020-03-05 05:15:00;34;29;10;4;4;14;52;29
2020-03-05 05:30:00;59;45;21;6;8;21;55;32
2020-03-05 05:45:00;94;80;27;6;9;39;66;39
2020-03-05 06:00:00;77;54;23;7;5;48;63;46
2020-03-05 06:15:00;37;29;12;3;0;21;23;26
2020-03-05 06:30:00;97;106;33;22;18;82;85;62
2020-03-05 06:45:00;166;198;32;22;21;127;81;67
2020-03-05 07:00:00;127;155;29;19;29;133;105;92
2020-03-05 07:15:00;164;192;33;24;34;154;120;106
2020-03-05 07:30:00;151;212;45;37;44;145;106;82
2020-03-05 07:45:00;204;265;42;38;46;152;108;80
2020-03-05 08:00:00;169;223;42;26;44;116;114;64
2020-03-05 08:15:00;149;198;25;28;33;115;95;61
2020-03-05 08:30:00;156;192;25;22;34;106;100;71
2020-03-05 08:45:00;164;180;25;31;34;99;82;50
2020-03-05 09:00:00;122;144;20;17;28;81;112;68
2020-03-05 09:15:00;111;145;27;16;28;86;106;66
2020-03-05 09:30:00;127;126;26;15;19;73;97;84
2020-03-05 09:45:00;109;124;21;18;22;82;102;78
2020-03-05 10:00:00;102;103;27;17;15;70;118;70
2020-03-05 10:15:00;96;95;23;12;18;65;126;85
2020-03-05 10:30:00;124;105;36;13;15;51;113;87
2020-03-05 10:45:00;121;108;31;11;14;53;132;104
2020-03-05 11:00:00;117;100;21;9;15;67;107;79
2020-03-05 11:15:00;120;94;23;14;14;61;125;93
2020-03-05 11:30:00;115;113;23;14;15;62;121;88
2020-03-05 11:45:00;107;110;23;14;19;57;124;96
2020-03-05 12:00:00;128;101;26;11;13;50;121;88
2020-03-05 12:15:00;96;98;33;15;18;70;131;92
2020-03-05 12:30:00;111;107;34;17;14;67;149;118
2020-03-05 12:45:00;120;112;36;17;15;68;136;110
2020-03-05 13:00:00;105;126;33;15;10;65;148;95
2020-03-05 13:15:00;118;120;29;19;20;70;139;98
2020-03-05 13:30:00;120;126;20;14;23;74;134;93
2020-03-05 13:45:00;116;105;24;10;9;52;120;81
2020-03-05 14:00:00;11;13;5;2;0;3;9;8
2020-03-05 14:15:00;109;124;34;15;17;61;110;70
2020-03-05 14:30:00;137;142;41;13;17;82;143;109
2020-03-05 14:45:00;125;141;40;22;22;79;118;96
2020-03-05 15:00:00;132;115;39;11;15;68;147;102
2020-03-05 15:15:00;132;133;51;15;19;65;146;122
2020-03-05 15:30:00;132;124;46;21;16;83;128;113
2020-03-05 15:45:00;135;139;55;18;15;82;129;105
2020-03-05 16:00:00;140;129;60;15;11;80;176;130
2020-03-05 16:15:00;131;117;54;14;11;67;155;114
2020-03-05 16:30:00;153;134;66;15;9;84;158;124
2020-03-05 16:45:00;144;116;65;19;22;89;187;130
2020-03-05 17:00:00;139;137;57;11;11;87;174;143
2020-03-05 17:15:00;141;131;65;18;12;94;164;140
2020-03-05 17:30:00;124;106;49;11;13;79;142;132
2020-03-05 17:45:00;126;121;45;15;7;98;131;119
2020-03-05 18:00:00;112;108;65;15;12;81;152;114
2020-03-05 18:15:00;103;93;40;9;5;80;136;102
2020-03-05 18:30:00;86;88;34;6;9;81;145;89
2020-03-05 18:45:00;84;59;28;12;16;73;120;85
2020-03-05 19:00:00;64;63;30;11;12;74;102;73
2020-03-05 19:15:00;57;63;26;12;9;70;95;65
2020-03-05 19:30:00;44;34;15;9;7;51;83;40
2020-03-05 19:45:00;39;46;21;5;3;35;89;46
