DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-02-13 00:00:00;7;3;5;1;0;0;0;13;0;0;0;0;0
2020-02-13 00:15:00;14;7;8;6;0;1;0;15;0;0;0;0;0
2020-02-13 00:30:00;9;6;7;2;1;1;1;28;0;0;0;0;0
2020-02-13 00:45:00;3;1;4;3;0;0;0;12;0;0;0;0;0
2020-02-13 01:00:00;5;1;5;1;1;2;0;6;0;0;0;0;0
2020-02-13 01:15:00;5;0;1;0;1;1;1;6;0;0;0;0;0
2020-02-13 01:30:00;18;6;5;1;0;0;0;7;0;0;0;0;0
2020-02-13 01:45:00;5;1;1;0;0;0;0;3;0;0;0;0;0
2020-02-13 02:00:00;12;4;4;1;0;0;0;4;0;0;0;0;0
2020-02-13 02:15:00;4;4;4;4;0;0;0;4;0;0;0;0;0
2020-02-13 02:30:00;7;2;3;1;1;1;0;7;0;0;0;0;0
2020-02-13 02:45:00;9;3;1;1;0;0;0;5;0;0;0;0;0
2020-02-13 03:00:00;6;2;4;2;0;0;0;7;0;0;0;0;0
2020-02-13 03:15:00;5;5;8;1;0;0;0;7;0;0;0;0;0
2020-02-13 03:30:00;8;5;7;3;1;1;0;7;0;0;0;0;0
2020-02-13 03:45:00;5;2;3;1;0;0;1;4;0;0;0;0;0
2020-02-13 04:00:00;7;3;4;2;1;1;1;8;0;0;0;0;0
2020-02-13 04:15:00;17;4;6;2;1;1;0;9;0;0;0;0;0
2020-02-13 04:30:00;8;1;2;1;0;0;1;18;0;0;0;0;0
2020-02-13 04:45:00;18;5;5;2;3;3;1;13;0;0;0;0;0
2020-02-13 05:00:00;22;10;16;5;2;6;2;30;0;0;0;0;0
2020-02-13 05:15:00;31;15;22;14;5;7;7;42;0;0;0;0;0
2020-02-13 05:30:00;66;12;21;7;6;8;12;82;0;0;0;0;0
2020-02-13 05:45:00;58;22;29;10;8;9;7;109;0;0;0;0;0
2020-02-13 06:00:00;94;18;25;16;6;9;4;121;0;0;0;0;0
2020-02-13 06:15:00;113;18;26;7;4;7;5;114;0;0;0;0;0
2020-02-13 06:30:00;125;176;36;16;15;16;9;168;0;0;0;0;0
2020-02-13 06:45:00;124;23;29;17;13;15;13;195;0;1;0;0;0
2020-02-13 07:00:00;141;32;38;28;9;16;23;223;1;0;0;0;0
2020-02-13 07:15:00;184;25;32;22;29;28;20;198;0;2;0;0;0
2020-02-13 07:30:00;220;16;22;16;24;25;31;204;6;0;0;0;0
2020-02-13 07:45:00;161;30;33;28;31;30;40;220;1;2;0;0;0
2020-02-13 08:00:00;167;16;22;16;19;24;28;216;2;1;0;0;0
2020-02-13 08:15:00;187;25;31;24;28;53;27;252;1;7;0;0;0
2020-02-13 08:30:00;209;16;24;19;27;29;29;209;1;0;0;0;0
2020-02-13 08:45:00;172;30;36;22;33;36;23;184;2;2;0;0;0
2020-02-13 09:00:00;132;22;30;20;19;22;28;165;3;0;0;0;0
2020-02-13 09:15:00;162;19;31;25;34;42;35;235;4;0;0;0;0
2020-02-13 09:30:00;146;18;25;22;33;35;24;208;2;1;0;0;0
2020-02-13 09:45:00;148;20;25;19;31;40;20;200;4;0;0;0;0
2020-02-13 10:00:00;152;23;42;25;34;29;17;176;3;2;0;0;0
2020-02-13 10:15:00;193;23;27;19;39;42;31;180;3;4;0;0;0
2020-02-13 10:30:00;151;21;26;21;30;32;8;216;6;0;0;0;0
