DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-05-19 00:00:00;6;1;0;1;2;6;5;1;0;2;0;0
2020-05-19 00:15:00;4;7;1;2;3;10;11;4;0;1;0;0
2020-05-19 00:30:00;5;2;0;1;0;4;6;6;4;3;0;0
2020-05-19 00:45:00;7;3;2;3;6;5;6;4;0;5;0;0
2020-05-19 01:00:00;0;3;1;3;3;4;4;3;1;4;0;0
2020-05-19 01:15:00;3;0;0;0;1;5;11;3;3;2;0;0
2020-05-19 01:30:00;0;2;1;0;0;7;5;1;1;2;0;0
2020-05-19 01:45:00;1;4;2;0;2;1;4;3;0;1;0;0
2020-05-19 02:00:00;1;1;0;0;0;3;4;4;0;2;0;0
2020-05-19 02:15:00;0;2;0;1;2;1;3;2;2;1;0;0
2020-05-19 02:30:00;2;2;0;0;0;1;2;2;0;1;0;0
2020-05-19 02:45:00;4;0;1;1;3;1;3;1;4;2;0;0
2020-05-19 03:00:00;2;1;0;2;1;1;3;2;0;1;0;0
2020-05-19 03:15:00;2;1;0;0;0;0;0;0;0;0;0;0
2020-05-19 03:30:00;2;1;1;1;1;2;3;1;1;0;0;0
2020-05-19 03:45:00;3;0;0;0;0;3;5;3;3;2;0;0
2020-05-19 04:00:00;6;3;0;2;2;3;5;2;1;0;0;0
2020-05-19 04:15:00;5;4;0;1;1;7;5;2;8;2;0;0
2020-05-19 04:30:00;6;5;0;2;1;5;4;3;10;7;0;0
2020-05-19 04:45:00;9;4;0;0;0;7;6;4;12;6;0;0
2020-05-19 05:00:00;18;10;0;6;9;18;18;7;22;8;0;0
2020-05-19 05:15:00;38;18;1;6;5;25;22;6;25;4;0;0
2020-05-19 05:30:00;39;13;3;5;8;31;41;17;43;13;2;0
2020-05-19 05:45:00;12;7;0;5;4;31;25;12;27;8;2;0
2020-05-19 06:00:00;16;9;1;5;4;29;20;17;24;10;0;0
2020-05-19 06:15:00;54;25;3;6;9;74;73;35;40;21;4;2
2020-05-19 06:30:00;48;27;1;9;10;83;91;42;51;25;5;13
2020-05-19 06:45:00;60;40;2;9;14;115;121;80;65;23;6;19
2020-05-19 07:00:00;69;34;6;13;16;119;126;69;59;28;3;5
2020-05-19 07:15:00;55;32;8;13;20;126;146;110;58;39;2;12
2020-05-19 07:30:00;73;44;4;15;25;140;106;114;73;25;1;2
2020-05-19 07:45:00;74;36;10;16;28;125;90;73;84;22;3;8
2020-05-19 08:00:00;49;23;4;9;14;90;86;75;72;18;4;2
2020-05-19 08:15:00;59;25;4;14;18;87;101;74;71;18;1;3
2020-05-19 08:30:00;57;35;6;13;13;84;89;54;69;24;3;29
2020-05-19 08:45:00;61;27;7;11;16;71;86;50;67;15;6;12
2020-05-19 09:00:00;54;38;5;4;13;62;72;53;77;19;2;3
2020-05-19 09:15:00;62;28;4;9;12;74;74;69;76;15;4;9
2020-05-19 09:30:00;56;44;8;15;12;71;65;74;62;18;3;5
2020-05-19 09:45:00;57;35;1;6;7;50;46;41;52;14;9;2
