DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-12-28 00:00:00;2;0;0;1;1;0;0;0;0;0
2020-12-28 00:15:00;2;1;0;2;2;0;0;0;0;0
2020-12-28 00:30:00;8;1;0;3;1;2;0;0;0;0
2020-12-28 00:45:00;2;2;0;5;4;0;0;0;0;0
2020-12-28 01:00:00;1;1;0;0;1;0;0;0;0;0
2020-12-28 01:15:00;4;1;0;2;0;0;0;0;0;0
2020-12-28 01:30:00;2;1;0;1;1;0;0;0;0;0
2020-12-28 01:45:00;2;1;0;1;1;0;0;0;0;0
2020-12-28 02:00:00;3;2;0;0;0;0;0;0;0;0
2020-12-28 02:15:00;4;0;0;2;2;0;0;0;0;0
2020-12-28 02:30:00;7;4;0;4;1;0;0;0;0;0
2020-12-28 02:45:00;1;0;0;2;2;0;0;0;0;0
2020-12-28 03:00:00;6;5;0;4;2;1;0;0;0;0
2020-12-28 03:15:00;5;1;0;0;0;0;0;0;0;0
2020-12-28 03:30:00;5;2;0;3;1;0;0;0;0;0
2020-12-28 03:45:00;3;1;0;2;1;0;0;0;0;0
2020-12-28 04:00:00;3;5;0;1;1;0;0;0;0;0
2020-12-28 04:15:00;3;1;0;5;4;0;0;0;0;0
2020-12-28 04:30:00;8;3;0;6;5;1;0;0;0;0
2020-12-28 04:45:00;5;3;0;7;2;0;0;0;0;0
2020-12-28 05:00:00;6;2;0;4;2;0;0;0;0;0
2020-12-28 05:15:00;20;7;0;13;6;0;0;0;0;0
2020-12-28 05:30:00;24;6;0;19;10;0;0;0;0;0
2020-12-28 05:45:00;17;8;0;17;6;4;0;0;0;0
2020-12-28 06:00:00;13;4;0;22;4;0;0;0;0;0
2020-12-28 06:15:00;20;16;0;33;12;4;0;0;0;0
2020-12-28 06:30:00;18;15;0;28;6;254;0;0;0;0
2020-12-28 06:45:00;29;13;0;24;11;1;0;0;0;0
2020-12-28 07:00:00;20;16;0;30;7;3;0;0;0;0
2020-12-28 07:15:00;33;14;0;31;28;1;0;0;0;0
2020-12-28 07:30:00;28;21;0;43;24;1;0;0;0;0
2020-12-28 07:45:00;39;33;0;34;21;7;1;0;0;0
2020-12-28 08:00:00;38;27;0;49;22;7;0;0;0;0
2020-12-28 08:15:00;35;32;1;37;22;6;0;0;0;0
