DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-11-10 00:00:00;3;1;1;1;0;0;4;1
2020-11-10 00:15:00;3;4;5;1;3;0;4;1
2020-11-10 00:30:00;3;6;6;0;0;0;1;2
2020-11-10 00:45:00;0;3;3;0;2;0;3;2
2020-11-10 01:00:00;0;4;4;0;0;0;2;2
2020-11-10 01:15:00;1;1;1;0;0;0;2;0
2020-11-10 01:30:00;2;2;2;0;1;0;2;0
2020-11-10 01:45:00;0;2;2;1;2;0;1;0
2020-11-10 02:00:00;0;4;4;0;1;0;3;3
2020-11-10 02:15:00;0;1;1;3;3;0;4;0
2020-11-10 02:30:00;0;1;1;0;3;0;0;0
2020-11-10 02:45:00;0;2;2;0;0;0;2;2
2020-11-10 03:00:00;0;4;4;0;0;0;4;2
2020-11-10 03:15:00;1;1;1;1;4;0;2;3
2020-11-10 03:30:00;1;4;4;1;2;0;2;2
2020-11-10 03:45:00;0;3;3;1;4;0;3;4
2020-11-10 04:00:00;1;4;4;2;1;0;3;3
2020-11-10 04:15:00;2;7;7;2;3;0;5;4
2020-11-10 04:30:00;2;15;15;5;9;0;4;0
2020-11-10 04:45:00;7;18;18;2;6;0;7;3
2020-11-10 05:00:00;32;54;54;5;9;0;10;11
2020-11-10 05:15:00;62;81;82;8;10;0;26;13
2020-11-10 05:30:00;79;84;86;8;22;0;47;20
2020-11-10 05:45:00;68;74;75;32;29;0;50;37
2020-11-10 06:00:00;49;51;50;32;54;0;44;41
2020-11-10 06:15:00;83;70;68;21;34;0;44;38
2020-11-10 06:30:00;95;81;78;14;33;0;57;27
2020-11-10 06:45:00;97;87;88;13;17;0;52;33
2020-11-10 07:00:00;110;95;96;11;16;0;64;33
2020-11-10 07:15:00;114;86;85;15;17;0;60;31
2020-11-10 07:30:00;130;94;95;26;42;0;81;70
2020-11-10 07:45:00;214;108;104;17;29;0;113;99
2020-11-10 08:00:00;164;104;103;16;33;0;95;57
2020-11-10 08:15:00;109;82;81;22;53;0;66;52
2020-11-10 08:30:00;92;59;59;13;21;0;66;37
2020-11-10 08:45:00;78;58;60;14;15;0;62;39
2020-11-10 09:00:00;60;58;57;18;29;0;52;44
2020-11-10 09:15:00;79;72;72;15;16;0;64;38
2020-11-10 09:30:00;51;52;50;16;20;0;56;48
2020-11-10 09:45:00;83;69;71;18;24;0;79;47
2020-11-10 10:00:00;53;43;39;19;30;0;60;36
2020-11-10 10:15:00;67;50;50;11;20;0;64;37
2020-11-10 10:30:00;68;58;55;20;24;0;72;47
2020-11-10 10:45:00;50;65;66;23;31;0;70;52
2020-11-10 11:00:00;76;58;60;17;23;0;69;41
2020-11-10 11:15:00;61;62;60;14;23;0;79;47
2020-11-10 11:30:00;95;69;67;19;25;0;81;51
2020-11-10 11:45:00;82;57;53;14;19;0;74;43
2020-11-10 12:00:00;67;57;54;18;17;0;73;54
2020-11-10 12:15:00;90;62;60;21;20;0;68;49
2020-11-10 12:30:00;82;62;61;11;25;0;70;40
2020-11-10 12:45:00;87;75;74;18;30;0;72;53
2020-11-10 13:00:00;117;89;91;15;34;0;83;61
2020-11-10 13:15:00;112;103;103;16;25;0;86;53
2020-11-10 13:30:00;109;99;95;14;35;0;79;44
2020-11-10 13:45:00;136;100;99;16;25;0;85;43
2020-11-10 14:00:00;110;86;86;27;44;0;101;58
2020-11-10 14:15:00;77;55;52;29;53;0;95;94
2020-11-10 14:30:00;78;69;68;32;45;0;100;74
2020-11-10 14:45:00;85;62;60;21;35;0;85;52
2020-11-10 15:00:00;84;53;53;21;32;0;113;77
2020-11-10 15:15:00;81;75;75;20;29;0;99;82
2020-11-10 15:30:00;88;66;68;26;34;0;96;66
2020-11-10 15:45:00;102;74;71;17;26;0;109;86
2020-11-10 16:00:00;102;74;77;28;85;0;113;79
2020-11-10 16:15:00;114;65;65;19;25;0;108;76
2020-11-10 16:30:00;102;71;68;19;32;0;104;79
2020-11-10 16:45:00;93;74;77;16;22;0;90;79
2020-11-10 17:00:00;112;67;65;27;37;0;101;68
2020-11-10 17:15:00;97;68;66;17;29;0;100;65
2020-11-10 17:30:00;82;50;51;16;61;0;88;66
2020-11-10 17:45:00;58;62;57;20;34;0;97;67
2020-11-10 18:00:00;76;47;49;15;28;0;78;55
2020-11-10 18:15:00;52;39;38;18;21;0;62;44
2020-11-10 18:30:00;49;47;47;9;17;0;60;46
2020-11-10 18:45:00;48;50;47;13;19;0;62;32
2020-11-10 19:00:00;37;41;39;7;18;0;44;24
2020-11-10 19:15:00;41;30;27;10;30;0;45;30
2020-11-10 19:30:00;33;40;36;6;10;0;42;31
2020-11-10 19:45:00;24;28;25;11;14;0;46;24
2020-11-10 20:00:00;23;30;31;10;8;0;32;20
2020-11-10 20:15:00;19;24;25;5;5;0;34;18
2020-11-10 20:30:00;28;33;31;5;7;0;30;15
2020-11-10 20:45:00;32;31;33;3;13;0;30;9
2020-11-10 21:00:00;57;78;77;4;6;0;28;21
2020-11-10 21:15:00;49;76;75;8;11;0;37;14
2020-11-10 21:30:00;25;55;57;4;9;0;26;15
2020-11-10 21:45:00;10;22;22;14;25;0;37;33
2020-11-10 22:00:00;6;10;8;23;33;0;51;43
2020-11-10 22:15:00;13;16;15;23;32;0;34;24
2020-11-10 22:30:00;8;13;11;3;7;0;23;11
2020-11-10 22:45:00;7;14;16;3;4;0;12;11
2020-11-10 23:00:00;5;7;7;4;6;0;11;9
2020-11-10 23:15:00;6;6;6;5;4;0;6;3
2020-11-10 23:30:00;7;6;6;1;4;0;13;4
