DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2019-12-15 00:00:00;7;2;5;4;0;4;4;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 00:15:00;8;12;9;16;1;3;7;1;0;0;0;0;0;0;0;0;0;0
2019-12-15 00:30:00;7;2;1;4;1;1;4;1;0;0;1;0;0;0;0;0;0;0
2019-12-15 00:45:00;10;6;4;3;1;5;1;1;0;0;0;0;0;0;0;0;0;0
2019-12-15 01:00:00;4;3;3;2;0;0;6;2;1;2;0;0;0;0;0;0;0;0
2019-12-15 01:15:00;10;2;1;2;1;1;4;2;0;0;0;0;0;0;0;0;0;0
2019-12-15 01:30:00;4;5;4;1;0;4;4;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 01:45:00;3;6;3;3;0;3;6;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 02:00:00;7;4;3;2;0;1;3;0;2;2;0;0;0;0;0;0;0;0
2019-12-15 02:15:00;1;5;4;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0
2019-12-15 02:30:00;5;5;2;2;0;2;3;0;1;2;0;0;0;0;0;0;0;0
2019-12-15 02:45:00;1;4;2;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 03:00:00;3;4;1;0;0;1;2;0;1;2;0;0;0;0;0;0;0;0
2019-12-15 03:15:00;3;1;2;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 03:30:00;2;5;1;2;1;0;5;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 03:45:00;0;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 04:00:00;3;3;3;3;1;1;5;0;2;2;0;0;0;0;0;0;0;0
2019-12-15 04:15:00;3;3;4;3;1;2;2;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 04:30:00;1;5;1;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 04:45:00;2;0;1;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 05:00:00;4;3;0;6;1;3;7;0;1;2;0;0;0;0;0;0;0;0
2019-12-15 05:15:00;6;4;3;1;3;1;6;0;0;0;1;0;0;0;0;0;0;0
2019-12-15 05:30:00;2;4;1;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 05:45:00;1;2;1;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 06:00:00;5;5;1;2;1;1;3;0;1;2;0;0;0;0;0;0;0;0
2019-12-15 06:15:00;5;3;0;3;1;1;4;0;0;0;0;0;0;0;1;0;0;0
2019-12-15 06:30:00;3;9;2;2;0;1;5;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 06:45:00;2;7;3;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 07:00:00;1;2;2;7;0;1;3;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 07:15:00;1;0;0;0;0;2;3;0;1;2;0;0;0;0;0;0;0;0
2019-12-15 07:30:00;3;3;0;3;0;0;6;1;0;0;1;0;0;0;0;0;0;0
2019-12-15 07:45:00;0;3;5;4;2;4;3;0;0;0;1;0;0;0;0;0;0;0
2019-12-15 08:00:00;10;9;8;2;1;0;4;0;0;0;1;0;0;0;0;0;0;0
2019-12-15 08:15:00;2;2;4;2;1;4;4;0;1;6;0;0;0;0;0;0;0;0
2019-12-15 08:30:00;6;4;3;2;0;6;3;0;0;0;1;0;0;0;0;0;0;0
2019-12-15 08:45:00;3;6;6;6;0;8;9;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 09:00:00;6;4;4;10;0;7;9;0;0;0;1;0;0;0;0;0;0;0
2019-12-15 09:15:00;5;4;6;5;4;7;12;0;2;2;0;0;0;0;0;0;0;0
2019-12-15 09:30:00;11;14;4;17;0;11;24;0;1;1;0;0;0;0;0;0;0;0
2019-12-15 09:45:00;24;15;8;9;3;17;32;0;0;0;6;0;0;0;0;0;0;0
2019-12-15 10:00:00;29;11;9;9;5;14;13;3;0;0;3;0;0;0;0;0;0;0
2019-12-15 10:15:00;19;5;8;6;2;9;8;0;2;2;2;0;0;0;0;0;0;0
2019-12-15 10:30:00;22;14;6;11;1;10;10;2;0;0;2;0;0;0;0;0;0;0
2019-12-15 10:45:00;19;11;5;9;4;17;10;4;0;0;1;0;0;0;0;0;0;0
2019-12-15 11:00:00;22;9;7;13;5;11;19;2;0;0;1;0;0;0;7;0;0;0
2019-12-15 11:15:00;19;7;12;11;4;13;15;2;3;2;1;0;0;0;5;6;0;0
2019-12-15 11:30:00;16;11;8;13;3;14;18;5;1;1;0;0;0;0;0;0;0;0
2019-12-15 11:45:00;19;15;11;18;2;18;23;3;0;0;1;0;0;0;0;0;0;0
2019-12-15 12:00:00;22;19;19;19;3;17;20;7;0;0;2;0;0;0;0;0;0;0
2019-12-15 12:15:00;22;18;15;17;5;16;15;1;2;2;0;0;0;0;0;0;0;0
2019-12-15 12:30:00;25;10;12;18;9;11;23;4;1;1;0;0;0;0;0;0;0;0
2019-12-15 12:45:00;19;12;9;15;6;16;18;10;0;0;0;0;0;0;0;0;0;0
2019-12-15 13:00:00;18;8;19;17;7;9;20;9;0;0;0;0;0;0;0;0;0;0
2019-12-15 13:15:00;21;16;11;13;5;10;18;14;2;2;0;0;0;0;0;0;0;0
2019-12-15 13:30:00;8;19;15;19;3;7;11;5;0;0;0;3;0;0;1;0;0;0
2019-12-15 13:45:00;21;13;17;15;7;16;15;13;0;0;2;0;0;0;0;0;0;5
2019-12-15 14:00:00;31;21;15;20;2;19;17;9;0;0;2;0;0;0;0;0;0;0
2019-12-15 14:15:00;16;17;18;18;4;16;20;5;2;2;1;0;0;0;0;0;0;0
2019-12-15 14:30:00;16;25;13;23;8;18;21;4;1;2;2;0;0;0;0;0;0;0
2019-12-15 14:45:00;16;16;11;15;5;26;26;6;0;0;2;13;0;0;0;0;0;0
2019-12-15 15:00:00;23;19;12;19;8;18;16;12;0;0;2;4;0;0;2;0;0;0
2019-12-15 15:15:00;25;20;17;13;6;14;19;7;2;3;1;2;0;0;0;0;0;0
2019-12-15 15:30:00;11;17;10;20;2;11;14;1;1;1;0;48;0;0;0;0;0;0
2019-12-15 15:45:00;23;18;14;13;4;12;21;6;0;0;0;1;0;0;0;0;0;0
2019-12-15 16:00:00;23;14;11;10;5;22;19;6;2;0;1;0;0;0;0;0;0;0
2019-12-15 16:15:00;18;12;11;8;7;19;19;2;3;2;0;0;0;0;0;0;0;0
2019-12-15 16:30:00;15;13;4;10;3;24;26;1;0;0;2;0;0;0;0;0;0;0
2019-12-15 16:45:00;19;9;16;16;3;12;17;6;1;1;2;0;0;0;0;0;0;0
2019-12-15 17:00:00;23;15;20;15;5;17;32;14;0;0;1;0;0;0;0;0;0;0
2019-12-15 17:15:00;21;21;15;14;8;12;21;3;3;2;0;0;0;0;3;0;0;0
2019-12-15 17:30:00;14;14;3;11;4;16;18;1;1;1;0;0;0;0;0;0;0;0
2019-12-15 17:45:00;15;9;15;13;5;16;22;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 18:00:00;17;17;12;11;3;13;29;0;0;0;1;0;0;0;2;0;0;0
2019-12-15 18:15:00;12;14;8;8;3;17;18;2;2;3;0;0;0;0;0;0;0;0
2019-12-15 18:30:00;23;15;11;10;3;14;19;0;2;1;0;0;0;0;0;0;0;0
2019-12-15 18:45:00;14;16;17;9;5;10;11;0;0;0;0;0;0;0;0;0;0;0
2019-12-15 19:00:00;18;22;17;14;0;8;15;1;0;0;0;0;0;0;0;0;0;0
2019-12-15 19:15:00;14;9;9;11;3;12;11;0;3;3;0;0;0;0;2;0;0;0
2019-12-15 19:30:00;13;11;10;7;4;5;12;0;2;1;0;0;0;0;0;0;0;0
2019-12-15 19:45:00;14;15;9;8;3;4;8;1;0;0;2;0;0;0;0;0;0;0
2019-12-15 20:00:00;13;17;10;10;2;9;14;4;0;0;0;0;0;0;0;0;0;0
