DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-06-13 00:00:00;8;1;2;0;11;21;22;0;0;0;0;0;0;0
2020-06-13 00:15:00;15;5;2;2;10;39;25;0;0;0;0;0;0;0
2020-06-13 00:30:00;13;2;5;4;7;10;29;0;0;0;0;0;0;0
2020-06-13 00:45:00;15;2;4;1;13;21;25;0;0;0;0;0;0;0
2020-06-13 01:00:00;13;1;2;3;6;20;22;0;0;0;0;0;0;0
2020-06-13 01:15:00;10;0;3;4;11;16;16;0;0;0;0;0;0;0
2020-06-13 01:30:00;10;0;1;1;10;16;18;0;0;0;0;0;0;0
2020-06-13 01:45:00;5;0;5;4;9;26;11;0;0;0;0;0;0;0
2020-06-13 02:00:00;10;0;1;1;2;16;13;0;0;0;0;0;0;0
2020-06-13 02:15:00;4;0;3;2;4;11;13;0;0;0;0;0;0;0
2020-06-13 02:30:00;3;0;3;4;8;14;6;0;0;0;0;0;0;0
2020-06-13 02:45:00;7;2;1;2;4;5;12;0;0;0;0;0;0;0
2020-06-13 03:00:00;6;0;1;0;7;9;10;0;0;0;0;0;0;0
2020-06-13 03:15:00;1;1;0;1;1;3;5;0;0;0;0;0;0;0
2020-06-13 03:30:00;0;0;2;1;2;4;5;0;0;0;0;0;0;0
2020-06-13 03:45:00;4;1;0;0;8;12;6;0;0;0;0;0;0;0
2020-06-13 04:00:00;5;1;0;0;3;8;7;0;0;0;0;0;0;0
2020-06-13 04:15:00;3;0;1;2;5;11;5;0;0;0;0;0;0;0
2020-06-13 04:30:00;4;0;2;0;4;7;6;0;0;0;0;0;0;0
2020-06-13 04:45:00;4;0;1;0;4;10;3;0;0;0;0;0;0;0
2020-06-13 05:00:00;8;1;0;1;5;11;5;0;0;0;0;0;0;0
2020-06-13 05:15:00;7;0;0;0;6;14;12;0;0;0;0;0;0;0
2020-06-13 05:30:00;23;1;2;3;10;22;34;0;0;0;0;0;0;0
2020-06-13 05:45:00;12;0;4;0;4;20;25;0;0;0;0;0;0;0
2020-06-13 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-13 06:15:00;12;4;4;3;9;23;21;0;0;0;0;0;0;0
2020-06-13 06:30:00;18;3;5;3;11;29;23;0;0;0;0;0;0;0
2020-06-13 06:45:00;14;2;9;7;8;28;24;0;0;0;0;0;0;0
2020-06-13 07:00:00;16;8;9;7;14;28;26;0;0;0;0;0;0;0
2020-06-13 07:15:00;26;11;13;4;14;36;44;0;0;0;0;0;0;0
2020-06-13 07:30:00;29;9;12;9;20;44;38;1;0;0;0;0;0;0
2020-06-13 07:45:00;32;11;9;12;25;48;51;0;0;0;0;0;0;0
2020-06-13 08:00:00;29;10;9;11;20;54;42;9;0;0;0;0;0;0
2020-06-13 08:15:00;31;16;8;6;34;59;50;0;0;3;0;0;0;0
2020-06-13 08:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-13 08:45:00;51;19;21;13;30;65;62;2;0;2;0;0;0;0
2020-06-13 09:00:00;59;20;18;13;51;74;98;6;0;0;0;0;0;0
2020-06-13 09:15:00;62;24;26;19;44;90;81;6;0;0;0;0;0;0
2020-06-13 09:30:00;69;34;25;19;49;83;100;0;0;0;0;0;0;0
2020-06-13 09:45:00;74;38;26;19;49;101;105;2;4;5;0;0;0;0
2020-06-13 10:00:00;71;31;32;23;45;84;108;4;0;0;0;0;0;0
2020-06-13 10:15:00;78;24;37;25;53;101;115;5;0;0;0;0;0;0
2020-06-13 10:30:00;68;35;35;25;63;123;110;1;0;0;0;0;0;0
2020-06-13 10:45:00;82;34;32;16;63;124;114;3;0;8;0;0;0;0
2020-06-13 11:00:00;80;35;28;28;65;109;123;3;0;3;0;0;0;0
2020-06-13 11:15:00;80;39;27;32;63;99;122;2;0;1;0;0;0;0
2020-06-13 11:30:00;78;41;39;25;81;136;117;2;0;3;0;0;0;0
2020-06-13 11:45:00;78;34;37;20;59;106;119;4;0;2;0;0;0;0
2020-06-13 12:00:00;99;40;42;23;74;103;136;0;0;1;0;0;0;0
2020-06-13 12:15:00;77;39;38;20;60;104;112;3;0;2;5;5;5;0
2020-06-13 12:30:00;83;24;24;21;67;111;135;2;0;0;0;0;0;0
2020-06-13 12:45:00;93;29;35;25;65;107;120;0;0;10;3;3;3;0
2020-06-13 13:00:00;84;32;31;14;61;100;112;4;6;8;0;0;0;0
2020-06-13 13:15:00;89;40;30;25;63;97;123;3;9;4;0;0;0;0
