DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2019-08-08 00:00:00;0;17;0;1;1;2;21;5;0;0
2019-08-08 00:15:00;0;22;1;0;2;4;30;17;0;0
2019-08-08 00:30:00;0;31;0;0;1;4;21;8;0;0
2019-08-08 00:45:00;0;16;0;1;1;3;17;5;0;0
2019-08-08 01:00:00;0;26;0;1;0;2;12;8;0;0
2019-08-08 01:15:00;0;16;0;0;1;1;13;6;0;0
2019-08-08 01:30:00;0;18;2;0;1;1;15;3;0;0
2019-08-08 01:45:00;0;8;0;0;0;1;12;2;0;0
2019-08-08 02:00:00;0;11;0;0;1;5;7;1;0;0
2019-08-08 02:15:00;0;16;0;0;1;2;12;3;0;0
2019-08-08 02:30:00;0;17;1;0;0;1;10;2;0;0
2019-08-08 02:45:00;0;12;0;0;0;2;11;0;0;0
2019-08-08 03:00:00;0;11;1;0;0;1;11;4;0;0
2019-08-08 03:15:00;0;8;0;0;0;0;8;2;0;0
2019-08-08 03:30:00;0;12;0;0;0;1;8;3;0;0
2019-08-08 03:45:00;0;8;0;1;0;1;13;2;0;0
2019-08-08 04:00:00;0;21;0;0;0;5;15;2;0;0
2019-08-08 04:15:00;0;24;1;1;1;8;8;2;0;0
2019-08-08 04:30:00;0;36;0;0;0;11;22;9;0;0
2019-08-08 04:45:00;0;33;0;0;2;14;31;12;0;0
2019-08-08 05:00:00;0;64;1;1;2;74;56;48;0;0
2019-08-08 05:15:00;0;69;1;2;2;117;81;68;0;0
2019-08-08 05:30:00;0;141;2;10;12;131;95;103;0;0
2019-08-08 05:45:00;0;187;5;38;52;165;84;121;0;0
2019-08-08 06:00:00;0;228;24;51;54;146;65;103;0;0
2019-08-08 06:15:00;0;156;8;9;10;171;80;103;0;0
2019-08-08 06:30:00;0;165;1;10;9;222;80;150;0;0
2019-08-08 06:45:00;0;169;1;6;6;194;90;157;0;0
2019-08-08 07:00:00;0;167;6;15;8;188;83;162;0;0
2019-08-08 07:15:00;0;129;2;15;14;184;87;138;0;0
2019-08-08 07:30:00;0;203;7;16;16;203;106;172;0;0
2019-08-08 07:45:00;0;216;8;15;13;213;112;174;0;0
2019-08-08 08:00:00;0;186;8;10;12;167;88;147;0;0
2019-08-08 08:15:00;0;144;10;12;13;164;82;132;0;0
2019-08-08 08:30:00;0;180;7;12;12;134;76;137;0;0
2019-08-08 08:45:00;0;188;6;15;17;130;105;146;0;0
2019-08-08 09:00:00;0;158;7;17;21;89;88;110;0;0
2019-08-08 09:15:00;0;156;3;17;15;72;76;112;0;0
2019-08-08 09:30:00;0;169;12;19;13;56;97;133;0;0
2019-08-08 09:45:00;0;174;2;16;29;83;99;132;0;0
2019-08-08 10:00:00;0;163;10;23;28;55;97;134;0;0
2019-08-08 10:15:00;0;186;6;18;27;51;93;117;0;0
2019-08-08 10:30:00;0;168;7;17;15;63;86;131;0;0
2019-08-08 10:45:00;0;170;11;17;29;49;93;113;0;0
2019-08-08 11:00:00;0;116;6;18;23;55;106;118;0;0
2019-08-08 11:15:00;0;133;13;19;32;51;92;123;0;0
2019-08-08 11:30:00;0;149;12;25;34;62;93;116;0;0
2019-08-08 11:45:00;0;154;12;27;36;51;86;121;0;0
2019-08-08 12:00:00;0;146;9;29;43;61;95;110;0;0
2019-08-08 12:15:00;0;148;9;24;40;46;89;95;0;0
2019-08-08 12:30:00;0;141;6;25;32;44;95;117;0;0
2019-08-08 12:45:00;0;122;8;25;35;71;100;107;0;0
2019-08-08 13:00:00;0;140;18;37;51;83;103;139;0;0
2019-08-08 13:15:00;0;121;15;25;29;109;113;133;0;0
2019-08-08 13:30:00;0;147;7;35;33;134;97;139;0;0
2019-08-08 13:45:00;0;147;8;40;46;90;131;153;0;0
2019-08-08 14:00:00;0;212;16;47;58;70;118;123;0;0
2019-08-08 14:15:00;0;181;21;72;84;47;96;98;0;0
2019-08-08 14:30:00;0;178;20;99;104;43;100;137;0;0
2019-08-08 14:45:00;0;183;23;78;90;46;120;134;0;0
2019-08-08 15:00:00;0;168;28;91;101;43;105;121;0;0
2019-08-08 15:15:00;0;173;20;88;84;32;114;136;0;0
2019-08-08 15:30:00;0;174;28;84;87;33;117;147;0;0
2019-08-08 15:45:00;0;175;16;79;89;31;111;143;0;0
2019-08-08 16:00:00;0;183;29;81;94;31;116;141;0;0
2019-08-08 16:15:00;0;188;28;60;69;36;116;147;0;0
2019-08-08 16:30:00;0;174;13;83;79;28;118;114;0;0
2019-08-08 16:45:00;0;184;31;74;87;29;122;150;0;0
2019-08-08 17:00:00;0;176;21;71;79;22;124;152;0;0
2019-08-08 17:15:00;0;161;23;62;66;21;119;142;0;0
2019-08-08 17:30:00;0;180;15;49;55;31;112;139;0;0
2019-08-08 17:45:00;0;169;6;40;51;23;113;144;0;0
2019-08-08 18:00:00;0;146;8;26;33;26;109;134;0;0
2019-08-08 18:15:00;0;156;14;28;32;22;126;170;0;0
2019-08-08 18:30:00;0;127;2;20;25;17;103;118;0;0
2019-08-08 18:45:00;0;124;3;8;14;19;104;130;0;0
2019-08-08 19:00:00;0;126;6;14;16;26;104;120;0;0
2019-08-08 19:15:00;0;118;2;7;11;20;97;97;0;0
2019-08-08 19:30:00;0;135;4;11;17;16;82;93;0;0
2019-08-08 19:45:00;0;104;2;9;9;9;83;75;0;0
2019-08-08 20:00:00;0;129;4;7;20;13;81;80;0;0
2019-08-08 20:15:00;0;106;2;8;7;10;79;74;0;0
2019-08-08 20:30:00;0;101;2;5;7;24;77;72;0;0
2019-08-08 20:45:00;0;90;0;2;15;33;59;59;0;0
2019-08-08 21:00:00;0;85;3;4;7;102;79;73;0;0
2019-08-08 21:15:00;0;78;0;5;11;98;68;84;0;0
2019-08-08 21:30:00;0;77;0;11;20;61;82;68;0;0
2019-08-08 21:45:00;0;106;7;34;45;22;54;49;0;0
2019-08-08 22:00:00;0;127;14;58;66;11;46;41;0;0
2019-08-08 22:15:00;0;81;6;14;17;9;63;41;0;0
2019-08-08 22:30:00;0;67;1;4;4;7;47;36;0;0
2019-08-08 22:45:00;0;59;1;3;5;10;33;24;0;0
2019-08-08 23:00:00;0;55;2;1;3;2;29;19;0;0
2019-08-08 23:15:00;0;22;1;1;3;2;32;15;0;0
2019-08-08 23:30:00;0;38;0;2;3;3;34;18;0;0
2019-08-08 23:45:00;0;30;0;0;1;6;29;10;0;0
