DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-10-08 00:00:00;4;1;2;0;1;1;1;3;0;0
2020-10-08 00:15:00;3;2;0;0;2;0;0;3;0;0
2020-10-08 00:30:00;0;4;3;0;1;0;1;5;0;0
2020-10-08 00:45:00;4;5;4;0;0;0;0;1;0;0
2020-10-08 01:00:00;5;6;1;2;0;0;0;0;0;0
2020-10-08 01:15:00;2;4;2;1;1;0;1;0;0;0
2020-10-08 01:30:00;2;1;0;0;0;0;0;2;0;0
2020-10-08 01:45:00;1;2;0;0;0;0;0;1;0;0
2020-10-08 02:00:00;3;4;0;0;1;0;0;1;0;0
2020-10-08 02:15:00;1;1;0;0;0;0;0;3;0;0
2020-10-08 02:30:00;3;2;5;0;0;0;0;1;0;0
2020-10-08 02:45:00;3;3;0;1;1;0;0;0;0;0
2020-10-08 03:00:00;2;3;1;0;0;0;1;0;0;0
2020-10-08 03:15:00;1;2;4;1;0;0;0;1;0;0
2020-10-08 03:30:00;1;0;1;1;0;0;1;1;0;0
2020-10-08 03:45:00;5;6;5;2;2;1;0;0;0;0
2020-10-08 04:00:00;5;4;2;1;1;0;0;2;0;0
2020-10-08 04:15:00;7;2;1;0;0;0;0;0;0;0
2020-10-08 04:30:00;14;7;8;2;2;1;1;3;0;0
2020-10-08 04:45:00;21;13;20;2;0;2;1;1;0;0
2020-10-08 05:00:00;58;8;47;3;1;1;0;3;0;0
2020-10-08 05:15:00;125;12;159;4;2;7;4;5;0;0
2020-10-08 05:30:00;172;27;165;13;8;9;16;15;0;0
2020-10-08 05:45:00;94;24;68;8;31;9;99;56;0;0
2020-10-08 06:00:00;57;36;59;8;64;6;116;118;3;0
2020-10-08 06:15:00;63;27;69;2;23;3;44;36;0;0
2020-10-08 06:30:00;58;35;90;4;7;1;7;13;0;0
2020-10-08 06:45:00;72;41;78;5;2;5;5;6;0;0
2020-10-08 07:00:00;52;34;80;5;5;6;7;6;0;0
2020-10-08 07:15:00;53;37;80;6;4;5;5;12;4;2
2020-10-08 07:30:00;51;71;114;7;4;7;15;10;0;0
2020-10-08 07:45:00;63;65;92;9;9;7;10;7;0;0
2020-10-08 08:00:00;75;63;87;5;2;5;13;9;0;0
2020-10-08 08:15:00;59;67;75;3;2;5;16;11;2;0
2020-10-08 08:30:00;46;44;75;2;5;6;8;9;0;0
2020-10-08 08:45:00;47;42;58;4;9;10;16;9;0;0
2020-10-08 09:00:00;34;50;39;6;6;5;7;10;0;0
2020-10-08 09:15:00;25;39;43;2;6;2;12;15;18;0
2020-10-08 09:30:00;33;56;46;10;6;2;10;9;0;0
2020-10-08 09:45:00;35;44;39;4;7;2;14;16;1;0
2020-10-08 10:00:00;36;53;42;6;11;3;20;10;2;2
2020-10-08 10:15:00;29;33;57;7;4;4;19;1;2;6
2020-10-08 10:30:00;30;47;61;6;3;4;23;10;3;4
2020-10-08 10:45:00;30;52;52;4;5;7;14;11;2;1
2020-10-08 11:00:00;36;43;60;2;7;2;11;12;2;0
2020-10-08 11:15:00;42;51;65;5;4;7;12;3;1;0
2020-10-08 11:30:00;42;55;72;4;8;10;19;7;4;0
2020-10-08 11:45:00;29;48;60;5;6;4;21;16;0;0
2020-10-08 12:00:00;40;55;51;8;5;3;24;19;4;1
2020-10-08 12:15:00;31;46;67;6;6;2;20;18;1;0
2020-10-08 12:30:00;43;53;57;7;5;2;20;12;4;3
2020-10-08 12:45:00;40;42;67;3;9;3;27;16;3;1
2020-10-08 13:00:00;62;49;84;5;7;4;18;16;0;0
2020-10-08 13:15:00;79;50;93;6;12;5;22;9;0;0
2020-10-08 13:30:00;88;42;99;7;9;4;24;17;0;2
2020-10-08 13:45:00;83;60;106;14;5;2;41;18;1;0
2020-10-08 14:00:00;75;55;83;10;24;8;87;70;0;0
2020-10-08 14:15:00;45;62;48;6;39;7;155;91;2;2
2020-10-08 14:30:00;28;108;58;11;69;3;139;58;1;0
2020-10-08 14:45:00;24;68;46;9;23;3;60;18;1;1
2020-10-08 15:00:00;49;95;62;5;17;4;54;30;2;14
2020-10-08 15:15:00;28;73;60;4;16;3;56;19;2;0
2020-10-08 15:30:00;42;81;73;2;16;2;40;24;1;7
2020-10-08 15:45:00;40;82;63;10;11;4;49;27;1;2
2020-10-08 16:00:00;47;85;89;5;12;3;45;29;3;0
2020-10-08 16:15:00;32;66;62;12;10;2;39;22;2;1
2020-10-08 16:30:00;47;80;63;9;14;2;38;30;8;0
2020-10-08 16:45:00;37;71;67;5;8;4;31;23;3;0
2020-10-08 17:00:00;44;77;76;6;10;5;28;27;11;19
2020-10-08 17:15:00;31;56;65;9;8;4;29;16;2;10
2020-10-08 17:30:00;37;56;69;8;11;2;27;27;9;3
2020-10-08 17:45:00;38;45;67;3;8;7;21;11;1;1
2020-10-08 18:00:00;34;45;64;5;11;5;12;19;0;0
2020-10-08 18:15:00;34;50;52;6;7;3;20;11;4;7
2020-10-08 18:30:00;42;54;51;7;8;3;17;10;1;5
2020-10-08 18:45:00;18;24;37;5;5;2;10;10;1;3
2020-10-08 19:00:00;32;48;53;3;9;2;15;14;1;0
2020-10-08 19:15:00;20;32;39;5;5;3;9;7;1;0
2020-10-08 19:30:00;24;26;22;2;5;1;6;8;0;1
2020-10-08 19:45:00;15;19;19;1;1;0;4;5;0;0
2020-10-08 20:00:00;17;17;29;4;1;1;6;3;0;0
2020-10-08 20:15:00;18;19;17;2;3;2;5;10;0;0
2020-10-08 20:30:00;26;18;29;0;3;1;1;7;0;0
2020-10-08 20:45:00;40;20;40;1;1;1;6;9;0;0
2020-10-08 21:00:00;87;18;70;1;2;8;5;5;0;0
2020-10-08 21:15:00;150;21;111;3;3;3;0;8;0;0
2020-10-08 21:30:00;112;22;58;9;3;4;21;10;0;0
2020-10-08 21:45:00;47;28;18;4;24;5;45;34;0;0
2020-10-08 22:00:00;19;33;18;9;72;1;99;71;0;0
