DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2019-12-24 00:00:00;6;8;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 00:15:00;17;13;13;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 00:30:00;13;10;10;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 00:45:00;15;7;14;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 01:00:00;14;13;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 01:15:00;14;7;9;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 01:30:00;9;8;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 01:45:00;8;6;12;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 02:00:00;10;4;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 02:15:00;9;4;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 02:30:00;7;3;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 02:45:00;6;3;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 03:00:00;4;5;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 03:15:00;17;3;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 03:30:00;4;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 03:45:00;6;2;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 04:00:00;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 04:15:00;3;2;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 04:30:00;10;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 04:45:00;4;6;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 05:00:00;11;2;7;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 05:15:00;20;5;11;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 05:30:00;16;17;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 05:45:00;23;14;7;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 06:00:00;13;11;6;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 06:15:00;21;12;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 06:30:00;22;14;12;23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 06:45:00;16;13;14;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 07:00:00;17;20;11;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 07:15:00;24;16;16;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 07:30:00;28;31;19;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 07:45:00;29;31;22;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 08:00:00;47;31;24;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 08:15:00;38;27;30;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 08:30:00;58;43;29;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 08:45:00;59;81;38;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 09:00:00;59;64;41;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 09:15:00;81;69;49;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 09:30:00;68;67;50;80;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 09:45:00;86;94;261;114;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 10:00:00;88;103;61;102;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 10:15:00;97;123;73;109;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2019-12-24 10:30:00;93;110;71;124;7;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 10:45:00;106;122;72;129;5;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2019-12-24 11:00:00;106;119;66;117;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
2019-12-24 11:15:00;114;133;79;133;2;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 11:30:00;88;123;90;152;2;6;0;0;17;0;2;0;0;0;0;0;0;0;0;0
2019-12-24 11:45:00;83;105;77;127;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 12:00:00;95;106;81;130;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 12:15:00;113;112;80;154;1;14;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 12:30:00;94;87;57;126;13;2;0;0;0;18;0;0;0;0;0;0;0;0;0;0
2019-12-24 12:45:00;77;92;60;121;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 13:00:00;106;102;84;144;1;1;0;0;4;2;0;0;0;0;0;0;0;0;0;0
2019-12-24 13:15:00;83;91;68;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 13:30:00;68;76;67;121;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-24 13:45:00;90;84;103;175;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
