DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-10-19 00:00:00;3;6;2;0;1;3;0;2
2020-10-19 00:15:00;2;0;2;1;1;5;0;2
2020-10-19 00:30:00;4;2;1;2;1;3;0;0
2020-10-19 00:45:00;6;5;4;2;2;0;0;4
2020-10-19 01:00:00;0;1;1;1;1;3;0;3
2020-10-19 01:15:00;3;3;2;2;2;5;0;4
2020-10-19 01:30:00;0;1;1;1;1;2;0;0
2020-10-19 01:45:00;6;3;1;2;1;0;0;2
2020-10-19 02:00:00;3;0;0;1;1;1;0;0
2020-10-19 02:15:00;0;0;0;2;3;1;0;1
2020-10-19 02:30:00;2;1;1;2;1;1;0;1
2020-10-19 02:45:00;2;1;0;1;1;0;0;2
2020-10-19 03:00:00;3;1;0;1;3;3;0;0
2020-10-19 03:15:00;2;0;0;2;1;0;0;0
2020-10-19 03:30:00;2;0;0;1;0;0;0;1
2020-10-19 03:45:00;3;1;0;1;1;3;0;0
2020-10-19 04:00:00;2;4;2;3;1;0;0;2
2020-10-19 04:15:00;4;2;3;5;1;0;0;2
2020-10-19 04:30:00;3;8;3;2;1;2;0;2
2020-10-19 04:45:00;9;8;10;1;2;6;0;5
2020-10-19 05:00:00;11;21;32;9;4;12;0;5
2020-10-19 05:15:00;20;37;82;9;5;42;0;14
2020-10-19 05:30:00;26;39;66;9;8;30;0;19
2020-10-19 05:45:00;46;38;68;19;16;21;0;22
2020-10-19 06:00:00;29;20;48;16;30;13;0;11
2020-10-19 06:15:00;31;25;55;13;25;28;0;14
2020-10-19 06:30:00;51;38;86;18;22;31;0;28
2020-10-19 06:45:00;40;41;69;12;26;35;0;38
2020-10-19 07:00:00;57;43;65;21;53;31;0;41
2020-10-19 07:15:00;99;60;57;38;70;31;0;48
2020-10-19 07:30:00;117;107;72;35;75;64;0;72
2020-10-19 07:45:00;113;99;94;29;58;71;0;80
2020-10-19 08:00:00;79;69;72;16;44;49;0;60
2020-10-19 08:15:00;66;53;66;40;39;41;0;54
2020-10-19 08:30:00;69;55;50;32;44;31;0;48
2020-10-19 08:45:00;60;43;35;39;43;23;0;46
2020-10-19 09:00:00;60;41;37;24;47;36;0;36
2020-10-19 09:15:00;48;37;28;22;47;31;0;32
2020-10-19 09:30:00;69;41;33;28;40;40;0;43
2020-10-19 09:45:00;70;40;24;35;43;31;0;45
2020-10-19 10:00:00;55;42;28;30;30;30;0;39
2020-10-19 10:15:00;64;44;30;33;57;33;0;44
2020-10-19 10:30:00;66;38;18;29;35;32;0;43
2020-10-19 10:45:00;69;47;24;40;38;41;0;44
2020-10-19 11:00:00;57;39;28;31;33;41;0;48
2020-10-19 11:15:00;63;39;26;34;40;34;0;49
2020-10-19 11:30:00;42;37;25;33;30;42;0;48
2020-10-19 11:45:00;49;43;30;33;32;36;0;49
2020-10-19 12:00:00;63;57;29;23;39;41;0;47
2020-10-19 12:15:00;71;49;28;38;47;35;0;58
2020-10-19 12:30:00;56;49;30;32;48;40;0;42
2020-10-19 12:45:00;62;51;22;40;44;44;0;63
2020-10-19 13:00:00;62;69;39;33;48;57;0;85
2020-10-19 13:15:00;51;51;57;30;42;62;0;58
2020-10-19 13:30:00;59;47;59;26;70;51;0;39
2020-10-19 13:45:00;62;49;59;43;123;35;0;47
2020-10-19 14:00:00;65;54;41;52;46;41;0;47
2020-10-19 14:15:00;52;45;16;70;76;39;0;47
2020-10-19 14:30:00;62;59;26;83;68;39;0;45
2020-10-19 14:45:00;62;67;35;59;55;47;0;60
2020-10-19 15:00:00;66;43;28;69;53;53;0;68
2020-10-19 15:15:00;78;74;30;61;56;56;0;50
2020-10-19 15:30:00;83;61;31;50;54;40;0;67
2020-10-19 15:45:00;78;71;33;57;53;52;0;64
2020-10-19 16:00:00;50;80;27;52;40;56;0;90
2020-10-19 16:15:00;34;103;26;69;60;37;0;72
2020-10-19 16:30:00;49;93;30;53;48;52;0;84
2020-10-19 16:45:00;46;96;33;69;48;40;0;44
