DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-12-05 00:00:00;7;16;0;0;0;8;8;0;0
2019-12-05 00:15:00;19;8;0;0;0;15;5;0;0
2019-12-05 00:30:00;19;8;0;0;0;14;7;0;2
2019-12-05 00:45:00;14;4;0;0;0;11;3;0;0
2019-12-05 01:00:00;11;7;0;0;0;5;3;0;0
2019-12-05 01:15:00;13;6;0;0;0;16;3;0;1
2019-12-05 01:30:00;7;2;0;0;0;7;8;0;0
2019-12-05 01:45:00;9;2;0;1;0;6;2;0;0
2019-12-05 02:00:00;7;2;0;0;0;2;2;0;0
2019-12-05 02:15:00;11;7;0;0;0;6;1;0;0
2019-12-05 02:30:00;5;4;0;0;0;5;2;0;0
2019-12-05 02:45:00;14;3;0;0;0;9;1;0;0
2019-12-05 03:00:00;6;3;0;0;0;11;3;0;0
2019-12-05 03:15:00;5;3;0;0;0;10;8;0;2
2019-12-05 03:30:00;8;4;0;0;1;7;3;0;0
2019-12-05 03:45:00;11;4;0;1;0;17;2;0;0
2019-12-05 04:00:00;8;9;1;0;0;8;6;0;0
2019-12-05 04:15:00;17;5;0;0;1;17;7;0;0
2019-12-05 04:30:00;13;12;0;0;1;24;11;0;0
2019-12-05 04:45:00;42;17;1;1;0;70;37;0;0
2019-12-05 05:00:00;32;27;0;0;0;105;68;0;2
2019-12-05 05:15:00;53;52;2;1;3;206;152;0;1
2019-12-05 05:30:00;59;56;1;1;4;180;160;0;2
2019-12-05 05:45:00;137;157;1;1;4;213;174;1;3
2019-12-05 06:00:00;177;168;1;1;5;162;165;0;6
2019-12-05 06:15:00;153;142;5;2;3;259;229;0;5
2019-12-05 06:30:00;98;97;4;5;7;215;231;2;10
2019-12-05 06:45:00;85;102;6;5;8;198;249;5;7
2019-12-05 07:00:00;82;85;4;11;10;223;242;36;16
2019-12-05 07:15:00;88;104;5;5;5;240;255;9;16
2019-12-05 07:30:00;120;130;5;6;9;243;278;5;8
2019-12-05 07:45:00;128;140;8;10;13;257;259;4;10
2019-12-05 08:00:00;120;120;9;6;17;264;270;6;11
2019-12-05 08:15:00;108;123;7;11;16;228;235;3;3
2019-12-05 08:30:00;95;101;10;10;15;161;197;13;6
2019-12-05 08:45:00;112;121;9;15;10;178;198;24;8
2019-12-05 09:00:00;101;95;12;20;17;149;178;11;2
2019-12-05 09:15:00;94;83;11;17;19;144;186;13;3
2019-12-05 09:30:00;118;111;14;17;27;146;194;11;1
2019-12-05 09:45:00;118;119;12;27;20;151;185;7;4
2019-12-05 10:00:00;118;105;13;26;16;118;161;1;2
2019-12-05 10:15:00;107;134;18;26;20;111;167;1;3
2019-12-05 10:30:00;98;112;11;26;17;123;161;22;0
2019-12-05 10:45:00;130;139;18;28;20;119;144;3;0
2019-12-05 11:00:00;141;142;11;35;12;115;145;5;0
2019-12-05 11:15:00;131;138;9;15;13;113;134;23;0
2019-12-05 11:30:00;165;173;15;23;15;110;141;1;1
2019-12-05 11:45:00;154;160;10;32;20;116;134;0;0
2019-12-05 12:00:00;148;161;10;23;17;128;131;4;0
2019-12-05 12:15:00;139;170;5;20;7;107;98;9;1
2019-12-05 12:30:00;149;172;10;25;10;123;147;6;0
2019-12-05 12:45:00;165;199;12;14;10;122;150;9;1
2019-12-05 13:00:00;162;207;12;18;14;163;174;19;0
2019-12-05 13:15:00;148;178;23;20;16;184;196;5;1
2019-12-05 13:30:00;174;191;20;24;16;207;219;8;0
2019-12-05 13:45:00;168;183;15;26;16;170;196;27;1
2019-12-05 14:00:00;209;210;18;31;16;140;159;8;1
2019-12-05 14:15:00;266;275;16;26;17;133;171;5;0
2019-12-05 14:30:00;275;264;16;30;17;122;158;11;0
2019-12-05 14:45:00;264;265;13;28;17;135;170;7;2
2019-12-05 15:00:00;228;252;15;23;15;124;167;7;0
2019-12-05 15:15:00;255;264;10;26;19;116;171;4;1
2019-12-05 15:30:00;249;238;25;25;17;138;182;38;1
2019-12-05 15:45:00;270;282;25;20;9;135;164;9;1
2019-12-05 16:00:00;284;272;15;31;13;134;193;6;3
2019-12-05 16:15:00;283;253;32;18;20;128;167;13;2
2019-12-05 16:30:00;261;222;24;29;7;158;204;0;6
2019-12-05 16:45:00;276;228;24;32;21;151;188;12;3
2019-12-05 17:00:00;253;253;15;27;17;154;182;4;5
2019-12-05 17:15:00;256;258;21;26;13;124;179;1;8
2019-12-05 17:30:00;233;227;11;22;17;119;154;0;5
2019-12-05 17:45:00;214;232;11;27;14;150;189;31;3
2019-12-05 18:00:00;202;230;8;23;13;120;134;6;17
2019-12-05 18:15:00;184;194;6;18;12;121;154;26;3
2019-12-05 18:30:00;167;182;5;9;5;116;148;1;4
2019-12-05 18:45:00;152;177;3;17;3;98;121;0;4
2019-12-05 19:00:00;144;170;4;21;3;87;87;0;1
2019-12-05 19:15:00;125;138;1;6;1;85;88;0;8
2019-12-05 19:30:00;133;123;3;4;1;71;78;11;6
2019-12-05 19:45:00;117;101;4;3;2;85;74;0;3
2019-12-05 20:00:00;103;134;2;6;2;70;74;0;0
2019-12-05 20:15:00;102;116;1;2;3;66;67;0;4
2019-12-05 20:30:00;74;66;3;0;1;75;70;0;0
2019-12-05 20:45:00;61;71;2;2;0;97;71;0;3
2019-12-05 21:00:00;71;64;0;1;0;149;101;0;0
2019-12-05 21:15:00;64;72;3;0;0;185;135;0;2
2019-12-05 21:30:00;69;55;1;1;1;129;110;0;0
2019-12-05 21:45:00;140;162;3;1;0;90;59;0;1
2019-12-05 22:00:00;192;194;0;1;0;58;39;4;0
2019-12-05 22:15:00;151;144;2;2;2;54;41;0;4
2019-12-05 22:30:00;69;63;0;1;0;53;54;0;0
2019-12-05 22:45:00;41;45;0;0;1;36;24;0;0
2019-12-05 23:00:00;32;25;0;1;0;29;16;0;0
2019-12-05 23:15:00;39;41;0;0;0;23;14;0;0
2019-12-05 23:30:00;25;21;0;0;0;24;11;0;0
2019-12-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
