DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-09-20 00:00:00;14;10;11;3;16;19;7;14;0;0;0;0;0;0
2020-09-20 00:15:00;22;24;14;5;24;24;5;5;0;0;0;0;0;0
2020-09-20 00:30:00;14;18;8;4;17;12;3;4;0;0;0;0;0;0
2020-09-20 00:45:00;22;16;17;2;17;18;8;4;0;0;0;0;0;0
2020-09-20 01:00:00;16;14;12;4;12;24;5;5;0;0;0;0;0;0
2020-09-20 01:15:00;9;10;10;2;17;13;6;3;0;0;4;0;0;0
2020-09-20 01:30:00;12;16;3;1;4;10;8;5;0;0;0;0;0;0
2020-09-20 01:45:00;16;15;4;0;10;11;7;5;0;0;0;0;0;0
2020-09-20 02:00:00;11;11;6;1;13;19;7;3;0;0;7;0;0;0
2020-09-20 02:15:00;8;8;6;2;9;10;2;2;0;0;0;0;0;0
2020-09-20 02:30:00;5;10;3;1;5;11;2;0;0;0;0;0;0;0
2020-09-20 02:45:00;7;5;5;3;7;11;0;2;0;0;0;0;0;0
2020-09-20 03:00:00;6;10;9;1;10;8;2;1;0;0;0;0;0;0
2020-09-20 03:15:00;5;7;1;0;5;8;1;1;0;0;0;0;0;0
2020-09-20 03:30:00;5;7;4;1;5;4;0;1;0;0;0;0;0;0
2020-09-20 03:45:00;6;2;2;0;6;3;3;1;0;0;0;0;0;0
2020-09-20 04:00:00;10;5;2;1;2;3;2;0;0;0;3;0;0;0
2020-09-20 04:15:00;6;3;4;1;4;4;3;0;0;0;0;0;0;0
2020-09-20 04:30:00;6;5;1;0;2;2;2;2;0;0;0;0;0;0
2020-09-20 04:45:00;4;5;1;0;4;8;2;1;0;0;0;0;0;0
2020-09-20 05:00:00;2;1;3;1;5;2;5;3;0;0;0;0;0;0
2020-09-20 05:15:00;4;5;5;1;3;5;4;5;0;0;0;0;0;0
2020-09-20 05:30:00;12;8;3;3;5;12;5;1;0;0;0;0;0;0
2020-09-20 05:45:00;12;9;7;0;7;8;3;1;0;0;0;0;0;0
2020-09-20 06:00:00;6;3;4;3;7;7;8;3;0;0;0;0;0;0
2020-09-20 06:15:00;8;6;6;1;7;7;3;1;0;0;0;0;0;0
2020-09-20 06:30:00;11;9;4;2;10;10;9;5;0;0;0;0;0;0
2020-09-20 06:45:00;6;6;2;3;12;14;3;2;0;0;0;0;0;0
2020-09-20 07:00:00;4;3;1;2;9;14;3;5;0;0;0;0;0;0
2020-09-20 07:15:00;9;4;8;2;7;10;10;5;0;0;0;0;0;0
2020-09-20 07:30:00;12;16;8;5;12;8;17;12;0;0;0;0;0;0
2020-09-20 07:45:00;16;15;7;0;13;12;14;6;0;2;0;0;0;0
2020-09-20 08:00:00;14;9;3;0;13;10;15;6;0;0;0;0;0;0
2020-09-20 08:15:00;18;14;14;4;14;16;10;7;0;0;0;0;0;0
2020-09-20 08:30:00;25;14;9;3;16;18;11;6;0;0;0;0;1;0
2020-09-20 08:45:00;25;24;22;3;27;19;8;10;0;0;0;0;0;0
2020-09-20 09:00:00;30;25;16;5;25;36;15;8;0;2;0;0;0;0
2020-09-20 09:15:00;35;29;24;3;25;32;16;9;0;0;0;0;0;0
2020-09-20 09:30:00;39;29;19;9;36;34;22;21;0;0;0;0;0;0
2020-09-20 09:45:00;37;43;23;7;33;41;27;21;0;0;0;0;0;0
2020-09-20 10:00:00;47;39;37;8;38;54;27;19;0;0;0;0;0;3
2020-09-20 10:15:00;46;39;22;9;38;38;31;24;0;0;0;0;0;3
2020-09-20 10:30:00;39;33;34;13;41;44;25;26;0;0;0;0;0;1
2020-09-20 10:45:00;41;41;14;6;48;47;29;21;5;0;0;0;1;0
2020-09-20 11:00:00;51;48;34;12;52;45;30;23;0;0;0;0;0;0
2020-09-20 11:15:00;42;40;30;5;52;61;27;26;0;2;0;0;0;0
2020-09-20 11:30:00;58;54;32;8;51;65;34;25;0;0;0;0;5;0
2020-09-20 11:45:00;49;54;27;16;46;98;37;21;0;0;0;0;0;0
2020-09-20 12:00:00;52;45;31;7;40;49;34;28;0;0;0;0;3;2
2020-09-20 12:15:00;52;42;35;13;43;60;27;24;0;0;2;0;0;0
2020-09-20 12:30:00;49;58;31;16;37;49;35;20;0;0;0;0;0;0
2020-09-20 12:45:00;57;52;26;12;43;48;28;22;0;0;0;0;0;0
2020-09-20 13:00:00;60;68;43;11;48;53;26;28;0;1;0;0;0;0
2020-09-20 13:15:00;52;47;38;9;49;56;22;27;0;0;5;0;0;0
2020-09-20 13:30:00;65;68;34;12;39;50;24;16;0;3;0;0;1;3
2020-09-20 13:45:00;57;70;34;3;42;51;25;23;24;5;0;0;0;3
2020-09-20 14:00:00;67;68;27;17;61;84;22;24;0;2;14;0;0;0
2020-09-20 14:15:00;69;73;30;9;47;72;26;14;51;2;1;0;0;0
2020-09-20 14:30:00;60;65;27;5;52;71;22;22;0;0;0;0;0;0
2020-09-20 14:45:00;72;79;30;9;38;54;40;31;0;0;2;0;0;3
2020-09-20 15:00:00;65;71;41;12;53;57;27;22;0;0;0;0;0;0
2020-09-20 15:15:00;64;68;44;13;39;69;30;27;0;0;0;1;0;0
2020-09-20 15:30:00;76;62;29;8;38;58;30;17;0;0;0;0;0;0
2020-09-20 15:45:00;72;81;39;7;38;50;31;31;0;0;56;0;0;0
2020-09-20 16:00:00;62;60;41;15;55;78;34;23;0;63;0;0;0;0
2020-09-20 16:15:00;61;53;32;10;50;77;32;24;0;0;0;0;0;0
2020-09-20 16:30:00;57;63;29;14;56;67;49;25;0;1;6;0;0;0
2020-09-20 16:45:00;64;74;32;11;59;66;37;18;0;4;2;0;0;1
2020-09-20 17:00:00;65;79;36;12;48;77;32;20;5;0;0;0;2;0
2020-09-20 17:15:00;57;66;38;7;53;66;31;23;28;0;6;0;2;0
2020-09-20 17:30:00;57;58;38;8;53;74;27;23;0;0;5;6;0;0
2020-09-20 17:45:00;70;71;27;14;66;68;33;20;0;0;0;0;0;26
2020-09-20 18:00:00;64;62;35;10;71;81;35;26;0;0;1;0;0;1
2020-09-20 18:15:00;80;79;41;15;46;71;26;19;0;0;0;0;0;10
2020-09-20 18:30:00;73;63;34;5;40;53;39;16;2;0;0;0;5;0
2020-09-20 18:45:00;57;59;25;16;58;65;32;15;0;3;3;0;0;0
2020-09-20 19:00:00;56;63;40;13;43;63;21;13;0;0;0;0;0;0
2020-09-20 19:15:00;64;74;30;14;60;77;37;26;0;20;27;0;0;10
2020-09-20 19:30:00;53;58;26;12;46;69;30;19;0;9;0;3;0;0
2020-09-20 19:45:00;69;65;32;7;42;60;26;24;0;0;0;0;0;0
2020-09-20 20:00:00;58;67;36;14;52;62;27;29;0;0;0;0;0;1
2020-09-20 20:15:00;61;53;15;8;37;64;29;19;0;1;1;0;40;0
2020-09-20 20:30:00;45;46;29;9;29;44;21;21;0;0;0;0;0;0
2020-09-20 20:45:00;41;48;24;8;27;45;18;20;0;0;0;0;0;6
2020-09-20 21:00:00;35;42;15;7;33;41;12;7;0;0;0;0;0;0
2020-09-20 21:15:00;44;41;25;8;24;36;19;9;0;1;0;0;0;0
2020-09-20 21:30:00;39;36;16;7;25;31;15;11;0;0;0;0;0;5
2020-09-20 21:45:00;38;35;10;7;21;34;10;13;0;0;1;0;0;0
2020-09-20 22:00:00;29;34;8;6;25;30;6;7;0;0;0;0;0;1
2020-09-20 22:15:00;29;16;10;2;18;23;8;7;0;0;0;0;0;0
2020-09-20 22:30:00;20;16;8;4;15;14;12;7;0;0;0;0;0;0
2020-09-20 22:45:00;15;17;9;4;12;20;8;9;0;0;0;0;0;0
2020-09-20 23:00:00;8;13;5;4;22;22;11;9;0;0;0;0;0;0
2020-09-20 23:15:00;12;10;5;2;7;15;2;2;0;0;0;0;0;0
2020-09-20 23:30:00;17;9;6;4;9;16;3;3;0;0;0;0;0;0
2020-09-20 23:45:00;12;7;5;4;8;12;2;5;0;0;0;0;0;0
