DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2019-09-08 00:00:00;8;15;6;5;7;11;21;16
2019-09-08 00:15:00;19;14;13;11;9;19;27;11
2019-09-08 00:30:00;18;17;7;3;5;11;16;11
2019-09-08 00:45:00;16;11;4;7;5;11;21;15
2019-09-08 01:00:00;11;8;6;8;6;17;27;11
2019-09-08 01:15:00;16;12;7;8;8;12;12;11
2019-09-08 01:30:00;15;15;10;6;5;9;18;6
2019-09-08 01:45:00;9;9;8;7;7;11;17;12
2019-09-08 02:00:00;5;3;3;3;4;10;19;10
2019-09-08 02:15:00;7;7;4;5;1;5;15;11
2019-09-08 02:30:00;4;6;2;5;5;9;10;6
2019-09-08 02:45:00;6;8;5;4;3;6;16;9
2019-09-08 03:00:00;6;3;3;2;2;2;5;6
2019-09-08 03:15:00;4;5;2;3;4;6;10;1
2019-09-08 03:30:00;2;4;2;6;3;7;3;1
2019-09-08 03:45:00;8;7;6;2;3;4;13;6
2019-09-08 04:00:00;4;7;3;0;1;2;5;4
2019-09-08 04:15:00;4;2;5;1;1;4;8;4
2019-09-08 04:30:00;4;2;0;8;5;8;11;8
2019-09-08 04:45:00;10;9;4;1;1;2;4;8
2019-09-08 05:00:00;6;7;4;4;3;4;9;4
2019-09-08 05:15:00;5;6;4;6;5;9;9;3
2019-09-08 05:30:00;7;4;4;3;4;5;13;9
2019-09-08 05:45:00;7;8;6;7;5;10;10;8
2019-09-08 06:00:00;7;8;5;5;6;11;9;4
2019-09-08 06:15:00;6;3;8;6;6;12;15;8
2019-09-08 06:30:00;7;6;4;4;2;10;11;1
2019-09-08 06:45:00;14;10;15;7;7;12;13;3
2019-09-08 07:00:00;9;10;10;8;5;7;11;2
2019-09-08 07:15:00;13;5;11;9;12;17;16;8
2019-09-08 07:30:00;12;7;12;5;3;8;21;5
2019-09-08 07:45:00;26;9;9;13;13;23;26;8
2019-09-08 08:00:00;18;21;15;9;6;17;23;6
2019-09-08 08:15:00;21;15;15;18;15;34;30;11
2019-09-08 08:30:00;26;24;18;17;21;41;42;12
2019-09-08 08:45:00;41;25;27;28;26;48;41;16
2019-09-08 09:00:00;39;18;12;23;17;44;41;16
2019-09-08 09:15:00;50;31;28;15;16;39;53;25
2019-09-08 09:30:00;43;30;39;31;31;68;47;28
2019-09-08 09:45:00;67;34;36;36;34;67;53;46
2019-09-08 10:00:00;62;34;27;41;36;73;64;31
2019-09-08 10:15:00;60;40;25;38;28;67;58;29
2019-09-08 10:30:00;49;40;31;39;32;63;63;50
2019-09-08 10:45:00;54;45;29;56;62;72;79;54
2019-09-08 11:00:00;50;41;31;28;26;59;67;45
2019-09-08 11:15:00;55;30;29;41;38;68;62;45
2019-09-08 11:30:00;51;29;27;48;25;68;63;40
2019-09-08 11:45:00;63;39;31;36;30;72;76;53
2019-09-08 12:00:00;46;45;27;30;24;55;56;53
2019-09-08 12:15:00;40;34;28;23;20;51;71;48
2019-09-08 12:30:00;42;31;22;31;52;64;56;40
2019-09-08 12:45:00;43;32;30;19;18;51;58;45
2019-09-08 13:00:00;27;35;32;29;16;39;50;37
2019-09-08 13:15:00;42;30;32;17;17;53;72;45
2019-09-08 13:30:00;37;38;32;23;29;67;60;36
2019-09-08 13:45:00;44;46;38;12;19;53;66;41
2019-09-08 14:00:00;34;36;29;25;18;54;62;41
2019-09-08 14:15:00;35;31;33;21;21;63;72;44
2019-09-08 14:30:00;52;51;29;22;29;61;62;47
2019-09-08 14:45:00;46;39;36;27;30;66;53;36
2019-09-08 15:00:00;40;32;10;25;28;68;52;32
2019-09-08 15:15:00;42;38;20;37;49;109;61;46
2019-09-08 15:30:00;38;30;21;31;50;105;61;51
2019-09-08 15:45:00;45;38;31;25;38;71;53;41
2019-09-08 16:00:00;56;38;30;19;28;57;73;40
2019-09-08 16:15:00;50;42;28;38;58;119;62;47
2019-09-08 16:30:00;50;42;30;26;43;82;50;42
2019-09-08 16:45:00;46;44;29;28;40;101;60;38
2019-09-08 17:00:00;40;36;20;29;62;96;55;49
2019-09-08 17:15:00;60;49;34;49;59;122;70;58
2019-09-08 17:30:00;57;49;25;33;52;97;81;55
2019-09-08 17:45:00;41;42;26;86;54;111;76;57
2019-09-08 18:00:00;39;40;16;33;26;58;63;50
2019-09-08 18:15:00;40;35;24;84;29;55;66;48
2019-09-08 18:30:00;34;36;17;25;23;64;63;48
2019-09-08 18:45:00;40;32;20;18;19;59;57;43
2019-09-08 19:00:00;41;34;24;22;13;41;67;41
2019-09-08 19:15:00;28;35;21;28;22;54;56;48
2019-09-08 19:30:00;38;39;23;30;21;57;70;47
2019-09-08 19:45:00;41;43;17;19;19;51;43;30
2019-09-08 20:00:00;34;36;23;33;24;66;64;43
2019-09-08 20:15:00;53;41;30;23;63;66;52;34
2019-09-08 20:30:00;49;58;53;28;25;60;49;34
2019-09-08 20:45:00;32;38;19;16;17;53;48;33
2019-09-08 21:00:00;27;33;21;12;10;35;41;23
2019-09-08 21:15:00;18;19;15;13;13;49;43;24
2019-09-08 21:30:00;29;13;10;9;18;39;26;10
2019-09-08 21:45:00;18;20;16;10;15;42;22;17
2019-09-08 22:00:00;14;21;16;4;5;33;31;24
2019-09-08 22:15:00;10;15;12;7;12;36;28;16
2019-09-08 22:30:00;11;13;9;5;10;37;16;5
2019-09-08 22:45:00;16;17;11;3;9;26;25;10
2019-09-08 23:00:00;7;13;9;6;7;22;17;12
2019-09-08 23:15:00;9;5;5;6;11;26;24;8
2019-09-08 23:30:00;5;4;2;4;5;14;12;7
2019-09-08 23:45:00;5;7;3;8;6;17;11;4
