DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2019-08-26 00:00:00;9;0;4;8;0;0;0;0;0;0;0;0
2019-08-26 00:15:00;3;0;11;2;0;0;0;0;0;0;0;0
2019-08-26 00:30:00;3;0;5;1;0;0;0;0;0;0;0;0
2019-08-26 00:45:00;0;0;4;1;0;0;0;0;0;0;0;0
2019-08-26 01:00:00;7;0;3;2;0;0;0;0;0;0;0;0
2019-08-26 01:15:00;4;0;3;1;0;0;0;0;0;0;0;0
2019-08-26 01:30:00;7;0;9;1;0;0;0;0;0;0;0;0
2019-08-26 01:45:00;2;0;3;0;0;0;0;0;0;0;0;0
2019-08-26 02:00:00;4;0;4;2;0;0;0;0;0;0;0;0
2019-08-26 02:15:00;2;0;1;1;0;0;0;0;0;0;0;0
2019-08-26 02:30:00;2;0;3;3;0;0;0;0;0;0;0;0
2019-08-26 02:45:00;2;0;0;2;0;0;0;0;0;0;0;0
2019-08-26 03:00:00;2;0;0;1;0;0;0;0;0;0;0;0
2019-08-26 03:15:00;5;0;1;0;0;0;0;0;0;0;0;0
2019-08-26 03:30:00;2;0;1;4;0;0;0;0;0;0;0;0
2019-08-26 03:45:00;1;0;4;0;0;0;0;0;0;0;0;0
2019-08-26 04:00:00;2;0;1;0;0;0;0;0;0;0;0;0
2019-08-26 04:15:00;7;0;7;5;0;0;0;0;0;0;0;0
2019-08-26 04:30:00;11;0;3;3;0;0;0;0;0;0;0;0
2019-08-26 04:45:00;9;0;8;5;0;0;0;0;0;0;0;0
2019-08-26 05:00:00;15;0;23;7;0;0;0;0;0;0;0;0
2019-08-26 05:15:00;17;0;23;2;0;0;0;0;0;0;0;0
2019-08-26 05:30:00;45;0;36;13;0;0;0;0;0;0;0;0
2019-08-26 05:45:00;37;0;37;7;1;3;0;0;0;0;0;0
2019-08-26 06:00:00;39;0;38;8;0;0;0;0;0;0;0;0
2019-08-26 06:15:00;36;0;56;10;0;0;1;0;0;0;0;0
2019-08-26 06:30:00;43;0;73;12;4;0;0;0;0;0;0;0
2019-08-26 06:45:00;70;0;65;16;0;0;6;1;0;0;0;0
2019-08-26 07:00:00;47;0;76;13;5;1;0;0;0;0;0;0
2019-08-26 07:15:00;56;0;84;13;23;0;4;4;0;0;0;0
2019-08-26 07:30:00;57;0;94;18;4;3;10;1;0;0;0;0
2019-08-26 07:45:00;64;0;103;13;5;0;23;6;0;0;0;0
2019-08-26 08:00:00;35;0;96;11;4;0;0;0;0;0;0;0
2019-08-26 08:15:00;39;0;99;16;10;0;0;0;0;0;0;0
2019-08-26 08:30:00;52;0;89;18;7;3;2;0;0;0;0;0
2019-08-26 08:45:00;52;0;64;18;4;0;0;0;0;0;0;0
2019-08-26 09:00:00;53;0;60;18;4;0;5;0;0;0;0;0
2019-08-26 09:15:00;47;0;70;10;2;1;2;0;0;0;0;0
2019-08-26 09:30:00;55;0;71;29;7;0;8;0;0;0;0;0
2019-08-26 09:45:00;59;0;75;20;1;0;1;1;0;0;0;0
2019-08-26 10:00:00;60;0;63;16;11;0;8;0;0;0;0;0
2019-08-26 10:15:00;61;0;62;17;3;0;2;0;0;0;0;0
2019-08-26 10:30:00;39;0;62;25;2;1;6;0;0;0;0;0
2019-08-26 10:45:00;54;0;69;18;9;0;3;0;0;0;0;0
2019-08-26 11:00:00;54;0;52;10;1;0;5;0;0;0;0;0
2019-08-26 11:15:00;46;0;63;12;8;2;0;0;0;0;0;0
2019-08-26 11:30:00;45;0;68;20;9;0;2;4;0;0;0;0
2019-08-26 11:45:00;55;0;54;13;2;0;1;0;0;0;0;0
2019-08-26 12:00:00;59;0;58;12;0;0;1;0;0;0;0;0
2019-08-26 12:15:00;47;0;58;19;5;2;12;0;0;0;0;0
2019-08-26 12:30:00;58;0;56;14;1;0;0;0;0;0;0;0
2019-08-26 12:45:00;53;0;50;21;3;0;2;0;0;0;0;0
2019-08-26 13:00:00;64;0;55;21;33;2;14;4;0;0;0;0
2019-08-26 13:15:00;55;0;55;13;0;0;3;0;0;0;0;0
2019-08-26 13:30:00;60;0;72;21;2;0;0;0;0;0;0;0
2019-08-26 13:45:00;56;0;73;20;9;1;1;0;0;0;0;0
2019-08-26 14:00:00;53;0;67;26;18;0;1;0;0;0;0;0
2019-08-26 14:15:00;84;0;79;27;0;0;7;1;0;0;0;0
2019-08-26 14:30:00;61;0;72;16;11;0;0;0;0;0;0;0
2019-08-26 14:45:00;72;0;66;25;6;0;7;1;0;0;0;0
2019-08-26 15:00:00;78;0;76;16;2;0;2;0;0;0;0;0
2019-08-26 15:15:00;75;0;69;24;5;0;11;0;0;0;0;0
2019-08-26 15:30:00;72;0;85;16;1;2;11;0;2;0;0;0
2019-08-26 15:45:00;69;0;76;17;6;0;0;0;1;0;0;0
2019-08-26 16:00:00;77;0;78;22;8;0;5;0;0;0;0;0
2019-08-26 16:15:00;91;0;80;24;2;5;11;0;0;0;0;0
2019-08-26 16:30:00;93;0;80;13;1;1;1;0;0;0;0;0
2019-08-26 16:45:00;102;0;82;17;25;0;2;0;0;0;0;0
2019-08-26 17:00:00;106;0;107;28;17;2;2;0;0;0;0;0
2019-08-26 17:15:00;81;0;81;28;9;1;10;0;0;0;0;0
2019-08-26 17:30:00;90;0;82;32;1;1;5;1;0;0;0;0
2019-08-26 17:45:00;96;0;64;22;1;0;0;1;0;0;0;0
2019-08-26 18:00:00;67;0;86;27;7;0;14;28;0;14;0;0
2019-08-26 18:15:00;79;0;63;16;8;0;10;0;0;0;0;0
2019-08-26 18:30:00;49;0;54;23;0;0;9;0;0;0;0;0
2019-08-26 18:45:00;60;0;59;13;2;0;0;1;0;0;0;0
2019-08-26 19:00:00;51;0;56;29;20;3;5;0;0;0;0;0
2019-08-26 19:15:00;62;0;40;20;1;2;0;0;0;0;0;0
2019-08-26 19:30:00;54;0;45;17;8;0;0;2;0;0;0;0
2019-08-26 19:45:00;40;0;53;11;0;0;0;0;0;0;0;0
2019-08-26 20:00:00;44;0;41;17;1;3;4;0;0;0;0;0
2019-08-26 20:15:00;29;0;46;11;13;0;15;0;0;0;0;0
2019-08-26 20:30:00;32;0;37;19;1;0;0;0;0;0;0;0
2019-08-26 20:45:00;38;0;42;13;0;0;0;0;0;0;0;0
2019-08-26 21:00:00;32;0;43;12;0;0;0;0;0;0;0;0
2019-08-26 21:15:00;37;0;25;15;1;1;7;0;0;0;0;0
2019-08-26 21:30:00;26;0;20;6;0;0;0;0;0;0;0;0
2019-08-26 21:45:00;22;0;16;10;0;0;0;0;0;0;0;0
2019-08-26 22:00:00;26;0;11;6;0;0;0;0;0;0;0;0
2019-08-26 22:15:00;23;0;20;11;0;1;4;1;0;0;0;0
2019-08-26 22:30:00;13;0;28;7;0;1;0;0;0;0;0;0
2019-08-26 22:45:00;16;0;17;5;0;0;0;0;0;0;0;0
2019-08-26 23:00:00;10;0;8;9;0;0;0;0;0;0;0;0
2019-08-26 23:15:00;12;0;10;7;0;0;0;0;0;0;0;0
2019-08-26 23:30:00;11;0;10;9;0;0;0;0;0;0;0;0
2019-08-26 23:45:00;4;0;7;0;0;0;0;0;0;0;0;0
