DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-07-24 00:00:00;2;7;6;0;0;8;0;0;9;1;2;2;0;0;0;0;0
2020-07-24 00:15:00;0;5;4;0;0;12;0;0;11;0;0;0;0;0;0;0;0
2020-07-24 00:30:00;0;5;5;0;0;4;0;0;4;1;1;0;0;0;0;0;0
2020-07-24 00:45:00;0;3;4;0;1;6;1;1;6;0;1;0;0;0;0;0;0
2020-07-24 01:00:00;1;6;6;0;0;7;0;0;7;0;0;0;0;0;0;0;0
2020-07-24 01:15:00;0;3;4;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-07-24 01:30:00;1;1;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0
2020-07-24 01:45:00;1;1;0;0;0;4;0;0;5;0;0;0;0;0;0;0;0
2020-07-24 02:00:00;0;1;2;0;0;4;0;0;4;1;0;1;0;0;0;0;0
2020-07-24 02:15:00;0;3;0;0;0;2;0;0;3;0;0;1;0;0;0;0;0
2020-07-24 02:30:00;0;2;1;0;0;5;0;0;4;1;0;0;0;0;0;0;0
2020-07-24 02:45:00;1;3;4;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-07-24 03:00:00;0;7;2;0;0;6;0;0;6;1;0;0;0;0;0;0;0
2020-07-24 03:15:00;0;3;0;0;0;5;0;0;5;1;0;0;0;0;0;0;0
2020-07-24 03:30:00;1;3;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0
2020-07-24 03:45:00;3;8;4;0;0;4;0;0;4;0;0;2;0;0;0;0;0
2020-07-24 04:00:00;1;5;1;0;0;1;0;0;1;0;2;2;0;0;0;0;0
2020-07-24 04:15:00;1;4;1;0;0;7;0;0;7;1;1;1;0;0;0;0;0
2020-07-24 04:30:00;0;8;3;0;0;6;0;0;7;1;0;1;0;0;0;0;0
2020-07-24 04:45:00;1;14;2;0;0;6;0;0;6;0;1;0;0;0;0;0;0
2020-07-24 05:00:00;3;19;5;0;0;5;0;0;5;0;0;2;0;0;0;0;0
2020-07-24 05:15:00;5;24;8;2;0;12;2;0;12;3;0;7;0;0;0;0;0
2020-07-24 05:30:00;2;36;14;0;1;7;1;1;9;1;1;3;0;0;0;0;0
2020-07-24 05:45:00;14;30;13;3;1;40;3;1;37;5;3;7;0;0;0;0;0
2020-07-24 06:00:00;14;25;13;1;0;38;2;0;39;1;0;4;0;0;0;0;0
2020-07-24 06:15:00;6;34;15;1;0;56;2;0;58;2;3;7;0;0;0;0;0
2020-07-24 06:30:00;7;43;26;4;2;78;6;1;74;6;0;3;0;0;0;0;0
2020-07-24 06:45:00;7;45;37;5;2;111;6;2;113;8;4;13;0;0;0;0;0
2020-07-24 07:00:00;3;55;27;3;1;90;3;0;82;4;4;8;0;0;0;0;0
2020-07-24 07:15:00;6;55;25;4;3;101;3;2;97;8;6;8;0;0;0;0;0
2020-07-24 07:30:00;8;59;41;7;6;117;8;4;120;12;8;9;0;0;0;0;0
2020-07-24 07:45:00;10;66;54;5;6;116;7;3;110;9;10;9;0;0;0;0;0
2020-07-24 08:00:00;11;46;33;9;2;73;10;1;74;7;11;16;1;0;0;0;0
2020-07-24 08:15:00;3;60;29;6;5;65;8;3;73;10;17;10;1;0;0;0;0
2020-07-24 08:30:00;8;56;32;1;2;83;1;3;78;4;18;10;0;0;0;0;0
2020-07-24 08:45:00;9;57;42;10;2;77;12;1;77;10;8;10;0;0;0;0;0
2020-07-24 09:00:00;12;58;48;12;7;69;13;4;76;11;5;8;0;0;0;0;0
2020-07-24 09:15:00;10;62;46;6;1;71;7;0;71;8;5;5;0;0;0;0;0
2020-07-24 09:30:00;9;81;47;5;4;58;5;3;62;8;8;10;0;0;0;0;0
2020-07-24 09:45:00;9;79;50;4;2;51;5;0;55;4;11;13;0;0;0;0;0
2020-07-24 10:00:00;11;87;56;1;1;59;2;1;56;3;7;6;0;0;0;0;0
2020-07-24 10:15:00;13;102;59;4;2;55;4;0;55;3;13;7;3;0;0;0;0
2020-07-24 10:30:00;5;88;59;2;5;36;3;3;35;4;306;11;0;0;0;0;0
2020-07-24 10:45:00;4;89;72;6;3;53;7;2;53;9;570;11;1;0;0;0;0
2020-07-24 11:00:00;6;93;89;1;2;58;3;1;56;1;262;17;0;0;0;0;0
2020-07-24 11:15:00;10;93;69;5;2;47;7;1;45;6;256;5;0;0;0;0;0
2020-07-24 11:30:00;17;105;68;2;2;47;5;1;43;4;304;8;0;0;0;0;0
2020-07-24 11:45:00;11;87;61;4;5;42;5;0;41;1;254;9;3;0;0;0;0
2020-07-24 12:00:00;7;118;88;2;0;71;6;2;74;2;277;23;0;0;0;0;0
2020-07-24 12:15:00;9;106;77;6;4;70;8;2;66;7;263;9;0;0;0;0;0
2020-07-24 12:30:00;16;124;80;4;2;56;4;0;58;3;6;19;0;0;0;0;0
2020-07-24 12:45:00;16;91;65;3;1;62;2;1;61;3;11;11;3;0;0;0;0
2020-07-24 13:00:00;14;107;87;1;0;61;1;0;63;5;8;11;0;0;0;0;0
2020-07-24 13:15:00;12;107;70;2;1;44;1;0;38;2;5;13;0;0;0;0;0
2020-07-24 13:30:00;18;122;84;4;1;55;4;1;53;4;10;10;0;0;0;0;0
2020-07-24 13:45:00;15;96;67;1;0;57;2;0;60;0;12;10;0;0;0;0;0
2020-07-24 14:00:00;13;119;94;6;1;64;7;0;66;6;5;10;0;0;0;0;0
2020-07-24 14:15:00;18;139;82;2;1;47;1;2;47;2;8;14;0;0;0;0;0
2020-07-24 14:30:00;17;109;89;1;0;27;4;0;29;2;14;15;0;0;0;0;0
2020-07-24 14:45:00;19;111;80;5;0;49;4;0;46;2;9;14;0;0;0;0;0
2020-07-24 15:00:00;14;121;76;3;1;39;5;0;45;0;8;11;2;0;0;0;0
2020-07-24 15:15:00;15;115;89;3;3;36;3;1;37;2;10;16;0;0;0;0;0
2020-07-24 15:30:00;22;111;72;6;4;48;7;5;55;4;4;7;0;0;0;0;0
2020-07-24 15:45:00;17;110;57;0;1;51;1;1;51;2;8;8;0;0;0;0;0
2020-07-24 16:00:00;16;117;89;2;0;42;2;0;43;3;5;16;2;0;0;0;0
2020-07-24 16:15:00;15;130;77;7;4;46;9;2;51;2;4;8;3;0;0;0;0
2020-07-24 16:30:00;14;113;80;4;5;41;4;3;45;2;6;12;0;0;0;0;0
2020-07-24 16:45:00;19;96;71;3;3;37;4;2;41;4;7;17;0;0;0;0;0
2020-07-24 17:00:00;19;110;86;4;8;66;4;1;65;4;4;7;0;0;0;0;0
2020-07-24 17:15:00;19;83;69;1;2;54;4;1;56;2;11;16;1;0;0;0;0
2020-07-24 17:30:00;12;100;61;7;5;46;7;1;48;4;10;6;0;0;0;0;0
2020-07-24 17:45:00;16;77;60;10;6;50;11;3;58;5;5;17;0;0;0;0;0
2020-07-24 18:00:00;15;90;67;2;3;79;3;2;82;4;6;7;0;0;0;0;0
2020-07-24 18:15:00;12;79;56;1;1;57;1;2;57;4;9;8;0;0;0;0;0
2020-07-24 18:30:00;10;62;44;4;12;57;5;2;61;3;2;6;0;0;0;0;0
2020-07-24 18:45:00;14;68;46;4;2;58;10;1;59;4;7;11;0;0;0;0;0
2020-07-24 19:00:00;8;74;44;5;2;36;4;1;39;1;9;5;1;0;0;0;0
2020-07-24 19:15:00;10;67;31;6;3;55;4;2;62;8;4;9;2;0;0;0;0
2020-07-24 19:30:00;6;72;23;4;3;51;3;2;54;5;2;6;0;0;0;0;0
2020-07-24 19:45:00;8;40;28;4;1;45;3;1;49;4;5;1;2;0;0;0;0
