DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-11-17 00:00:00;1;2;0;0;4;3;0;0
2020-11-17 00:15:00;3;3;0;0;2;1;0;0
2020-11-17 00:30:00;3;1;2;0;2;3;0;0
2020-11-17 00:45:00;2;3;0;0;3;2;0;0
2020-11-17 01:00:00;4;5;0;0;3;1;0;0
2020-11-17 01:15:00;3;5;0;0;3;2;0;0
2020-11-17 01:30:00;2;2;0;0;0;0;0;0
2020-11-17 01:45:00;0;1;0;0;2;2;0;0
2020-11-17 02:00:00;3;2;0;0;1;2;0;0
2020-11-17 02:15:00;1;1;0;0;2;2;0;0
2020-11-17 02:30:00;1;0;0;0;2;3;0;0
2020-11-17 02:45:00;1;1;0;0;4;2;0;0
2020-11-17 03:00:00;4;3;0;0;2;1;0;0
2020-11-17 03:15:00;4;2;0;0;2;4;0;0
2020-11-17 03:30:00;3;3;1;0;7;3;0;0
2020-11-17 03:45:00;2;1;0;0;0;1;0;0
2020-11-17 04:00:00;3;3;0;0;4;3;0;0
2020-11-17 04:15:00;0;3;1;0;0;6;0;0
2020-11-17 04:30:00;6;5;0;0;8;5;0;0
2020-11-17 04:45:00;8;7;0;0;17;20;13;0
2020-11-17 05:00:00;6;20;0;0;38;66;12;1
2020-11-17 05:15:00;9;36;3;0;100;137;16;2
2020-11-17 05:30:00;29;56;4;0;93;90;6;16
2020-11-17 05:45:00;81;121;3;0;76;45;17;13
2020-11-17 06:00:00;77;141;6;0;54;34;2;12
2020-11-17 06:15:00;30;58;1;0;51;39;17;10
2020-11-17 06:30:00;36;103;1;0;73;57;14;8
2020-11-17 06:45:00;28;75;1;0;66;63;13;2
2020-11-17 07:00:00;32;71;5;0;41;49;19;0
2020-11-17 07:15:00;44;85;6;0;52;50;9;1
2020-11-17 07:30:00;47;79;4;0;62;71;17;2
2020-11-17 07:45:00;42;75;9;0;70;58;9;5
2020-11-17 08:00:00;34;51;7;0;50;55;16;3
2020-11-17 08:15:00;33;60;11;0;46;36;13;4
2020-11-17 08:30:00;19;45;8;0;27;25;17;0
2020-11-17 08:45:00;15;32;9;0;34;37;3;0
2020-11-17 09:00:00;39;47;7;0;27;32;14;8
2020-11-17 09:15:00;33;39;17;0;30;21;1;0
2020-11-17 09:30:00;32;33;13;0;24;28;0;0
2020-11-17 09:45:00;27;40;10;0;39;40;2;0
2020-11-17 10:00:00;32;42;5;0;31;29;1;3
2020-11-17 10:15:00;21;44;7;0;48;32;0;1
2020-11-17 10:30:00;18;39;15;0;33;24;9;1
2020-11-17 10:45:00;30;34;11;0;39;43;2;6
2020-11-17 11:00:00;23;28;8;0;37;29;1;1
2020-11-17 11:15:00;21;36;14;0;36;19;1;6
2020-11-17 11:30:00;18;27;8;0;48;18;0;5
2020-11-17 11:45:00;23;35;16;0;42;17;0;5
2020-11-17 12:00:00;33;39;8;0;41;28;0;11
2020-11-17 12:15:00;28;32;9;0;51;25;6;4
2020-11-17 12:30:00;28;46;9;0;29;32;6;6
2020-11-17 12:45:00;28;39;10;0;38;48;9;5
2020-11-17 13:00:00;32;36;6;0;53;50;22;5
2020-11-17 13:15:00;23;41;12;0;65;75;16;11
2020-11-17 13:30:00;49;59;12;0;74;73;20;12
2020-11-17 13:45:00;44;66;13;0;84;73;17;10
2020-11-17 14:00:00;97;105;11;0;74;61;7;7
2020-11-17 14:15:00;120;153;20;0;58;34;0;30
2020-11-17 14:30:00;91;141;10;0;58;47;0;19
2020-11-17 14:45:00;54;62;9;0;49;34;0;13
2020-11-17 15:00:00;58;87;8;0;62;48;1;10
2020-11-17 15:15:00;52;66;10;0;86;65;0;13
2020-11-17 15:30:00;49;66;7;0;47;45;0;13
2020-11-17 15:45:00;42;48;10;0;63;41;0;13
2020-11-17 16:00:00;40;52;4;0;69;44;0;17
2020-11-17 16:15:00;44;42;5;0;55;47;0;17
2020-11-17 16:30:00;42;60;7;0;65;39;0;25
2020-11-17 16:45:00;41;58;11;0;49;36;0;6
2020-11-17 17:00:00;40;44;3;0;54;27;0;14
2020-11-17 17:15:00;41;45;8;0;62;36;0;5
2020-11-17 17:30:00;45;34;6;0;55;30;0;8
2020-11-17 17:45:00;40;35;9;0;46;23;0;5
2020-11-17 18:00:00;29;37;10;0;45;23;0;11
2020-11-17 18:15:00;19;38;10;0;36;23;0;7
2020-11-17 18:30:00;26;25;5;0;28;14;0;4
2020-11-17 18:45:00;20;15;3;0;16;10;0;3
2020-11-17 19:00:00;20;27;8;0;28;18;0;1
2020-11-17 19:15:00;17;17;1;0;11;19;0;0
2020-11-17 19:30:00;18;20;4;0;18;13;1;3
2020-11-17 19:45:00;17;16;7;0;17;10;0;1
2020-11-17 20:00:00;15;11;1;0;20;11;0;1
2020-11-17 20:15:00;16;13;1;0;14;13;1;0
2020-11-17 20:30:00;8;17;1;0;14;26;2;0
2020-11-17 20:45:00;9;15;1;0;34;35;14;0
2020-11-17 21:00:00;9;18;3;0;45;76;27;0
2020-11-17 21:15:00;9;20;7;0;64;78;16;4
2020-11-17 21:30:00;16;28;4;0;42;73;17;13
2020-11-17 21:45:00;46;76;6;0;21;20;0;19
2020-11-17 22:00:00;57;98;7;0;35;25;0;43
2020-11-17 22:15:00;25;27;2;0;14;4;0;3
2020-11-17 22:30:00;6;8;3;0;10;3;0;6
2020-11-17 22:45:00;4;5;1;0;6;7;2;0
2020-11-17 23:00:00;6;3;0;0;5;4;0;0
2020-11-17 23:15:00;3;5;0;0;1;3;0;0
2020-11-17 23:30:00;3;5;0;0;4;4;0;0
