DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2019-08-16 00:00:00;7;3;4;3;16;4;8;16;8;24;16;8;24;0
2019-08-16 00:15:00;9;3;3;1;19;9;11;20;10;30;20;10;30;0
2019-08-16 00:30:00;6;3;3;1;17;2;6;18;9;27;18;9;27;0
2019-08-16 00:45:00;10;5;4;0;10;2;7;20;10;30;20;10;30;0
2019-08-16 01:00:00;6;1;1;1;15;5;8;24;12;35;24;12;35;0
2019-08-16 01:15:00;1;0;1;1;15;5;5;26;13;39;26;13;39;0
2019-08-16 01:30:00;5;3;7;0;9;1;1;26;13;39;26;13;39;0
2019-08-16 01:45:00;3;1;1;0;13;1;5;26;13;39;26;13;39;0
2019-08-16 02:00:00;1;4;3;0;13;5;2;26;13;39;26;13;39;0
2019-08-16 02:15:00;6;2;1;0;8;3;5;26;13;39;26;13;39;0
2019-08-16 02:30:00;5;1;2;1;6;2;0;26;13;39;26;13;39;0
2019-08-16 02:45:00;1;0;1;1;13;3;1;24;12;36;24;12;36;0
2019-08-16 03:00:00;1;6;4;0;5;2;2;26;13;39;26;13;39;0
2019-08-16 03:15:00;2;4;3;1;3;1;2;26;13;39;26;13;39;0
2019-08-16 03:30:00;1;1;1;1;8;3;0;26;13;39;26;13;39;0
2019-08-16 03:45:00;1;1;3;0;6;1;1;26;13;39;26;13;39;0
2019-08-16 04:00:00;4;0;2;0;11;6;2;26;13;39;26;13;39;0
2019-08-16 04:15:00;2;0;0;1;17;2;2;26;13;39;26;13;39;0
2019-08-16 04:30:00;1;6;1;1;16;2;0;24;12;36;24;12;36;0
2019-08-16 04:45:00;6;6;6;1;15;4;1;26;13;39;26;13;39;0
2019-08-16 05:00:00;10;6;6;1;22;10;3;20;10;30;20;10;30;0
2019-08-16 05:15:00;3;13;14;8;27;9;5;20;10;30;20;10;30;0
2019-08-16 05:30:00;19;21;17;20;42;13;4;20;10;30;20;10;30;0
2019-08-16 05:45:00;20;22;20;12;29;10;12;20;10;30;20;10;30;0
