DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-04-16 00:00:00;5;7;1;0;1;6;7;2;0;0;0;0;0;0
2020-04-16 00:15:00;3;8;3;0;2;2;3;3;1;0;0;0;0;0
2020-04-16 00:30:00;8;2;0;1;3;2;8;1;0;0;0;0;0;0
2020-04-16 00:45:00;3;3;1;0;2;6;5;0;1;3;0;0;0;0
2020-04-16 01:00:00;3;2;0;1;1;3;2;1;0;1;0;0;0;0
2020-04-16 01:15:00;4;2;1;2;5;4;4;3;0;2;0;0;0;0
2020-04-16 01:30:00;3;1;0;1;1;7;6;0;0;0;0;0;0;0
2020-04-16 01:45:00;2;5;3;0;2;2;4;2;1;0;0;0;0;0
2020-04-16 02:00:00;1;1;1;1;1;5;6;1;0;1;0;0;0;0
2020-04-16 02:15:00;3;3;0;0;0;2;3;2;0;0;0;0;0;0
2020-04-16 02:30:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 02:45:00;2;3;1;0;1;8;6;1;0;1;0;0;0;0
2020-04-16 03:00:00;3;1;0;0;1;5;7;3;0;0;0;0;0;0
2020-04-16 03:15:00;2;1;1;1;3;4;8;5;0;2;0;0;0;0
2020-04-16 03:30:00;4;2;0;0;0;4;4;2;0;1;0;0;0;0
2020-04-16 03:45:00;4;3;1;2;3;3;2;0;0;0;0;0;0;0
2020-04-16 04:00:00;4;3;0;1;3;3;4;1;0;0;0;0;0;0
2020-04-16 04:15:00;7;2;0;2;1;11;7;3;0;0;0;0;0;0
2020-04-16 04:30:00;4;4;2;4;2;10;8;5;0;1;0;0;0;0
2020-04-16 04:45:00;14;5;0;1;2;9;11;4;0;1;0;0;0;0
2020-04-16 05:00:00;14;10;1;2;4;20;10;2;1;0;0;0;0;0
2020-04-16 05:15:00;26;17;5;1;9;27;35;9;1;4;0;0;0;0
2020-04-16 05:30:00;41;40;4;8;10;36;16;12;0;1;0;0;0;0
2020-04-16 05:45:00;35;30;5;9;8;32;25;11;1;1;0;0;0;0
2020-04-16 06:00:00;41;40;2;10;8;36;22;11;1;4;0;0;0;0
2020-04-16 06:15:00;59;60;11;12;16;39;30;9;6;6;2;0;0;0
2020-04-16 06:30:00;60;72;13;14;27;40;32;17;5;0;0;0;0;0
2020-04-16 06:45:00;55;65;12;17;32;45;40;22;8;7;0;0;3;0
2020-04-16 07:00:00;47;57;10;16;36;45;43;28;6;4;0;0;0;0
2020-04-16 07:15:00;56;80;12;15;24;56;40;18;5;3;0;0;0;0
2020-04-16 07:30:00;78;92;12;20;27;61;47;10;4;5;0;0;0;0
2020-04-16 07:45:00;70;84;24;27;37;59;71;21;4;2;2;3;5;0
2020-04-16 08:00:00;61;67;16;32;27;69;62;20;11;4;2;0;10;0
2020-04-16 08:15:00;50;57;14;27;24;58;57;12;3;3;0;0;1;0
2020-04-16 08:30:00;64;68;21;33;38;53;58;32;8;6;0;0;0;0
2020-04-16 08:45:00;68;83;21;20;34;73;61;25;4;4;0;0;0;0
2020-04-16 09:00:00;64;63;18;28;32;77;60;25;9;6;1;2;1;0
2020-04-16 09:15:00;49;49;17;32;36;57;71;23;11;4;0;0;3;0
2020-04-16 09:30:00;60;65;24;21;34;66;76;21;12;7;0;0;0;0
2020-04-16 09:45:00;70;74;22;32;34;72;79;28;17;8;0;0;0;2
2020-04-16 10:00:00;64;63;20;30;22;64;77;34;9;6;0;0;0;0
2020-04-16 10:15:00;61;72;28;36;31;84;85;30;9;8;0;0;0;0
2020-04-16 10:30:00;72;64;27;31;31;84;79;19;9;9;0;0;0;0
2020-04-16 10:45:00;78;81;26;40;29;80;89;33;13;11;0;0;0;0
2020-04-16 11:00:00;56;61;22;34;27;81;80;23;12;8;0;0;0;0
2020-04-16 11:15:00;73;73;26;35;44;77;92;27;8;8;0;0;0;0
2020-04-16 11:30:00;75;70;28;37;34;81;92;30;7;7;0;0;0;0
2020-04-16 11:45:00;69;70;32;36;34;80;91;33;15;10;0;0;0;0
2020-04-16 12:00:00;79;56;19;32;30;84;91;27;21;14;0;0;0;0
2020-04-16 12:15:00;81;73;25;33;36;81;104;32;10;8;0;0;0;0
2020-04-16 12:30:00;64;66;19;25;28;70;90;36;9;7;0;0;0;0
