DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-08-04 00:00:00;4;8;5;0;0;0;0;0
2020-08-04 00:15:00;12;20;8;0;0;1;0;0
2020-08-04 00:30:00;5;13;6;0;0;0;0;0
2020-08-04 00:45:00;5;14;4;0;0;0;0;0
2020-08-04 01:00:00;7;11;4;0;0;0;0;0
2020-08-04 01:15:00;9;12;4;0;0;0;0;0
2020-08-04 01:30:00;7;9;6;0;0;0;0;0
2020-08-04 01:45:00;7;8;3;0;0;0;0;0
2020-08-04 02:00:00;4;7;3;0;0;0;0;0
2020-08-04 02:15:00;5;7;1;0;0;0;0;0
2020-08-04 02:30:00;5;8;4;0;0;0;0;0
2020-08-04 02:45:00;4;10;8;0;0;0;0;0
2020-08-04 03:00:00;3;7;2;0;0;0;0;0
2020-08-04 03:15:00;2;3;5;0;0;0;0;0
2020-08-04 03:30:00;2;6;1;0;0;0;0;0
2020-08-04 03:45:00;3;12;4;0;0;0;0;0
2020-08-04 04:00:00;5;7;4;0;0;0;0;0
2020-08-04 04:15:00;4;11;3;0;0;0;0;0
2020-08-04 04:30:00;3;16;2;0;0;0;0;0
2020-08-04 04:45:00;13;27;7;0;0;0;0;0
2020-08-04 05:00:00;8;39;11;0;0;0;0;0
2020-08-04 05:15:00;14;38;18;0;0;0;0;0
2020-08-04 05:30:00;26;69;30;0;0;0;1;0
2020-08-04 05:45:00;26;75;38;0;0;0;0;0
2020-08-04 06:00:00;35;84;33;0;0;0;0;0
2020-08-04 06:15:00;30;87;48;0;0;0;0;0
2020-08-04 06:30:00;49;119;48;0;0;0;0;0
2020-08-04 06:45:00;45;138;67;0;0;0;1;0
2020-08-04 07:00:00;42;98;53;0;6;4;0;0
2020-08-04 07:15:00;47;100;60;0;5;1;0;0
2020-08-04 07:30:00;61;135;64;0;2;0;7;0
2020-08-04 07:45:00;57;138;62;0;5;11;2;2
2020-08-04 08:00:00;56;126;73;0;5;0;8;4
2020-08-04 08:15:00;70;98;51;0;10;0;13;4
2020-08-04 08:30:00;61;112;65;0;21;1;4;3
2020-08-04 08:45:00;67;136;57;0;3;4;7;3
2020-08-04 09:00:00;61;131;56;0;7;6;36;2
2020-08-04 09:15:00;58;122;56;0;2;0;1;4
2020-08-04 09:30:00;72;134;61;0;0;0;7;1
2020-08-04 09:45:00;59;140;64;0;4;7;11;5
2020-08-04 10:00:00;65;128;69;0;4;2;1;1
2020-08-04 10:15:00;72;149;75;0;15;3;3;1
2020-08-04 10:30:00;69;172;68;0;7;16;8;5
2020-08-04 10:45:00;72;178;63;0;0;0;8;0
2020-08-04 11:00:00;62;138;63;0;4;6;8;0
2020-08-04 11:15:00;63;179;86;0;13;1;0;3
2020-08-04 11:30:00;86;167;84;0;6;7;6;1
2020-08-04 11:45:00;68;182;62;0;14;16;4;28
2020-08-04 12:00:00;80;187;71;0;10;19;14;4
2020-08-04 12:15:00;65;167;59;0;1;2;8;3
2020-08-04 12:30:00;81;180;67;0;8;0;0;5
2020-08-04 12:45:00;82;156;62;0;6;0;0;6
2020-08-04 13:00:00;66;193;70;0;4;2;1;2
2020-08-04 13:15:00;90;186;69;0;3;0;3;5
2020-08-04 13:30:00;103;178;97;0;4;2;10;1
2020-08-04 13:45:00;91;187;77;0;8;1;7;9
2020-08-04 14:00:00;98;159;87;0;46;5;12;3
2020-08-04 14:15:00;105;205;84;0;5;3;2;4
2020-08-04 14:30:00;87;210;72;0;13;4;1;10
2020-08-04 14:45:00;108;212;55;0;4;6;3;16
2020-08-04 15:00:00;100;204;77;0;51;2;12;21
2020-08-04 15:15:00;86;192;79;0;18;29;24;2
2020-08-04 15:30:00;109;193;101;0;7;6;7;3
2020-08-04 15:45:00;95;231;86;0;3;7;8;0
2020-08-04 16:00:00;116;218;94;0;12;6;3;10
2020-08-04 16:15:00;128;258;85;0;19;5;20;7
2020-08-04 16:30:00;117;256;78;0;5;2;5;6
2020-08-04 16:45:00;112;270;90;0;17;4;9;48
2020-08-04 17:00:00;105;252;77;0;16;1;10;7
2020-08-04 17:15:00;103;256;79;0;13;2;5;7
2020-08-04 17:30:00;107;225;66;0;16;0;9;1
2020-08-04 17:45:00;109;217;80;0;5;10;13;5
2020-08-04 18:00:00;90;201;76;0;3;24;19;2
2020-08-04 18:15:00;84;214;63;0;23;7;15;3
2020-08-04 18:30:00;61;177;59;0;11;0;3;2
2020-08-04 18:45:00;53;154;65;0;11;0;10;10
2020-08-04 19:00:00;46;143;38;0;4;2;3;1
2020-08-04 19:15:00;53;155;45;0;0;0;0;0
2020-08-04 19:30:00;39;111;51;0;3;0;2;0
2020-08-04 19:45:00;40;141;37;0;13;6;6;11
2020-08-04 20:00:00;56;159;45;0;2;13;3;4
2020-08-04 20:15:00;35;142;49;0;0;0;0;0
2020-08-04 20:30:00;31;98;28;0;0;0;0;0
2020-08-04 20:45:00;35;86;47;0;3;0;0;0
2020-08-04 21:00:00;43;97;36;0;2;0;0;0
2020-08-04 21:15:00;34;65;24;0;1;0;0;0
2020-08-04 21:30:00;22;84;40;0;0;0;0;0
2020-08-04 21:45:00;30;74;26;0;0;0;0;0
2020-08-04 22:00:00;33;48;23;0;0;0;0;0
2020-08-04 22:15:00;25;67;25;0;0;1;0;0
2020-08-04 22:30:00;18;58;22;0;0;0;0;0
2020-08-04 22:45:00;12;37;14;0;0;0;0;0
2020-08-04 23:00:00;15;38;20;0;0;0;0;0
2020-08-04 23:15:00;9;31;13;0;0;0;0;0
2020-08-04 23:30:00;12;30;15;0;0;0;0;1
