DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-05-07 00:00:00;0;2;0;0;0;0
2020-05-07 00:15:00;0;0;0;0;0;0
2020-05-07 00:30:00;1;0;0;0;0;0
2020-05-07 00:45:00;0;0;0;0;0;0
2020-05-07 01:00:00;1;0;0;0;0;0
2020-05-07 01:15:00;0;0;0;0;0;0
2020-05-07 01:30:00;0;0;0;0;0;0
2020-05-07 01:45:00;0;0;0;0;0;0
2020-05-07 02:00:00;0;0;0;0;0;0
2020-05-07 02:15:00;0;0;0;0;0;0
2020-05-07 02:30:00;0;0;0;0;0;0
2020-05-07 02:45:00;0;0;0;0;0;0
2020-05-07 03:00:00;0;0;0;0;0;0
2020-05-07 03:15:00;2;1;0;0;0;0
2020-05-07 03:30:00;0;0;0;0;0;0
2020-05-07 03:45:00;2;1;0;0;0;0
2020-05-07 04:00:00;2;2;0;0;0;0
2020-05-07 04:15:00;0;0;0;0;0;0
2020-05-07 04:30:00;0;0;0;0;0;0
2020-05-07 04:45:00;1;3;0;0;0;0
2020-05-07 05:00:00;0;0;0;0;0;0
2020-05-07 05:15:00;2;0;0;0;0;0
2020-05-07 05:30:00;10;4;0;0;0;0
2020-05-07 05:45:00;13;4;0;0;0;0
2020-05-07 06:00:00;4;10;0;0;0;0
2020-05-07 06:15:00;7;7;0;0;0;0
2020-05-07 06:30:00;9;4;0;0;0;0
2020-05-07 06:45:00;9;9;0;0;0;0
2020-05-07 07:00:00;10;4;0;0;0;0
2020-05-07 07:15:00;8;7;0;0;0;0
2020-05-07 07:30:00;8;10;0;0;0;0
2020-05-07 07:45:00;12;8;0;0;0;0
2020-05-07 08:00:00;261;4;0;0;0;0
2020-05-07 08:15:00;4;4;0;0;0;0
2020-05-07 08:30:00;8;3;0;0;0;0
2020-05-07 08:45:00;4;9;0;1;0;0
2020-05-07 09:00:00;9;4;0;0;0;0
2020-05-07 09:15:00;11;7;0;0;0;0
2020-05-07 09:30:00;10;9;0;2;0;0
2020-05-07 09:45:00;19;29;1;2;0;0
2020-05-07 10:00:00;
2020-05-07 10:15:00;2;11;0;0;0;0
2020-05-07 10:30:00;9;11;1;5;0;0
2020-05-07 10:45:00;15;3;3;3;0;0
2020-05-07 11:00:00;13;14;1;5;0;0
2020-05-07 11:15:00;10;4;2;6;0;0
2020-05-07 11:30:00;11;4;2;2;0;0
2020-05-07 11:45:00;13;12;3;1;0;0
2020-05-07 12:00:00;15;6;0;2;0;0
2020-05-07 12:15:00;8;11;4;0;0;0
2020-05-07 12:30:00;5;10;0;0;0;0
2020-05-07 12:45:00;10;16;2;1;0;0
2020-05-07 13:00:00;11;10;0;5;0;0
2020-05-07 13:15:00;9;9;2;2;0;0
2020-05-07 13:30:00;8;11;1;5;0;0
2020-05-07 13:45:00;7;5;2;0;0;0
2020-05-07 14:00:00;15;12;0;4;0;0
2020-05-07 14:15:00;14;9;1;3;0;0
2020-05-07 14:30:00;16;12;8;1;0;0
2020-05-07 14:45:00;8;9;2;1;0;0
2020-05-07 15:00:00;9;10;1;1;0;0
2020-05-07 15:15:00;20;11;4;3;0;0
2020-05-07 15:30:00;11;20;3;6;0;0
2020-05-07 15:45:00;15;14;7;7;0;0
2020-05-07 16:00:00;18;34;4;5;0;0
2020-05-07 16:15:00;13;26;7;1;0;0
2020-05-07 16:30:00;19;25;4;5;0;0
2020-05-07 16:45:00;10;29;1;5;0;0
2020-05-07 17:00:00;16;23;9;2;0;0
2020-05-07 17:15:00;17;23;1;2;0;0
2020-05-07 17:30:00;19;9;7;3;0;0
2020-05-07 17:45:00;17;16;1;2;0;0
2020-05-07 18:00:00;8;25;4;1;0;0
2020-05-07 18:15:00;8;11;4;2;0;0
2020-05-07 18:30:00;15;11;1;1;0;0
2020-05-07 18:45:00;14;16;1;0;0;0
2020-05-07 19:00:00;4;9;3;2;0;0
2020-05-07 19:15:00;7;11;3;0;0;0
2020-05-07 19:30:00;2;5;1;0;0;0
2020-05-07 19:45:00;2;3;1;0;0;0
2020-05-07 20:00:00;8;4;1;1;0;0
2020-05-07 20:15:00;13;3;0;1;0;0
2020-05-07 20:30:00;1;9;1;0;0;0
2020-05-07 20:45:00;1;6;2;0;0;0
2020-05-07 21:00:00;2;3;0;0;0;0
2020-05-07 21:15:00;2;1;0;0;0;0
2020-05-07 21:30:00;2;4;0;0;0;0
2020-05-07 21:45:00;2;3;0;0;0;0
2020-05-07 22:00:00;3;3;0;0;0;0
2020-05-07 22:15:00;4;1;1;1;0;0
2020-05-07 22:30:00;3;1;0;0;0;0
2020-05-07 22:45:00;6;0;0;0;0;0
2020-05-07 23:00:00;0;1;0;0;0;0
2020-05-07 23:15:00;1;2;0;0;0;0
2020-05-07 23:30:00;3;1;0;0;0;0
2020-05-07 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
