DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2020-04-28 00:00:00;2;4;5;0;6;4;2;14;7;21;14;7;21;0
2020-04-28 00:15:00;8;0;1;1;7;4;3;20;10;30;20;10;30;0
2020-04-28 00:30:00;2;0;2;0;6;2;2;20;10;30;20;10;30;0
2020-04-28 00:45:00;2;3;6;0;4;3;2;20;10;30;20;10;30;0
2020-04-28 01:00:00;4;2;4;2;6;2;1;26;13;38;26;13;38;0
2020-04-28 01:15:00;2;0;0;0;6;0;2;24;12;36;24;12;36;0
2020-04-28 01:30:00;2;2;0;0;7;1;1;26;13;39;26;13;39;0
2020-04-28 01:45:00;5;0;2;0;7;2;1;26;13;39;26;13;39;0
2020-04-28 02:00:00;1;1;2;0;6;2;0;26;13;39;26;13;39;0
2020-04-28 02:15:00;1;1;4;0;6;2;0;26;13;39;26;13;39;0
2020-04-28 02:30:00;1;1;3;0;4;0;1;26;13;39;26;13;39;0
2020-04-28 02:45:00;3;0;0;0;2;2;0;26;13;39;26;13;39;0
2020-04-28 03:00:00;1;1;2;0;5;2;1;24;12;36;24;12;36;0
2020-04-28 03:15:00;2;2;1;1;6;3;2;26;13;39;26;13;39;0
2020-04-28 03:30:00;3;6;3;0;9;2;2;26;13;39;26;13;39;0
2020-04-28 03:45:00;3;2;2;1;9;1;0;26;13;39;26;13;39;0
2020-04-28 04:00:00;5;2;2;0;8;2;1;26;13;39;26;13;39;0
2020-04-28 04:15:00;1;3;2;1;18;4;1;26;13;39;26;13;39;0
2020-04-28 04:30:00;2;6;2;0;15;8;2;26;13;39;26;13;39;0
2020-04-28 04:45:00;7;6;8;6;14;6;3;24;12;36;24;12;36;0
2020-04-28 05:00:00;12;18;11;6;36;7;8;20;10;31;20;10;31;0
2020-04-28 05:15:00;20;30;28;19;41;10;8;20;10;30;20;10;30;0
2020-04-28 05:30:00;35;49;43;39;55;21;6;20;10;30;20;10;30;0
2020-04-28 05:45:00;36;42;43;42;45;17;13;20;10;30;20;10;30;0
2020-04-28 06:00:00;28;32;46;35;56;18;17;20;10;30;20;10;30;0
2020-04-28 06:15:00;53;57;70;63;61;36;23;21;11;29;21;11;29;0
2020-04-28 06:30:00;71;77;66;68;89;46;28;20;10;31;20;10;31;0
2020-04-28 06:45:00;77;61;58;60;79;52;28;20;10;30;20;10;30;0
2020-04-28 07:00:00;83;71;75;59;71;41;27;20;10;30;20;10;30;0
2020-04-28 07:15:00;97;83;65;67;95;49;48;20;10;30;20;10;30;0
2020-04-28 07:30:00;109;91;79;72;90;41;55;20;10;30;20;10;30;0
2020-04-28 07:45:00;88;84;59;61;89;43;25;21;11;30;21;11;30;0
2020-04-28 08:00:00;81;67;50;41;77;36;41;20;10;30;20;10;30;0
2020-04-28 08:15:00;64;65;49;38;74;28;36;20;10;30;20;10;30;0
2020-04-28 08:30:00;80;60;47;38;89;36;52;20;10;30;20;10;30;0
2020-04-28 08:45:00;67;66;43;36;86;49;43;20;10;30;20;10;30;0
2020-04-28 09:00:00;76;54;41;33;77;36;38;20;10;30;20;10;30;0
2020-04-28 09:15:00;67;54;38;29;99;52;58;20;10;30;20;10;30;0
2020-04-28 09:30:00;63;55;36;38;95;47;68;20;10;30;20;10;30;0
2020-04-28 09:45:00;71;59;37;30;101;43;48;20;10;30;20;10;30;0
2020-04-28 10:00:00;68;63;43;36;81;31;63;20;10;30;20;10;30;0
2020-04-28 10:15:00;68;54;35;34;115;57;55;20;10;30;20;10;30;0
2020-04-28 10:30:00;73;59;45;31;101;47;66;20;10;30;20;10;30;0
2020-04-28 10:45:00;79;68;47;28;102;53;71;21;11;30;21;11;30;0
2020-04-28 11:00:00;86;64;31;41;108;61;75;20;10;30;20;10;30;0
2020-04-28 11:15:00;85;55;40;36;118;55;60;20;10;30;20;10;30;0
2020-04-28 11:30:00;78;47;44;31;118;46;77;18;9;26;18;9;26;0
2020-04-28 11:45:00;101;64;37;23;116;44;83;20;10;30;20;10;30;0
2020-04-28 12:00:00;90;54;44;31;123;53;86;20;10;30;20;10;30;0
2020-04-28 12:15:00;84;48;38;41;127;60;85;20;10;30;20;10;30;0
2020-04-28 12:30:00;75;48;40;32;126;54;86;20;10;30;20;10;30;0
2020-04-28 12:45:00;102;61;42;29;115;60;82;20;10;30;20;10;30;0
2020-04-28 13:00:00;96;54;41;36;143;57;89;20;10;30;20;10;30;0
2020-04-28 13:15:00;85;49;38;37;130;39;90;20;10;30;20;10;30;0
2020-04-28 13:30:00;93;75;44;33;119;55;86;20;10;30;20;10;30;0
2020-04-28 13:45:00;106;68;37;37;119;51;100;20;10;30;20;10;30;0
2020-04-28 14:00:00;108;53;40;42;114;48;100;20;10;30;20;10;30;0
2020-04-28 14:15:00;112;53;31;27;128;54;114;20;10;30;20;10;30;0
2020-04-28 14:30:00;99;67;42;33;131;61;105;20;10;30;20;10;30;0
2020-04-28 14:45:00;115;68;35;24;133;67;127;21;11;30;21;11;30;0
2020-04-28 15:00:00;97;74;35;29;111;65;91;18;9;27;18;9;27;0
2020-04-28 15:15:00;101;59;29;29;128;61;123;20;10;30;20;10;30;0
2020-04-28 15:30:00;111;55;47;27;128;60;124;20;10;30;20;10;30;0
2020-04-28 15:45:00;97;59;41;28;123;65;134;21;11;30;21;11;30;0
2020-04-28 16:00:00;115;80;37;34;136;70;137;20;10;30;20;10;30;0
2020-04-28 16:15:00;107;59;42;32;139;74;125;20;10;30;20;10;30;0
2020-04-28 16:30:00;120;75;42;33;126;74;129;20;10;30;20;10;30;0
2020-04-28 16:45:00;104;64;37;30;129;70;133;20;10;30;20;10;30;0
2020-04-28 17:00:00;116;74;47;37;159;59;142;20;10;30;20;10;30;0
2020-04-28 17:15:00;122;61;42;37;145;78;125;20;10;30;20;10;30;0
2020-04-28 17:30:00;94;49;59;47;135;44;122;20;10;30;20;10;30;0
2020-04-28 17:45:00;110;45;39;31;123;50;98;20;10;30;20;10;30;0
2020-04-28 18:00:00;102;34;34;21;115;43;122;20;10;30;20;10;30;0
2020-04-28 18:15:00;74;36;28;22;117;52;101;20;10;30;20;10;30;0
2020-04-28 18:30:00;64;47;25;23;104;49;84;20;10;30;20;10;30;0
2020-04-28 18:45:00;82;36;28;21;89;36;74;20;10;30;20;10;30;0
2020-04-28 19:00:00;64;42;26;20;100;33;66;20;10;30;20;10;30;0
2020-04-28 19:15:00;63;30;33;24;81;30;55;20;10;30;20;10;30;0
2020-04-28 19:30:00;47;33;25;11;69;36;48;20;10;30;20;10;30;0
2020-04-28 19:45:00;55;29;19;6;55;21;33;20;10;30;20;10;30;0
2020-04-28 20:00:00;33;19;18;17;63;28;33;20;10;30;20;10;30;0
2020-04-28 20:15:00;30;20;12;9;65;25;47;20;10;30;20;10;30;0
2020-04-28 20:30:00;28;18;15;5;49;14;29;20;10;30;20;10;30;0
2020-04-28 20:45:00;23;15;14;6;39;13;28;20;10;30;20;10;30;0
2020-04-28 21:00:00;23;16;17;6;43;9;26;20;10;30;20;10;30;0
2020-04-28 21:15:00;27;10;14;7;36;10;17;20;10;30;20;10;30;0
2020-04-28 21:30:00;19;11;10;5;37;11;11;20;10;30;20;10;30;0
2020-04-28 21:45:00;12;10;8;2;22;8;14;20;10;30;20;10;30;0
2020-04-28 22:00:00;30;6;5;0;39;13;27;20;10;30;20;10;30;0
2020-04-28 22:15:00;15;3;5;4;22;10;11;20;10;30;20;10;30;0
2020-04-28 22:30:00;15;5;4;2;26;6;23;20;10;30;20;10;30;0
2020-04-28 22:45:00;9;7;8;2;15;6;6;20;10;30;20;10;30;0
2020-04-28 23:00:00;10;3;5;3;15;7;5;20;10;30;20;10;30;0
2020-04-28 23:15:00;10;4;3;3;14;6;9;20;10;30;20;10;30;0
2020-04-28 23:30:00;8;1;4;2;10;1;7;20;10;30;20;10;30;0
