DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-07-31 00:00:00;11;0;3;0;8;31;13;0;0;0;0;0;0;0
2020-07-31 00:15:00;18;2;7;5;7;17;21;0;0;0;0;0;0;0
2020-07-31 00:30:00;10;2;1;3;5;19;19;0;0;0;0;0;0;0
2020-07-31 00:45:00;11;1;0;0;7;12;13;0;0;0;0;0;0;0
2020-07-31 01:00:00;9;1;1;0;3;9;10;0;0;0;0;0;0;0
2020-07-31 01:15:00;13;0;4;3;2;13;12;0;0;0;0;0;0;0
2020-07-31 01:30:00;7;0;0;1;4;9;9;0;0;0;0;0;0;0
2020-07-31 01:45:00;3;1;1;2;6;10;12;0;0;0;0;0;0;0
2020-07-31 02:00:00;3;0;1;0;5;11;5;0;0;0;0;0;0;0
2020-07-31 02:15:00;4;3;2;1;4;11;6;0;0;0;0;0;0;0
2020-07-31 02:30:00;2;0;1;1;4;7;5;0;0;0;0;0;0;0
2020-07-31 02:45:00;3;0;2;0;3;7;3;0;0;0;0;0;0;0
2020-07-31 03:00:00;6;2;1;1;2;8;6;0;0;0;0;0;0;0
2020-07-31 03:15:00;0;0;1;0;2;3;1;0;0;0;0;0;0;0
2020-07-31 03:30:00;9;0;1;0;5;7;9;0;0;0;0;0;0;0
2020-07-31 03:45:00;9;0;0;0;3;6;11;0;0;0;0;0;0;0
2020-07-31 04:00:00;4;0;0;0;5;17;13;0;0;0;0;0;0;0
2020-07-31 04:15:00;4;0;0;0;1;16;5;0;0;0;0;0;0;0
2020-07-31 04:30:00;9;1;1;3;9;14;10;0;0;0;0;0;0;0
2020-07-31 04:45:00;12;0;0;0;3;27;14;0;0;0;0;0;0;0
2020-07-31 05:00:00;21;3;2;1;10;35;34;0;0;0;0;0;0;0
2020-07-31 05:15:00;60;3;4;3;14;47;74;0;0;0;0;0;0;0
2020-07-31 05:30:00;73;3;12;4;20;60;98;0;0;0;0;0;0;0
2020-07-31 05:45:00;67;3;11;4;40;82;99;0;0;0;0;0;0;0
2020-07-31 06:00:00;56;7;13;8;41;82;80;0;0;1;0;0;0;0
2020-07-31 06:15:00;84;12;6;4;29;103;95;0;0;7;5;5;5;0
2020-07-31 06:30:00;108;8;20;5;39;96;125;0;0;0;0;0;0;0
2020-07-31 06:45:00;102;15;14;8;35;79;120;0;0;0;0;0;0;0
2020-07-31 07:00:00;94;24;18;12;44;112;111;2;0;1;0;0;0;0
2020-07-31 07:15:00;108;16;22;12;52;85;133;0;0;2;0;0;0;0
2020-07-31 07:30:00;117;23;20;15;53;118;152;15;0;6;0;0;0;0
2020-07-31 07:45:00;107;38;29;27;61;120;144;1;0;0;0;0;0;0
2020-07-31 08:00:00;108;27;24;17;55;105;114;0;0;1;0;0;0;0
2020-07-31 08:15:00;105;19;26;26;56;102;135;3;0;2;0;0;0;0
2020-07-31 08:30:00;108;28;23;16;57;115;128;0;0;1;0;0;0;0
2020-07-31 08:45:00;105;34;30;24;55;131;147;0;0;0;0;0;0;0
2020-07-31 09:00:00;76;23;36;22;47;99;112;1;0;0;0;0;0;3
2020-07-31 09:15:00;85;22;25;32;48;124;149;6;0;4;0;0;0;0
2020-07-31 09:30:00;98;32;40;19;65;122;141;6;0;1;0;0;0;0
2020-07-31 09:45:00;86;23;34;21;78;125;134;5;0;2;1;1;1;0
2020-07-31 10:00:00;108;37;26;23;61;121;132;0;0;1;0;0;0;0
2020-07-31 10:15:00;93;26;27;25;71;132;143;8;0;0;0;0;0;0
2020-07-31 10:30:00;89;29;40;34;77;130;153;5;0;2;0;0;0;6
2020-07-31 10:45:00;110;30;39;23;89;130;143;0;0;2;0;0;0;0
2020-07-31 11:00:00;93;35;44;19;81;135;136;5;0;4;0;0;0;0
2020-07-31 11:15:00;95;37;29;18;89;149;125;0;0;7;0;0;0;0
2020-07-31 11:30:00;95;26;39;25;62;127;142;10;0;10;0;0;0;0
2020-07-31 11:45:00;104;31;28;27;84;142;132;2;0;1;0;0;0;2
2020-07-31 12:00:00;115;32;27;18;103;138;141;1;0;0;0;0;0;0
2020-07-31 12:15:00;112;25;43;32;116;135;138;0;0;5;0;0;0;0
2020-07-31 12:30:00;98;24;38;25;111;122;119;0;0;3;0;0;0;0
2020-07-31 12:45:00;105;33;34;20;103;144;144;0;0;2;0;0;0;0
2020-07-31 13:00:00;93;20;28;22;93;135;140;9;0;0;0;0;0;0
2020-07-31 13:15:00;123;40;39;20;74;143;167;1;0;1;0;0;0;0
2020-07-31 13:30:00;126;24;47;30;82;140;162;3;3;3;0;0;0;0
2020-07-31 13:45:00;144;32;29;22;100;141;180;5;0;2;0;0;0;0
2020-07-31 14:00:00;113;30;39;19;104;148;169;2;0;1;0;0;0;0
2020-07-31 14:15:00;97;35;40;14;117;157;137;1;0;8;0;0;0;0
2020-07-31 14:30:00;112;28;44;21;124;143;149;0;0;2;0;0;0;0
2020-07-31 14:45:00;107;36;38;16;120;125;146;0;0;7;0;0;0;0
2020-07-31 15:00:00;108;26;35;20;97;137;157;1;0;3;0;0;0;0
2020-07-31 15:15:00;92;36;33;22;113;126;129;0;0;3;0;0;0;0
2020-07-31 15:30:00;94;34;44;31;109;121;137;0;0;44;29;29;29;0
2020-07-31 15:45:00;94;40;32;27;99;138;131;5;0;3;0;0;0;0
2020-07-31 16:00:00;104;38;40;25;96;137;141;5;0;2;0;0;0;0
2020-07-31 16:15:00;88;36;49;31;92;131;127;13;0;1;2;2;2;0
2020-07-31 16:30:00;101;31;43;27;93;124;130;2;0;6;0;0;0;0
2020-07-31 16:45:00;110;38;41;27;64;105;147;5;0;1;0;0;0;0
2020-07-31 17:00:00;109;38;44;33;89;145;147;0;0;5;0;0;0;0
2020-07-31 17:15:00;89;25;52;34;82;108;124;2;0;11;0;0;0;0
2020-07-31 17:30:00;92;33;50;35;93;127;135;2;0;5;0;0;0;0
2020-07-31 17:45:00;106;35;44;28;82;137;141;1;0;2;0;0;0;0
2020-07-31 18:00:00;97;37;28;21;91;117;134;0;0;1;0;0;0;0
2020-07-31 18:15:00;87;37;39;28;84;126;117;8;0;4;0;0;0;0
2020-07-31 18:30:00;83;14;35;32;81;105;106;0;0;1;0;0;0;0
2020-07-31 18:45:00;80;21;31;27;87;115;104;12;1;3;0;0;0;0
2020-07-31 19:00:00;84;21;44;25;63;104;103;14;0;0;0;0;0;0
2020-07-31 19:15:00;72;27;33;22;61;105;109;1;0;0;0;0;0;0
2020-07-31 19:30:00;67;26;28;19;54;93;97;4;0;1;0;0;0;1
2020-07-31 19:45:00;63;37;27;26;78;99;90;8;0;0;0;0;0;0
2020-07-31 20:00:00;69;16;24;25;73;105;111;1;0;5;0;0;0;0
2020-07-31 20:15:00;68;17;27;36;56;90;91;0;0;6;0;0;0;0
