DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-08-24 00:00:00;3;9;11;3;1;0;14;0;0
2020-08-24 00:15:00;4;8;10;3;1;1;11;0;0
2020-08-24 00:30:00;2;4;5;4;1;0;10;0;1
2020-08-24 00:45:00;2;3;7;0;0;1;12;0;0
2020-08-24 01:00:00;1;1;4;0;0;0;6;0;0
2020-08-24 01:15:00;0;3;5;0;0;0;6;0;0
2020-08-24 01:30:00;3;5;7;1;0;0;5;0;0
2020-08-24 01:45:00;1;2;3;1;1;3;9;0;0
2020-08-24 02:00:00;2;1;3;0;0;0;1;0;0
2020-08-24 02:15:00;2;1;3;0;0;0;0;0;0
2020-08-24 02:30:00;1;2;2;1;0;0;1;0;0
2020-08-24 02:45:00;0;0;1;0;0;0;2;0;0
2020-08-24 03:00:00;1;3;5;3;0;0;3;0;0
2020-08-24 03:15:00;0;0;0;1;0;0;1;0;0
2020-08-24 03:30:00;1;0;1;0;0;1;2;0;0
2020-08-24 03:45:00;2;1;2;0;0;0;1;0;0
2020-08-24 04:00:00;0;0;3;0;0;1;6;0;0
2020-08-24 04:15:00;3;3;7;1;0;1;3;0;0
2020-08-24 04:30:00;1;2;5;1;0;0;2;0;0
2020-08-24 04:45:00;4;5;8;1;1;1;5;0;0
2020-08-24 05:00:00;8;15;20;5;3;3;13;0;0
2020-08-24 05:15:00;13;13;27;8;7;4;35;0;0
2020-08-24 05:30:00;17;15;28;5;2;4;48;0;0
2020-08-24 05:45:00;16;16;33;8;4;8;49;0;0
2020-08-24 06:00:00;14;16;28;4;2;3;21;0;0
2020-08-24 06:15:00;4;11;14;6;8;8;16;0;0
2020-08-24 06:30:00;29;32;56;15;11;15;73;0;4
2020-08-24 06:45:00;35;34;65;10;10;9;57;1;0
2020-08-24 07:00:00;22;36;57;15;9;15;69;0;3
2020-08-24 07:15:00;33;43;69;20;11;11;70;6;11
2020-08-24 07:30:00;38;39;69;11;12;12;70;0;3
2020-08-24 07:45:00;36;45;72;13;9;15;63;5;12
2020-08-24 08:00:00;29;39;66;16;8;4;66;1;12
2020-08-24 08:15:00;23;39;56;17;11;4;49;1;0
2020-08-24 08:30:00;26;35;50;10;4;1;58;0;3
2020-08-24 08:45:00;36;33;55;18;8;5;60;0;4
