DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-09-26 00:00:00;4;7;0;12;0;10;0;1;0;0;0
2020-09-26 00:15:00;8;9;0;21;0;13;1;2;0;0;0
2020-09-26 00:30:00;1;6;0;9;1;7;2;2;0;0;0
2020-09-26 00:45:00;1;5;0;21;1;12;0;3;0;0;0
2020-09-26 01:00:00;1;5;0;10;0;9;0;0;0;0;0
2020-09-26 01:15:00;2;11;0;17;1;12;0;0;0;0;0
2020-09-26 01:30:00;1;7;0;11;1;7;2;1;0;0;0
2020-09-26 01:45:00;1;3;0;18;0;13;0;0;0;0;0
2020-09-26 02:00:00;4;10;0;13;2;13;0;0;0;0;0
2020-09-26 02:15:00;2;8;0;11;0;8;0;1;0;0;0
2020-09-26 02:30:00;5;10;0;7;0;6;1;0;0;0;0
2020-09-26 02:45:00;0;5;0;11;4;9;0;1;0;0;0
2020-09-26 03:00:00;4;6;0;5;2;5;0;4;0;0;0
2020-09-26 03:15:00;4;2;0;2;1;1;0;3;0;0;0
2020-09-26 03:30:00;4;4;0;4;1;4;0;2;0;0;0
2020-09-26 03:45:00;3;4;0;1;0;0;1;2;0;0;0
2020-09-26 04:00:00;0;1;0;6;0;6;0;0;0;0;0
2020-09-26 04:15:00;1;4;0;8;1;8;0;0;0;0;0
2020-09-26 04:30:00;2;4;0;4;0;3;0;0;0;0;0
2020-09-26 04:45:00;1;1;0;3;0;1;0;0;0;0;0
2020-09-26 05:00:00;6;5;0;7;3;7;0;2;0;0;0
2020-09-26 05:15:00;8;7;0;6;0;4;0;3;0;0;0
2020-09-26 05:30:00;5;5;0;2;1;2;1;5;0;0;0
2020-09-26 05:45:00;7;7;0;4;0;4;3;1;0;0;0
2020-09-26 06:00:00;4;5;0;8;1;7;0;1;0;0;0
2020-09-26 06:15:00;15;14;0;16;3;14;0;3;0;0;0
2020-09-26 06:30:00;6;10;0;13;4;10;2;6;0;0;0
2020-09-26 06:45:00;11;12;0;14;3;11;3;5;0;0;0
2020-09-26 07:00:00;15;15;0;10;2;5;0;3;0;0;0
2020-09-26 07:15:00;14;28;0;17;1;11;1;5;1;0;0
2020-09-26 07:30:00;39;53;0;25;3;19;0;4;1;0;0
2020-09-26 07:45:00;28;33;0;35;3;28;3;8;0;0;0
2020-09-26 08:00:00;20;19;0;20;2;16;3;5;1;0;0
2020-09-26 08:15:00;25;23;0;27;5;25;1;9;0;0;0
2020-09-26 08:30:00;30;29;0;20;3;17;5;8;0;0;0
2020-09-26 08:45:00;47;36;0;36;8;32;4;12;4;0;0
2020-09-26 09:00:00;43;29;0;46;4;32;2;6;0;1;0
2020-09-26 09:15:00;48;26;0;39;7;29;2;8;0;0;0
2020-09-26 09:30:00;56;37;0;41;6;39;3;11;0;0;0
2020-09-26 09:45:00;55;53;0;53;4;49;6;15;0;0;4
2020-09-26 10:00:00;49;41;0;70;4;49;3;14;0;0;0
2020-09-26 10:15:00;40;39;0;64;4;47;3;10;0;3;0
2020-09-26 10:30:00;58;53;0;60;6;49;2;15;0;0;0
2020-09-26 10:45:00;74;50;0;74;6;60;3;23;0;0;0
2020-09-26 11:00:00;52;55;0;56;5;42;6;13;3;0;0
2020-09-26 11:15:00;44;42;0;92;13;65;7;16;0;0;0
2020-09-26 11:30:00;45;43;0;69;5;49;8;10;0;1;0
2020-09-26 11:45:00;52;48;0;80;3;55;5;8;0;0;0
2020-09-26 12:00:00;38;37;0;58;11;43;3;11;0;0;0
2020-09-26 12:15:00;36;41;0;60;8;52;6;6;0;0;2
2020-09-26 12:30:00;38;38;0;60;6;58;5;16;0;0;0
2020-09-26 12:45:00;43;31;0;72;11;59;3;13;0;0;0
2020-09-26 13:00:00;50;32;0;76;12;61;4;12;0;0;0
2020-09-26 13:15:00;33;39;0;54;6;40;2;18;0;0;0
2020-09-26 13:30:00;33;40;0;63;11;56;0;13;0;2;0
2020-09-26 13:45:00;35;32;0;65;9;54;5;16;0;0;0
2020-09-26 14:00:00;39;39;0;67;9;67;2;6;0;0;0
2020-09-26 14:15:00;37;30;0;57;4;50;4;16;0;0;0
2020-09-26 14:30:00;41;42;0;65;11;52;5;21;0;0;0
2020-09-26 14:45:00;28;38;0;58;12;51;2;11;0;0;0
2020-09-26 15:00:00;32;26;0;57;7;42;2;12;1;0;0
2020-09-26 15:15:00;45;33;0;67;9;57;0;10;0;0;0
2020-09-26 15:30:00;32;31;0;69;9;56;4;8;0;0;0
2020-09-26 15:45:00;31;37;0;59;3;54;7;15;4;0;0
2020-09-26 16:00:00;25;26;0;59;8;48;1;13;0;4;0
2020-09-26 16:15:00;30;27;0;59;12;48;2;11;0;0;1
2020-09-26 16:30:00;27;27;0;50;10;43;1;8;0;0;0
2020-09-26 16:45:00;27;28;0;50;8;33;5;12;0;0;0
2020-09-26 17:00:00;29;23;0;50;6;44;4;10;0;0;0
2020-09-26 17:15:00;27;30;0;58;4;51;6;11;0;0;0
2020-09-26 17:30:00;33;27;0;51;7;38;1;10;0;0;0
2020-09-26 17:45:00;35;42;0;49;6;39;5;12;0;1;0
2020-09-26 18:00:00;21;26;0;42;6;30;6;16;0;0;0
2020-09-26 18:15:00;25;21;0;51;8;46;6;16;0;0;0
2020-09-26 18:30:00;38;28;0;45;9;39;2;8;0;0;0
2020-09-26 18:45:00;33;41;0;46;8;40;5;5;0;0;0
2020-09-26 19:00:00;23;30;0;36;5;30;2;10;14;5;0
2020-09-26 19:15:00;26;23;0;47;7;34;4;9;0;1;0
2020-09-26 19:30:00;24;27;0;48;9;33;2;12;0;0;0
2020-09-26 19:45:00;25;26;0;32;3;23;1;6;0;0;0
2020-09-26 20:00:00;23;25;0;39;2;31;2;5;0;0;0
2020-09-26 20:15:00;18;18;0;39;4;23;2;7;0;0;0
2020-09-26 20:30:00;10;16;0;28;10;23;0;10;0;0;0
2020-09-26 20:45:00;19;17;0;28;5;22;2;13;0;0;0
2020-09-26 21:00:00;7;11;0;27;3;17;0;4;0;0;0
2020-09-26 21:15:00;7;10;0;14;2;11;2;6;0;0;0
2020-09-26 21:30:00;6;7;0;21;6;20;2;10;0;0;0
2020-09-26 21:45:00;21;20;0;31;7;24;0;9;0;0;0
2020-09-26 22:00:00;11;13;0;24;8;19;1;5;0;0;0
2020-09-26 22:15:00;4;12;0;27;1;22;1;1;0;0;0
2020-09-26 22:30:00;3;3;0;31;2;29;1;2;0;0;0
2020-09-26 22:45:00;12;14;0;14;2;10;1;4;0;0;0
2020-09-26 23:00:00;4;12;0;25;1;18;1;3;0;0;0
2020-09-26 23:15:00;2;12;0;20;5;17;2;1;0;0;0
2020-09-26 23:30:00;7;13;0;21;6;12;3;8;0;0;0
2020-09-26 23:45:00;8;11;0;19;0;18;4;9;0;0;0
