DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-02-16 00:00:00;25;22;6;2;3;31;25;9;0;1;0;0;0;0
2020-02-16 00:15:00;33;30;6;3;5;32;26;10;1;0;0;0;0;0
2020-02-16 00:30:00;35;15;5;6;5;21;22;9;9;6;0;0;0;0
2020-02-16 00:45:00;20;23;6;5;10;31;28;9;4;2;0;0;0;0
2020-02-16 01:00:00;20;14;4;4;6;19;22;9;2;4;0;0;0;0
2020-02-16 01:15:00;21;18;1;1;4;30;22;9;3;3;0;0;0;0
2020-02-16 01:30:00;17;13;3;3;2;21;15;5;8;4;0;0;0;0
2020-02-16 01:45:00;18;12;2;2;4;22;22;6;1;1;0;0;0;0
2020-02-16 02:00:00;16;9;5;2;2;20;17;3;0;2;0;0;0;0
2020-02-16 02:15:00;18;8;2;0;1;16;19;3;1;1;0;0;0;0
2020-02-16 02:30:00;11;9;2;2;1;14;17;6;0;0;0;0;0;0
2020-02-16 02:45:00;15;14;3;3;4;20;21;7;2;1;0;0;0;0
2020-02-16 03:00:00;9;2;1;3;6;16;13;2;0;2;0;0;0;0
2020-02-16 03:15:00;13;6;1;2;1;17;20;7;1;3;0;0;0;0
2020-02-16 03:30:00;11;5;1;0;4;17;12;4;0;1;0;0;0;0
2020-02-16 03:45:00;9;6;1;2;5;14;15;5;1;0;0;0;0;0
2020-02-16 04:00:00;2;7;0;2;1;3;8;1;0;1;0;0;0;0
2020-02-16 04:15:00;10;5;2;0;3;12;15;3;2;1;0;0;0;0
2020-02-16 04:30:00;7;6;2;3;2;9;14;0;0;1;0;0;0;0
2020-02-16 04:45:00;8;7;3;1;4;10;18;10;0;2;0;0;0;0
2020-02-16 05:00:00;9;4;1;2;4;6;9;4;0;1;0;0;0;0
2020-02-16 05:15:00;13;13;2;3;6;14;21;9;1;2;0;0;0;0
